fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
hh,002258,大成国企改革灵活配置混合,2021-06-25,2.4420,2.4420,0.49,4.99,8.34,21.80,30.10,60.98,144.93,157.05,25.42,144.20,0.15%,http://fund.eastmoney.com/002258.html
hh,002450,平安睿享文娱混合A,2021-06-25,2.4730,2.8730,0.90,4.97,3.47,16.49,13.04,32.21,103.29,150.06,9.28,192.33,0.15%,http://fund.eastmoney.com/002450.html
hh,002451,平安睿享文娱混合C,2021-06-25,2.3680,2.7540,0.89,4.96,3.45,16.25,12.63,31.19,100.07,144.20,8.87,180.10,0.00%,http://fund.eastmoney.com/002451.html
hh,005876,易方达鑫转增利混合A,2021-06-25,1.8390,1.8390,0.53,4.96,9.48,18.65,12.16,46.42,83.39,,10.63,83.90,0.10%,http://fund.eastmoney.com/005876.html
hh,002846,泓德泓华混合,2021-06-25,2.4755,3.1755,2.28,4.95,4.52,22.04,14.45,76.84,185.28,215.82,11.39,218.66,0.15%,http://fund.eastmoney.com/002846.html
hh,005877,易方达鑫转增利混合C,2021-06-25,1.8087,1.8087,0.53,4.94,9.41,18.46,11.82,45.53,81.21,,10.31,80.87,0.00%,http://fund.eastmoney.com/005877.html
hh,009057,博时科技创新混合A,2021-06-25,1.9464,1.9464,1.64,4.94,8.09,26.43,18.89,70.90,,,15.58,94.64,0.15%,http://fund.eastmoney.com/009057.html
hh,009058,博时科技创新混合C,2021-06-25,1.9350,1.9350,1.64,4.93,8.04,26.26,18.60,70.07,,,15.30,93.50,0.00%,http://fund.eastmoney.com/009058.html
hh,003152,华富天鑫灵活配置混合A,2021-06-25,2.0011,2.0011,1.70,4.92,10.48,29.79,24.44,44.47,152.06,129.12,22.48,100.11,0.15%,http://fund.eastmoney.com/003152.html
hh,003153,华富天鑫灵活配置混合C,2021-06-25,1.9310,1.9310,1.70,4.91,10.41,29.53,23.94,43.32,148.30,123.91,22.01,93.10,0.00%,http://fund.eastmoney.com/003153.html
hh,009092,富国新材料新能源混合,2021-06-25,1.3711,1.3711,0.98,4.91,8.55,20.01,12.18,37.11,,,10.91,37.11,0.15%,http://fund.eastmoney.com/009092.html
hh,000124,华宝服务优选混合,2021-06-25,4.0430,4.3430,1.40,4.90,9.80,29.21,12.90,45.54,148.65,147.13,8.71,341.12,0.15%,http://fund.eastmoney.com/000124.html
hh,005250,银华估值优势混合,2021-06-25,2.0498,2.0498,1.82,4.90,4.60,24.53,20.95,55.74,113.12,119.07,17.52,104.98,0.15%,http://fund.eastmoney.com/005250.html
hh,000601,华宝创新优选混合,2021-06-25,2.7660,3.1060,1.43,4.89,9.59,28.06,11.49,48.31,192.70,220.88,7.63,232.85,0.15%,http://fund.eastmoney.com/000601.html
hh,002084,新华鑫动力灵活配置混合C,2021-06-25,2.8378,2.8378,1.10,4.89,18.36,54.16,24.85,110.36,241.49,224.69,22.69,183.78,0.00%,http://fund.eastmoney.com/002084.html
hh,002083,新华鑫动力灵活配置混合A,2021-06-25,2.8540,2.8540,1.10,4.89,18.37,54.20,24.90,110.63,242.21,225.80,22.75,185.40,0.10%,http://fund.eastmoney.com/002083.html
hh,007777,中邮研究精选混合,2021-06-25,1.3011,1.5928,0.93,4.89,5.69,13.27,0.47,23.36,,,-2.93,63.20,0.15%,http://fund.eastmoney.com/007777.html
hh,010731,广发创新医疗两年持有混合A,2021-06-25,1.2833,1.2833,3.01,4.89,5.19,28.33,,,,,,28.33,0.15%,http://fund.eastmoney.com/010731.html
hh,270028,广发制造业精选混合A,2021-06-25,5.89,5.89,0.61,4.88,8.43,23.97,7.44,44.08,180.21,180.08,6.51,489,0.15%,http://fund.eastmoney.com/270028.html
hh,010732,广发创新医疗两年持有混合C,2021-06-25,1.2820,1.2820,3.01,4.88,5.16,28.20,,,,,,28.20,0.00%,http://fund.eastmoney.com/010732.html
hh,470021,汇添富优选回报灵活配置混合A,2021-06-25,2.1120,2.1120,2.82,4.87,1.98,21.38,15.98,45.86,94.48,92.70,13.49,111.20,0.15%,http://fund.eastmoney.com/470021.html
hh,005021,渤海汇金量化汇盈混合,2021-06-25,1.7132,1.7132,2.51,4.87,3.32,16.99,9.70,33.06,57.59,,7.06,71.32,0.15%,http://fund.eastmoney.com/005021.html
hh,610006,信达澳银产业升级混合,2021-06-25,2.61,3.08,1.60,4.86,5.75,27.82,14.93,60.02,142.12,131.18,11.73,273.03,0.15%,http://fund.eastmoney.com/610006.html
hh,006154,华安制造先锋混合,2021-06-25,3.0598,3.0598,0.65,4.86,12.22,38.72,15.51,39.76,139.55,,14.34,205.98,0.15%,http://fund.eastmoney.com/006154.html
hh,008274,大成行业先锋混合A,2021-06-25,1.7281,1.7281,2.21,4.86,4.63,19.61,8.91,46.93,,,6.08,72.81,0.15%,http://fund.eastmoney.com/008274.html
hh,010023,广发制造业精选混合C,2021-06-25,5.8730,5.8730,0.60,4.86,8.40,23.85,7.23,,,,6.30,19.69,0.00%,http://fund.eastmoney.com/010023.html
hh,519171,浦银安盛医疗健康混合,2021-06-25,1.9660,2.2160,1.97,4.85,3.97,29.51,31.15,55.02,186.30,168.89,29.26,129.90,0.15%,http://fund.eastmoney.com/519171.html
hh,160106,南方高增长混合(LOF),2021-06-25,1.5564,4.4824,0.75,4.85,5.20,11.15,4.03,16.40,110.57,87.91,3.82,967.38,0.15%,http://fund.eastmoney.com/160106.html
hh,001120,东方睿鑫热点挖掘混合A,2021-06-25,1.2252,1.2252,2.18,4.85,4.11,15.80,23.97,67.42,108.15,98.70,22.12,22.52,0.12%,http://fund.eastmoney.com/001120.html
hh,008275,大成行业先锋混合C,2021-06-25,1.7193,1.7193,2.21,4.85,4.59,19.49,8.69,46.34,,,5.87,71.93,0.00%,http://fund.eastmoney.com/008275.html
hh,050010,博时特许价值混合A,2021-06-25,3.6530,4.0930,1.70,4.85,9.93,27.02,7.25,39,130.91,156.89,2.32,411.03,0.15%,http://fund.eastmoney.com/050010.html
hh,001468,广发改革混合,2021-06-25,1.3860,1.3860,1.54,4.84,8.11,12.59,13.24,28.57,127.96,118.96,10.17,38.60,0.15%,http://fund.eastmoney.com/001468.html
hh,001121,东方睿鑫热点挖掘混合C,2021-06-25,1.1413,1.1413,2.18,4.84,4.05,15.57,23.48,66.08,101.96,91.20,21.65,14.13,0.00%,http://fund.eastmoney.com/001121.html
hh,002418,汇添富优选回报灵活配置混合C,2021-06-25,2.10,2.10,2.79,4.84,1.94,21.25,15.77,45.33,92.84,90.39,13.27,110,0.00%,http://fund.eastmoney.com/002418.html
hh,008169,汇添富核心优势三个月混合(FOF),2021-06-23,1.5066,1.5066,0.47,4.83,5,13.45,10.67,34.75,,,6.62,50.66,0.10%,http://fund.eastmoney.com/008169.html
hh,233006,大摩领先优势混合,2021-06-25,3.6330,3.6330,1.39,4.82,7.67,20.84,17.03,45.42,97.49,77.31,13.69,263.30,0.15%,http://fund.eastmoney.com/233006.html
hh,008180,同泰慧利混合A,2021-06-25,1.3270,1.3270,1.84,4.82,3.56,11.63,13.48,,,,11,32.70,0.15%,http://fund.eastmoney.com/008180.html
hh,010654,天弘医药创新A,2021-06-25,1.3471,1.3471,1.26,4.82,7.22,38.12,32,,,,30.94,34.71,0.12%,http://fund.eastmoney.com/010654.html
hh,000452,南方医药保健灵活配置混合,2021-06-25,4.8810,5.0960,2.91,4.81,5.67,38.51,37.34,49.54,206.98,196.54,37.34,481.72,0.15%,http://fund.eastmoney.com/000452.html
hh,008277,财通资管行业精选混合,2021-06-25,1.4692,1.4692,2.14,4.81,7.03,28.54,12.22,32.32,,,11.69,46.92,0.15%,http://fund.eastmoney.com/008277.html
hh,010655,天弘医药创新C,2021-06-25,1.3443,1.3443,1.26,4.81,7.18,38.02,31.76,,,,30.72,34.43,0.00%,http://fund.eastmoney.com/010655.html
hh,001417,汇添富医疗服务混合,2021-06-25,2.5110,2.5110,2.24,4.80,3.12,24.99,20.72,37.21,147.15,117.59,20.26,151.10,0.15%,http://fund.eastmoney.com/001417.html
hh,008181,同泰慧利混合C,2021-06-25,1.3218,1.3218,1.84,4.80,3.52,11.53,13.26,,,,10.79,32.18,0.00%,http://fund.eastmoney.com/008181.html
hh,002683,民生加银前沿科技灵活配置混合,2021-06-25,2.1020,2.1020,1.64,4.79,4.68,18.89,7.08,62.07,110.62,116.03,4.94,110.20,0.15%,http://fund.eastmoney.com/002683.html
hh,005957,华夏聚丰稳健混合发起式(FOF)A,2021-06-23,1.4912,1.4912,0.82,4.79,5.99,11.73,11.58,39.74,47.06,,7.75,49.12,0.08%,http://fund.eastmoney.com/005957.html
hh,005958,华夏聚丰稳健混合发起式(FOF)C,2021-06-23,1.4879,1.4879,0.82,4.78,5.98,11.71,11.55,39.67,46.94,,7.72,48.79,0.00%,http://fund.eastmoney.com/005958.html
hh,009800,长盛制造精选混合A,2021-06-25,1.2657,1.2657,1.92,4.78,6.08,22.46,11.35,,,,9.12,26.57,0.15%,http://fund.eastmoney.com/009800.html
hh,582003,东吴配置优化混合A,2021-06-25,1.8792,2.1032,2.28,4.78,5.75,15.61,14.38,36.10,79.88,75.84,11.92,124.15,0.15%,http://fund.eastmoney.com/582003.html
hh,009801,长盛制造精选混合C,2021-06-25,1.2594,1.2594,1.92,4.77,6.02,22.27,11.01,,,,8.80,25.94,0.00%,http://fund.eastmoney.com/009801.html
hh,011707,东吴配置优化混合C,2021-06-25,1.8749,1.8749,2.27,4.77,5.72,15.50,,,,,,6.04,0.00%,http://fund.eastmoney.com/011707.html
hh,001662,创金合信沪港深精选混合,2021-06-25,1.9360,1.9360,1.57,4.76,9.38,23,11.33,39.58,87.96,109.98,7.14,93.60,0.15%,http://fund.eastmoney.com/001662.html
hh,005904,华泰保兴成长优选A,2021-06-25,2.6078,2.6078,2.11,4.76,6.18,11.02,9.50,43.64,132.44,163.31,7.02,160.75,0.15%,http://fund.eastmoney.com/005904.html
hh,002983,长信国防军工量化混合A,2021-06-25,1.4881,1.4881,0.40,4.76,6.40,15.51,0.53,54.13,103.68,121.44,-3.23,48.81,0.15%,http://fund.eastmoney.com/002983.html
hh,001387,中融新经济混合A,2021-06-25,3.9670,4.5450,1.17,4.75,9.31,15.42,10.62,36.09,151.55,133.63,8.03,420.11,0.15%,http://fund.eastmoney.com/001387.html
hh,005043,国寿安保健康科学混合A,2021-06-25,2.0670,2.0670,2.51,4.75,4.73,29.31,17.26,38.05,117.30,104.31,17.16,106.70,0.15%,http://fund.eastmoney.com/005043.html
hh,005905,华泰保兴成长优选C,2021-06-25,2.5740,2.5740,2.11,4.75,6.13,10.85,9.18,42.78,131.16,159.95,6.72,157.37,0.00%,http://fund.eastmoney.com/005905.html
hh,008960,长信国防军工量化混合C,2021-06-25,1.4807,1.4807,0.40,4.75,6.37,15.39,0.33,53.55,,,-3.41,55.06,0.00%,http://fund.eastmoney.com/008960.html
hh,010149,浙商智选经济动能混合C,2021-06-25,1.1054,1.1054,0.55,4.75,8.90,18.89,,,,,,10.54,0.00%,http://fund.eastmoney.com/010149.html
hh,010148,浙商智选经济动能混合A,2021-06-25,1.1071,1.1071,0.54,4.75,8.92,19.02,,,,,,10.71,0.12%,http://fund.eastmoney.com/010148.html
hh,001695,泓德泓业混合,2021-06-25,2.5518,2.6618,1.94,4.74,5.70,18.85,11.80,55.22,117.54,139.61,9.72,181.59,0.15%,http://fund.eastmoney.com/001695.html
hh,001294,新华战略新兴产业灵活配置混合,2021-06-25,1.4528,1.4528,1.23,4.74,9.02,26.64,15.21,72.75,164.63,140.53,12.71,45.28,0.15%,http://fund.eastmoney.com/001294.html
hh,001824,博时沪港深成长企业,2021-06-25,1.8330,1.8330,1.66,4.74,4.56,10.49,5.65,24.61,59.67,67.24,1.89,83.30,0.15%,http://fund.eastmoney.com/001824.html
hh,005044,国寿安保健康科学混合C,2021-06-25,2.0404,2.0404,2.51,4.74,4.70,29.21,17.09,37.63,116.01,102.38,17,104.04,0.00%,http://fund.eastmoney.com/005044.html
hh,009990,华泰柏瑞品质优选A,2021-06-25,1.2909,1.2909,3.45,4.74,2.83,24.58,19.63,,,,15.40,29.09,0.15%,http://fund.eastmoney.com/009990.html
hh,400015,东方新能源汽车混合,2021-06-25,3.5055,3.9655,1.72,4.73,17.24,50.01,26.21,118.97,232.12,166.19,24.87,367.41,0.15%,http://fund.eastmoney.com/400015.html
hh,001300,大成睿景灵活配置混合A,2021-06-25,1.8810,1.8810,1.18,4.73,5.56,15.33,32.28,93.12,182.43,171.04,30.44,88.10,0.15%,http://fund.eastmoney.com/001300.html
hh,004573,新华鑫泰灵活配置混合,2021-06-25,1.7656,1.7656,1.34,4.73,7.10,26.28,4.09,48.51,99.59,95.66,1.58,76.56,0.15%,http://fund.eastmoney.com/004573.html
hh,007718,中银创新医疗混合A,2021-06-25,2.2253,2.2253,1.53,4.73,2.30,21.88,19.19,48.08,,,18.08,122.53,0.15%,http://fund.eastmoney.com/007718.html
hh,001388,中融新经济混合C,2021-06-25,2.3980,2.5440,1.18,4.72,9.30,15.34,10.46,35.71,150.35,132.21,7.87,159.61,0.00%,http://fund.eastmoney.com/001388.html
hh,004332,恒生沪港深新兴产业精选混合,2021-06-25,1.8965,1.8965,1.25,4.72,11.43,29.02,13.34,49.37,100.82,84.13,11.85,89.65,0.15%,http://fund.eastmoney.com/004332.html
hh,009991,华泰柏瑞品质优选C,2021-06-25,1.2856,1.2856,3.45,4.72,2.79,24.42,19.32,,,,15.12,28.56,0.00%,http://fund.eastmoney.com/009991.html
hh,010500,中银创新医疗混合C,2021-06-25,2.22,2.22,1.53,4.72,2.26,21.76,18.95,,,,17.85,24.13,0.00%,http://fund.eastmoney.com/010500.html
hh,470098,汇添富逆向投资混合,2021-06-25,4.1650,4.7340,0.97,4.70,8.07,18.12,19.51,71.97,128.97,120.25,17.26,483.44,0.15%,http://fund.eastmoney.com/470098.html
hh,001301,大成睿景灵活配置混合C,2021-06-25,1.79,1.79,1.19,4.68,5.48,15.04,31.71,91.65,177.95,164.79,29.99,79,0.00%,http://fund.eastmoney.com/001301.html
hh,003581,前海联合国民健康混合A,2021-06-25,2.4620,2.4620,3.23,4.68,1.15,25.61,15.48,42.48,162.75,122.20,14.41,146.20,0.15%,http://fund.eastmoney.com/003581.html
hh,010114,华宝新兴成长混合,2021-06-25,1.1982,1.1982,1.64,4.68,8.78,25.62,11.41,,,,8.81,19.82,0.15%,http://fund.eastmoney.com/010114.html
hh,002259,鹏华健康环保混合,2021-06-25,2.8020,2.8020,1.93,4.67,2.67,18.13,5.34,36.02,133.89,121.15,3.17,180.20,0.15%,http://fund.eastmoney.com/002259.html
hh,070021,嘉实主题新动力混合,2021-06-25,3.6950,3.6950,1.01,4.67,9.48,20.99,13.59,55.45,116.97,179.29,14.47,269.50,0.15%,http://fund.eastmoney.com/070021.html
hh,000066,诺安鸿鑫混合,2021-06-25,1.9934,2.8134,1.29,4.66,8.27,18.08,25.36,55.41,81.07,90.39,22.09,181.34,0.15%,http://fund.eastmoney.com/000066.html
hh,001865,前海开源事件驱动混合C,2021-06-25,1.9580,1.9580,2.03,4.65,0.05,19.17,8.36,13.24,37.98,63.44,3.82,95.80,0.15%,http://fund.eastmoney.com/001865.html
hh,003032,平安医疗健康混合,2021-06-25,2.5981,2.5981,3.05,4.65,6.59,31.84,21.47,42.70,163.07,147.32,19.86,159.78,0.15%,http://fund.eastmoney.com/003032.html
hh,007111,前海联合国民健康混合C,2021-06-25,2.4310,2.4310,3.18,4.65,1.08,25.50,15.27,41.83,158.89,,14.19,148.06,0.00%,http://fund.eastmoney.com/007111.html
hh,008811,鹏华科技创新混合,2021-06-25,1.5835,1.5835,1.29,4.65,4.51,14.63,8.90,46.72,,,3.82,58.35,0.15%,http://fund.eastmoney.com/008811.html
hh,202005,南方成份精选混合A,2021-06-25,1.0529,2.4231,1.18,4.64,1.86,7.11,4.32,29.59,79.57,78.57,2.06,238.60,0.15%,http://fund.eastmoney.com/202005.html
hh,000788,前海开源中国成长混合,2021-06-25,2.3890,2.4690,0.97,4.64,12.80,28.93,20.72,51.20,120.59,147.82,17.68,157.44,0.15%,http://fund.eastmoney.com/000788.html
hh,002137,诺安利鑫灵活配置混合,2021-06-25,1.6486,1.6486,0.02,4.64,12.24,18.78,10.16,13.79,43.73,38.71,8.09,64.86,0.15%,http://fund.eastmoney.com/002137.html
hh,320012,诺安主题精选混合,2021-06-25,4.1790,4.2790,1.90,4.63,0.02,14.34,11.92,28.07,118.11,130.25,9.51,358.43,0.15%,http://fund.eastmoney.com/320012.html
hh,000423,前海开源事件驱动混合A,2021-06-25,2.15,2.15,2.04,4.62,0.05,19.25,8.42,13.34,38.26,63.87,3.86,115,0.15%,http://fund.eastmoney.com/000423.html
hh,002801,泓德泓信混合,2021-06-25,2.3739,2.3739,1.65,4.62,3.46,14.01,13.79,56.18,130.48,139.06,11.44,137.39,0.15%,http://fund.eastmoney.com/002801.html
hh,006541,南方成份精选混合C,2021-06-25,1.0479,2.3971,1.18,4.62,1.79,6.90,3.90,28.55,76.71,,1.66,98.42,0.00%,http://fund.eastmoney.com/006541.html
hh,001614,东方区域发展混合,2021-06-25,1.2027,1.2027,1,4.61,10.24,16.59,13.68,24.84,43.42,63.45,12.39,20.27,0.15%,http://fund.eastmoney.com/001614.html
hh,006123,中融高股息混合A,2021-06-25,1.6311,1.6931,1.10,4.61,6.51,14.87,17.51,33.82,,,14.56,71.34,0.15%,http://fund.eastmoney.com/006123.html
hh,002708,大摩健康产业混合,2021-06-25,3.8170,3.8170,2.47,4.60,4.29,30.10,33.84,57.08,202.94,198.90,31.85,281.70,0.15%,http://fund.eastmoney.com/002708.html
hh,005197,工银沪港深精选混合A,2021-06-25,1.3120,1.3120,1.25,4.60,7.31,12.69,13.89,26.97,42.48,37.27,9.01,31.20,0.15%,http://fund.eastmoney.com/005197.html
hh,005198,工银沪港深精选混合C,2021-06-25,1.2985,1.2985,1.26,4.60,7.30,12.62,13.77,26.72,41.90,36.37,8.91,29.85,0.00%,http://fund.eastmoney.com/005198.html
hh,150103,银河银泰混合,2021-06-25,1.1017,5.0527,1.48,4.60,4.55,16.61,2.41,31.69,101.51,93.79,1.80,1128.88,1.00%,http://fund.eastmoney.com/150103.html
hh,006124,中融高股息混合C,2021-06-25,1.5941,1.6561,1.10,4.60,6.44,14.63,17,32.46,,,14.08,67.56,0.00%,http://fund.eastmoney.com/006124.html
hh,860052,光大阳光启明星创新驱动主题混合B,2021-06-25,1.0673,1.1939,1.74,4.60,9.24,15.32,17.19,,,,13.33,20.24,0.12%,http://fund.eastmoney.com/860052.html
hh,090018,大成新锐产业混合,2021-06-25,4.80,5.30,0.97,4.58,5.49,14.94,35.10,97.69,194.84,190.21,33.04,561.46,0.15%,http://fund.eastmoney.com/090018.html
hh,860053,光大阳光启明星创新驱动主题混合C,2021-06-25,1.0641,1.1946,1.74,4.58,9.17,15.08,16.76,,,,12.92,20.30,0.00%,http://fund.eastmoney.com/860053.html
hh,010110,广发医药健康混合A,2021-06-25,1.2158,1.2158,3.03,4.58,5.77,35,21.19,,,,20.70,21.58,0.15%,http://fund.eastmoney.com/010110.html
hh,610004,信达澳银中小盘混合,2021-06-25,3.0590,3.0590,1.02,4.58,8.28,28.69,12.55,51.14,127.43,159.68,8.94,205.90,0.15%,http://fund.eastmoney.com/610004.html
hh,001261,中融新机遇混合,2021-06-25,1.3490,1.3490,1.20,4.57,5.14,27.26,8.01,24.45,49.72,36.40,3.13,34.90,0.15%,http://fund.eastmoney.com/001261.html
hh,010111,广发医药健康混合C,2021-06-25,1.2125,1.2125,3.02,4.57,5.73,34.87,20.95,,,,20.45,21.25,0.00%,http://fund.eastmoney.com/010111.html
hh,001037,国投瑞银锐意改革混合,2021-06-25,1.5130,1.7330,1.48,4.56,6.40,20.08,15.85,53.13,159.53,146.23,13.25,77.78,0.15%,http://fund.eastmoney.com/001037.html
hh,011121,广发兴诚混合A,2021-06-25,0.9529,0.9529,2.42,4.56,0.87,2.14,,,,,,-4.71,0.15%,http://fund.eastmoney.com/011121.html
hh,630015,华商大盘量化精选混合,2021-06-25,2.5030,3.1830,1.71,4.55,6.01,26.35,13.88,41.97,116.34,91.65,10.22,267.43,0.15%,http://fund.eastmoney.com/630015.html
hh,519767,交银科技创新灵活配置混合,2021-06-25,2.16,2.17,1.55,4.55,3.45,14.16,4.10,31.87,89.14,135.81,-0.14,118.14,0.15%,http://fund.eastmoney.com/519767.html
hh,570008,诺德周期策略混合,2021-06-25,4.3630,5.2580,1.16,4.55,1.16,20.96,13.03,81.64,178.08,186.17,10.85,644.83,0.15%,http://fund.eastmoney.com/570008.html
hh,002945,大成盛世精选灵活配置混合,2021-06-25,2.1820,2.1820,2.15,4.55,4.20,20.35,16.25,53.45,148.80,140.84,12.65,118.20,0.15%,http://fund.eastmoney.com/002945.html
hh,005833,工银红利优享混合A,2021-06-25,1.4209,1.5225,1.38,4.55,5.24,20.35,19.23,48.87,46.14,,14.87,53.17,0.15%,http://fund.eastmoney.com/005833.html
hh,009968,金鹰内需成长混合A,2021-06-25,1.2788,1.3411,1.69,4.55,5.35,26.40,20.01,,,,19.51,34.48,0.15%,http://fund.eastmoney.com/009968.html
hh,011130,广发兴诚混合C,2021-06-25,0.9511,0.9511,2.41,4.55,0.83,2.04,,,,,,-4.89,0.00%,http://fund.eastmoney.com/011130.html
hh,006323,合煦智远嘉选混合A,2021-06-25,1.8994,2.0094,0.67,4.54,7.57,16.14,9.44,60.06,105.91,,6.54,106.13,0.15%,http://fund.eastmoney.com/006323.html
hh,005834,工银红利优享混合C,2021-06-25,1.4084,1.5034,1.38,4.54,5.21,20.23,18.99,48.29,44.91,,14.65,51.19,0.00%,http://fund.eastmoney.com/005834.html
hh,009969,金鹰内需成长混合C,2021-06-25,1.2720,1.3323,1.69,4.54,5.26,26.14,19.52,,,,19.04,33.57,0.00%,http://fund.eastmoney.com/009969.html
hh,001373,易方达新丝路灵活配置混合,2021-06-25,1.8470,1.8470,1.15,4.53,4.76,16.60,8.65,56.79,108,116.78,3.94,84.70,0.15%,http://fund.eastmoney.com/001373.html
hh,005493,鑫元价值精选混合A,2021-06-25,1.2824,1.2824,0.90,4.53,7.95,14.43,9.55,15.58,51.46,37.01,6.26,28.24,0.12%,http://fund.eastmoney.com/005493.html
hh,005494,鑫元价值精选混合C,2021-06-25,1.2612,1.2612,0.90,4.53,7.91,14.30,9.30,15.02,50,35.05,6.02,26.12,0.00%,http://fund.eastmoney.com/005494.html
hh,006324,合煦智远嘉选混合C,2021-06-25,1.8661,1.9761,0.67,4.53,7.53,15.99,9.17,59.26,103.78,,6.28,102.72,0.00%,http://fund.eastmoney.com/006324.html
hh,009591,博时研究精选持有期混合A,2021-06-25,1.1169,1.1169,2.22,4.53,4.93,8.23,5.02,11.69,,,3.90,11.69,0.15%,http://fund.eastmoney.com/009591.html
hh,519033,海富通国策导向混合,2021-06-25,2.6190,3.1860,1.24,4.51,4.18,19.15,23.02,39.46,143.63,137.23,20.47,282.24,0.15%,http://fund.eastmoney.com/519033.html
hh,008985,东方红启东三年持有混合,2021-06-25,2.0689,2.0689,1.47,4.51,4.36,15.17,18.60,72.25,,,14.05,106.89,1.50%,http://fund.eastmoney.com/008985.html
hh,009592,博时研究精选持有期混合C,2021-06-25,1.1080,1.1080,2.22,4.51,4.86,8.01,4.61,10.80,,,3.49,10.80,0.00%,http://fund.eastmoney.com/009592.html
hh,008185,诺安研究优选混合,2021-06-25,1.4237,1.4237,0.44,4.51,5.87,14.60,17.71,39.14,,,14.53,42.37,0.15%,http://fund.eastmoney.com/008185.html
hh,011136,广发盛兴混合A,2021-06-25,1.1129,1.1129,1.26,4.51,10.16,17.10,,,,,,11.29,0.15%,http://fund.eastmoney.com/011136.html
hh,002692,富国创新科技混合A,2021-06-25,2.5560,2.5560,1.27,4.50,7.98,9.04,2.24,16.18,131.73,176.03,-2.70,155.60,0.15%,http://fund.eastmoney.com/002692.html
hh,000993,华宝稳健回报混合,2021-06-25,1.8360,1.8360,1.83,4.50,1.27,21.27,13.12,71.43,156.78,108.40,8.32,83.60,0.15%,http://fund.eastmoney.com/000993.html
hh,006533,易方达科融混合,2021-06-25,2.3982,2.3982,1.22,4.50,6.68,23.31,18.55,40.20,141.83,,14.85,139.82,0.15%,http://fund.eastmoney.com/006533.html
hh,011137,广发盛兴混合C,2021-06-25,1.1111,1.1111,1.25,4.50,10.11,16.97,,,,,,11.11,0.00%,http://fund.eastmoney.com/011137.html
hh,001475,易方达国防军工混合,2021-06-25,1.5810,1.5810,0.44,4.49,8.88,24.10,3.81,69.45,120.19,115.98,0,58.10,0.15%,http://fund.eastmoney.com/001475.html
hh,690004,民生加银稳健成长混合,2021-06-25,3.7350,3.7350,1.66,4.48,4.53,19.67,8.14,66.15,135.80,108.66,5.99,273.50,0.15%,http://fund.eastmoney.com/690004.html
hh,000965,汇丰晋信新动力混合,2021-06-25,1.6881,1.6881,2.41,4.48,4.24,29,8.17,20.34,120.87,125.32,4.35,68.81,0.15%,http://fund.eastmoney.com/000965.html
hh,002770,安信新回报混合A,2021-06-25,3.0067,3.0567,1.49,4.47,2.65,13.89,8.78,21.37,110.46,177.63,5.64,214.54,0.08%,http://fund.eastmoney.com/002770.html
hh,168104,九泰锐丰灵活配置混合(LOF)A,2021-06-25,2.2450,2.2727,1.24,4.47,-0.05,16.13,5.55,50.29,98.83,131.49,3.62,130.65,0.15%,http://fund.eastmoney.com/168104.html
hh,002620,中邮未来新蓝筹混合,2021-06-25,2.9890,2.9890,0.67,4.47,6.64,15.23,6.03,39.67,127.65,172.72,0.91,198.90,0.15%,http://fund.eastmoney.com/002620.html
hh,005728,华宝绿色主题混合A,2021-06-25,1.8770,1.8770,0.82,4.47,8.26,13.55,12.27,44.64,71.74,,9.13,87.70,0.15%,http://fund.eastmoney.com/005728.html
hh,168111,九泰锐丰灵活配置混合(LOF)C,2021-06-25,2.2450,2.2450,1.24,4.47,-0.05,16.13,5.55,50.29,98.83,,3.62,97.26,0.00%,http://fund.eastmoney.com/168111.html
hh,009774,财通资管优选回报一年持有期混合,2021-06-25,1.0937,1.0937,2.11,4.47,6.24,22.82,9.10,,,,9.41,9.37,0.15%,http://fund.eastmoney.com/009774.html
hh,011120,富国创新科技混合C,2021-06-25,2.5480,2.5480,1.27,4.47,7.92,8.89,,,,,-2.97,1.84,0.00%,http://fund.eastmoney.com/011120.html
hh,011383,富安达医药创新混合,2021-06-25,1.1226,1.1226,2.57,4.47,4.94,12.35,,,,,,12.26,0.15%,http://fund.eastmoney.com/011383.html
hh,002771,安信新回报混合C,2021-06-25,2.9730,3.0230,1.48,4.46,2.63,13.83,8.67,21.12,109.62,175.99,5.53,211.04,0.00%,http://fund.eastmoney.com/002771.html
hh,001907,国投瑞银境煊灵活配置混合A,2021-06-25,2.6704,2.6704,0.53,4.46,7.62,9.99,6.82,31.20,113.65,144.45,5.38,167.04,0.15%,http://fund.eastmoney.com/001907.html
hh,006233,万家汽车新趋势混合A,2021-06-25,2.4639,2.4639,1.26,4.46,14.46,39.66,24.79,71.20,,,23.63,146.39,0.15%,http://fund.eastmoney.com/006233.html
hh,860056,光大阳光优选一年持有混合C,2021-06-25,0.9830,0.9830,1.65,4.46,5.71,12.28,-1.70,,,,-1.70,-1.70,0.00%,http://fund.eastmoney.com/860056.html
hh,860055,光大阳光优选一年持有混合B,2021-06-25,0.9851,0.9851,1.65,4.46,5.77,12.49,-1.49,,,,-1.49,-1.49,0.15%,http://fund.eastmoney.com/860055.html
