fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
gp,010161,广发瑞安精选股票A,2021-06-25,1.1741,1.1741,1.06,5.84,11.84,31.17,17,,,,15.89,17.41,0.15%,http://fund.eastmoney.com/010161.html
gp,010162,广发瑞安精选股票C,2021-06-25,1.1716,1.1716,1.05,5.83,11.80,31.04,16.76,,,,15.67,17.16,0.00%,http://fund.eastmoney.com/010162.html
gp,164304,新华中证环保产业指数,2021-06-25,1.3439,1.3439,0.92,5.70,12.77,29.02,19.14,69.81,89.13,71.35,18.51,54.26,0.10%,http://fund.eastmoney.com/164304.html
gp,160919,大成产业升级股票(LOF),2021-06-25,2.6010,4.5870,1.01,5.69,6.21,12.26,10.82,47.28,115.14,128.36,9.33,145.58,0.15%,http://fund.eastmoney.com/160919.html
gp,001064,广发中证环保ETF联接A,2021-06-25,1.0575,1.0575,0.91,5.68,12.61,28.65,17.30,67.78,89.96,77.02,16.54,5.75,0.12%,http://fund.eastmoney.com/001064.html
gp,002984,广发中证环保ETF联接C,2021-06-25,1.0452,1.0452,0.91,5.68,12.59,28.59,17.19,67.45,89.21,75.99,16.43,39.10,0.00%,http://fund.eastmoney.com/002984.html
gp,011149,创金合信ESG责任投资股票A,2021-06-25,1.0932,1.0932,1.02,5.59,13.05,18.66,,,,,8.86,9.32,0.15%,http://fund.eastmoney.com/011149.html
gp,011150,创金合信ESG责任投资股票C,2021-06-25,1.0905,1.0905,1.01,5.59,13.01,18.51,,,,,8.60,9.05,0.00%,http://fund.eastmoney.com/011150.html
gp,005570,中融智选红利股票C,2021-06-25,1.6866,1.6866,1.41,5.52,9.66,24.12,22.38,43.98,73.64,79.54,19.74,68.66,0.00%,http://fund.eastmoney.com/005570.html
gp,005569,中融智选红利股票A,2021-06-25,1.7115,1.7115,1.41,5.52,9.69,24.24,22.65,44.63,74.96,81.94,19.99,71.15,0.15%,http://fund.eastmoney.com/005569.html
gp,010387,易方达医药生物股票A,2021-06-25,1.2015,1.2015,2,5.49,6.37,27.10,17.33,,,,16.58,20.15,0.15%,http://fund.eastmoney.com/010387.html
gp,004997,广发高端制造股票A,2021-06-25,2.8499,2.8499,2.73,5.47,1.93,3.47,9.14,72.92,240.45,233.28,7.79,184.96,0.15%,http://fund.eastmoney.com/004997.html
gp,010388,易方达医药生物股票C,2021-06-25,1.1984,1.1984,2,5.47,6.34,26.98,17.10,,,,16.35,19.84,0.00%,http://fund.eastmoney.com/010388.html
gp,010160,广发高端制造股票C,2021-06-25,2.8422,2.8422,2.73,5.47,1.90,3.36,8.93,,,,7.59,29.83,0.00%,http://fund.eastmoney.com/010160.html
gp,580008,东吴新产业精选股票A,2021-06-25,3.6981,3.6981,0.93,5.43,7.20,24.18,8.48,53.68,98.50,131.86,7.26,269.81,0.15%,http://fund.eastmoney.com/580008.html
gp,011470,东吴新产业精选股票C,2021-06-25,3.6958,3.6958,0.93,5.43,7.16,24.07,,,,,,3.91,0.00%,http://fund.eastmoney.com/011470.html
gp,004075,交银医药创新股票,2021-06-25,4.2254,4.2254,2.81,5.40,5.18,31.22,24.07,50.56,209.89,229.31,22.21,322.54,0.15%,http://fund.eastmoney.com/004075.html
gp,011229,创金合信数字经济主题股票A,2021-06-25,1.2364,1.2364,-0.47,5.40,14.32,18.41,,,,,,23.64,0.15%,http://fund.eastmoney.com/011229.html
gp,011230,创金合信数字经济主题股票C,2021-06-25,1.2337,1.2337,-0.48,5.39,14.27,18.25,,,,,,23.37,0.00%,http://fund.eastmoney.com/011230.html
gp,163116,申万中证申万电子行业投资指数(LOF)A,2021-06-25,1.0741,1.2524,0.81,5.36,10.85,23.64,13.73,27.15,121.11,105,11.54,25.24,0.12%,http://fund.eastmoney.com/163116.html
gp,519975,长信量化中小盘股票,2021-06-25,1.4350,1.8350,1.70,5.36,8.30,11.15,17.05,29.40,94.71,84.21,14.80,96.99,0.15%,http://fund.eastmoney.com/519975.html
gp,010531,申万中证申万电子行业投资指数(LOF)C,2021-06-25,1.1337,1.1337,0.81,5.35,10.83,23.55,13.57,,,,11.39,13.37,0.00%,http://fund.eastmoney.com/010531.html
gp,011667,东财高端制造增强A,2021-06-25,1.0992,1.0992,1.21,5.30,10.51,,,,,,,9.92,0.15%,http://fund.eastmoney.com/011667.html
gp,007685,华商电子行业量化股票,2021-06-25,1.8306,1.8306,0.88,5.29,12.77,23.13,12.78,27.67,,,10.68,83.06,0.15%,http://fund.eastmoney.com/007685.html
gp,011668,东财高端制造增强C,2021-06-25,1.0984,1.0984,1.20,5.28,10.47,,,,,,,9.84,0.00%,http://fund.eastmoney.com/011668.html
gp,009017,银华港股通精选股票发起式,2021-06-25,1.5977,1.5977,1.02,5.22,5.09,19.46,21.03,31.50,,,15.89,59.77,0.15%,http://fund.eastmoney.com/009017.html
gp,005037,银华新能源新材料A,2021-06-25,1.8934,1.8934,1.71,5.21,14.58,39.86,22.88,96.57,157.01,155.11,21.60,89.32,0.15%,http://fund.eastmoney.com/005037.html
gp,005038,银华新能源新材料C,2021-06-25,1.8625,1.8625,1.71,5.20,14.54,39.71,22.64,95.78,154.93,151.86,21.37,86.23,0.00%,http://fund.eastmoney.com/005038.html
gp,001617,天弘中证电子ETF联接A,2021-06-25,1.6201,1.6201,0.79,5.17,10.17,21.90,11.04,21.44,109.78,97.16,8.53,62.01,0.10%,http://fund.eastmoney.com/001617.html
gp,001618,天弘中证电子ETF联接C,2021-06-25,1.5978,1.5978,0.79,5.16,10.16,21.85,10.93,21.19,108.92,95.98,8.43,59.78,0.00%,http://fund.eastmoney.com/001618.html
gp,009503,国寿安保创新医药股票C,2021-06-25,1.1546,1.1546,2.13,5.15,5.60,29.53,,,,,15.46,15.46,0.00%,http://fund.eastmoney.com/009503.html
gp,009502,国寿安保创新医药股票A,2021-06-25,1.1564,1.1564,2.13,5.15,5.62,29.63,,,,,15.64,15.64,0.15%,http://fund.eastmoney.com/009502.html
gp,001521,国寿安保成长优选股票,2021-06-25,1.9480,2.0180,1.14,5.13,8.16,17.92,16.51,38.55,101.45,86.77,16.51,107.25,0.15%,http://fund.eastmoney.com/001521.html
gp,000913,农银医疗保健股票,2021-06-25,3.4959,3.4959,2.20,5.11,3.66,33.12,28.54,42.89,193.63,187.97,25.20,249.59,0.15%,http://fund.eastmoney.com/000913.html
gp,011328,景顺长城新能源产业股票A,2021-06-25,1.2617,1.2617,0.57,5.07,14.41,30.90,,,,,,26.17,0.15%,http://fund.eastmoney.com/011328.html
gp,011329,景顺长城新能源产业股票C,2021-06-25,1.2613,1.2613,0.57,5.07,14.40,30.87,,,,,,26.13,0.00%,http://fund.eastmoney.com/011329.html
gp,161724,招商中证煤炭等权指数(LOF),2021-06-25,1.3715,0.9948,2.86,5.06,13.95,31.79,25.58,85.13,56.58,56.14,26.10,3.72,0.10%,http://fund.eastmoney.com/161724.html
gp,006981,中金新医药股票A,2021-06-25,2.4085,2.4085,2.96,5.06,4.09,27.71,19.36,27.43,139.48,,17.11,140.85,0.15%,http://fund.eastmoney.com/006981.html
gp,001616,嘉实环保低碳股票,2021-06-25,3.7470,3.7470,0.64,5.05,13.41,27.28,13,76,193.42,224.42,9.95,274.70,0.15%,http://fund.eastmoney.com/001616.html
gp,007005,中金新医药股票C,2021-06-25,2.3796,2.3796,2.96,5.05,4.05,27.58,19.12,26.92,136.78,,16.88,137.96,0.00%,http://fund.eastmoney.com/007005.html
gp,002387,工银沪港深股票A,2021-06-25,1.5543,1.6223,1.67,5.04,7.74,17.06,12.04,28.90,44.13,37.78,8.42,64.92,0.15%,http://fund.eastmoney.com/002387.html
gp,001915,宝盈医疗健康沪港深股票,2021-06-25,2.5450,2.5450,2.58,5.04,5.04,33.39,22.30,28.60,182.15,156.81,21.77,154.50,0.15%,http://fund.eastmoney.com/001915.html
gp,005983,上投摩根核心精选,2021-06-25,2.5894,2.5894,1.16,5.04,10.63,17.08,35.78,68.50,142.39,,31.58,158.94,0.15%,http://fund.eastmoney.com/005983.html
gp,001166,建信环保产业股票,2021-06-25,1.44,1.44,1.05,5.03,8.93,21.31,12.15,74.97,125,122.57,11.20,44,0.15%,http://fund.eastmoney.com/001166.html
gp,005433,申万菱信医药先锋股票,2021-06-25,1.1707,1.1707,3.05,5.02,4.17,27.35,17.20,,,,17.29,17.07,0.15%,http://fund.eastmoney.com/005433.html
gp,004640,华夏节能环保股票,2021-06-25,2.3289,2.3289,1.53,5.01,9.03,27.31,14.36,85.44,219.51,213.78,10.36,132.89,0.15%,http://fund.eastmoney.com/004640.html
gp,502056,广发中证医疗指数(LOF)A,2021-06-25,1.7104,1.7038,2.99,4.98,2.98,26.41,20.73,40.42,151.98,145.33,18.49,82.37,0.05%,http://fund.eastmoney.com/502056.html
gp,009881,广发中证医疗指数(LOF)C,2021-06-25,1.7079,1.7079,2.98,4.98,2.97,26.34,20.61,,,,18.38,28.90,0.00%,http://fund.eastmoney.com/009881.html
gp,161123,易方达中证万得并购重组(LOF),2021-06-25,1.2201,0.4952,0.98,4.95,1.90,8.32,3.04,11.09,39.52,25.59,1.85,-49.88,0.10%,http://fund.eastmoney.com/161123.html
gp,206012,鹏华价值精选股票,2021-06-25,3.1360,3.1360,1.23,4.95,7.51,21.50,11.92,51.57,148.49,169.65,7.25,213.60,0.15%,http://fund.eastmoney.com/206012.html
gp,162412,华宝医疗ETF联接A,2021-06-25,1.5167,0.8539,2.89,4.93,3.11,24.66,17.63,39.18,157.50,146.34,15.29,-3.44,0.12%,http://fund.eastmoney.com/162412.html
gp,012323,华宝医疗ETF联接C,2021-06-25,1.5165,1.5165,2.88,4.93,3.09,,,,,,,8.42,0.00%,http://fund.eastmoney.com/012323.html
gp,012517,国泰中证细分机械设备产业主题ETF联接C,2021-06-25,1.0532,1.0532,1.29,4.93,,,,,,,,5.32,0.00%,http://fund.eastmoney.com/012517.html
gp,012516,国泰中证细分机械设备产业主题ETF联接A,2021-06-25,1.0533,1.0533,1.29,4.93,,,,,,,,5.33,0.10%,http://fund.eastmoney.com/012516.html
gp,001719,工银国家战略股票,2021-06-25,1.9710,1.9710,2.55,4.90,0.82,14.86,7.65,31.58,91.55,115.88,4.84,97.10,0.15%,http://fund.eastmoney.com/001719.html
gp,009538,太平行业优选股票C,2021-06-25,1.2829,1.2829,1.03,4.89,8.44,26.71,15.17,,,,11.53,28.29,0.00%,http://fund.eastmoney.com/009538.html
gp,009537,太平行业优选股票A,2021-06-25,1.2881,1.2881,1.03,4.89,8.49,26.87,15.46,,,,11.79,28.81,0.12%,http://fund.eastmoney.com/009537.html
gp,002300,长盛医疗行业量化配置股票,2021-06-25,3.0290,3.0290,2.92,4.88,3.63,30,23.99,48.48,179.94,157.79,22.24,202.90,0.15%,http://fund.eastmoney.com/002300.html
gp,003984,嘉实新能源新材料股票A,2021-06-25,3.1554,3.1554,0.60,4.85,11.09,26.03,14.41,77.39,206.32,250.02,11.90,215.54,0.15%,http://fund.eastmoney.com/003984.html
gp,008189,国泰中证钢铁ETF联接A,2021-06-25,1.5374,1.5374,2.28,4.85,1.79,14.81,28.23,45.63,,,29.84,53.74,0.10%,http://fund.eastmoney.com/008189.html
gp,003985,嘉实新能源新材料股票C,2021-06-25,3.1089,3.1089,0.60,4.84,11.04,25.88,14.13,76.50,203.25,246.70,11.63,210.89,0.00%,http://fund.eastmoney.com/003985.html
gp,008190,国泰中证钢铁ETF联接C,2021-06-25,1.5310,1.5310,2.27,4.84,1.77,14.72,28.05,45.20,,,29.66,53.10,0.00%,http://fund.eastmoney.com/008190.html
gp,001476,中银智能制造股票A,2021-06-25,1.8650,1.8650,1.14,4.83,10.75,30.06,17.07,91.68,209.29,208.77,15.84,86.50,0.15%,http://fund.eastmoney.com/001476.html
gp,012181,中银智能制造股票C,2021-06-25,1.8660,1.8660,1.14,4.83,10.74,,,,,,,17.28,0.00%,http://fund.eastmoney.com/012181.html
gp,540008,汇丰晋信低碳先锋股票,2021-06-25,3.6446,3.7446,1.34,4.81,8.54,30.66,15.91,97.10,274,195.06,15.70,297.44,0.15%,http://fund.eastmoney.com/540008.html
gp,001188,鹏华改革红利股票,2021-06-25,1.5080,1.5080,1.34,4.79,5.68,24.12,13.55,46.12,70.59,85.49,9.83,50.80,0.15%,http://fund.eastmoney.com/001188.html
gp,000985,嘉实逆向策略股票,2021-06-25,2.4690,2.4690,0.98,4.75,9.68,21.57,15.21,58.98,118.30,162.38,15.97,146.90,0.15%,http://fund.eastmoney.com/000985.html
gp,001705,泓德战略转型股票,2021-06-25,2.2254,2.7254,2.27,4.75,3.55,19.48,11.80,68.89,158.73,169.49,8.87,209.98,0.15%,http://fund.eastmoney.com/001705.html
gp,006081,海富通电子传媒股票A,2021-06-25,2.6606,2.6606,0.88,4.72,16.90,28.30,20.35,31.77,147.94,,17.21,166.06,0.15%,http://fund.eastmoney.com/006081.html
gp,001490,汇添富国企创新股票,2021-06-25,2.3140,2.3140,1.31,4.71,5.37,19.96,12.88,65.52,147.49,139.79,9.98,131.40,0.15%,http://fund.eastmoney.com/001490.html
gp,006080,海富通电子传媒股票C,2021-06-25,2.5844,2.5844,0.88,4.70,16.82,28.04,19.87,30.72,144.67,,16.76,158.44,0.00%,http://fund.eastmoney.com/006080.html
gp,006909,华夏战略新兴成指ETF联接A,2021-06-25,2.3925,2.3925,1.93,4.66,4.86,23.55,14.86,47.53,134.70,,11.77,139.25,0.12%,http://fund.eastmoney.com/006909.html
gp,006910,华夏战略新兴成指ETF联接C,2021-06-25,2.3778,2.3778,1.93,4.65,4.83,23.45,14.69,47.10,133.30,,11.61,137.78,0.00%,http://fund.eastmoney.com/006910.html
gp,010322,大摩新兴产业股票,2021-06-25,1.1206,1.1206,1.18,4.65,7.94,18.85,,,,,,12.06,0.15%,http://fund.eastmoney.com/010322.html
gp,001685,汇添富沪港深新价值股票,2021-06-25,1.8540,1.8540,2.49,4.63,6.37,24.68,23.11,41.63,73.27,48.20,16.68,85.40,0.15%,http://fund.eastmoney.com/001685.html
gp,007590,华宝绿色领先股票,2021-06-25,1.5360,1.5360,0.87,4.61,11.64,21.61,12.19,34.76,,,9.78,53.60,0.15%,http://fund.eastmoney.com/007590.html
gp,000761,国富健康优质生活股票,2021-06-25,2.1781,2.1781,1.92,4.59,3.15,13.30,13.45,50.64,96.58,93.78,9.16,117.81,0.15%,http://fund.eastmoney.com/000761.html
gp,005505,前海开源中药股票A,2021-06-25,1.8440,1.8440,1.24,4.56,2.45,10.39,10.45,12.08,26.47,85.57,9.57,84.40,0.15%,http://fund.eastmoney.com/005505.html
gp,000309,大摩品质生活精选股票,2021-06-25,3.8410,3.8410,1.05,4.55,7.83,21.51,19.84,49.98,122.54,141.42,16.29,284.10,0.15%,http://fund.eastmoney.com/000309.html
gp,005506,前海开源中药股票C,2021-06-25,1.8342,1.8342,1.24,4.55,2.43,10.31,10.31,11.77,25.89,84.64,9.44,83.42,0.00%,http://fund.eastmoney.com/005506.html
gp,920003,中金新锐股票A,2021-06-25,3.6248,4.1048,0.93,4.55,11.48,24.76,23.02,55.82,,,20.57,74.11,1.50%,http://fund.eastmoney.com/920003.html
gp,920923,中金新锐股票C,2021-06-25,3.6033,3.6033,0.93,4.53,11.44,24.60,22.72,55.04,,,20.28,72.28,0.00%,http://fund.eastmoney.com/920923.html
gp,010709,安信医药健康股票A,2021-06-25,1.1810,1.1810,1.71,4.52,2.22,15.95,,,,,,18.10,0.15%,http://fund.eastmoney.com/010709.html
gp,001409,工银互联网加股票,2021-06-25,0.7410,0.7410,1.37,4.51,3.78,21.08,10.93,44.16,136.74,125.91,8.33,-25.90,0.15%,http://fund.eastmoney.com/001409.html
gp,010710,安信医药健康股票C,2021-06-25,1.1784,1.1784,1.71,4.51,2.18,15.80,,,,,,17.84,0.00%,http://fund.eastmoney.com/010710.html
gp,005112,银华中证全指医药卫生,2021-06-25,2.3644,2.3644,2.63,4.50,7.21,33.15,18.81,16.98,115.18,96.82,17.68,136.44,0.12%,http://fund.eastmoney.com/005112.html
gp,399011,中海医疗保健主题股票,2021-06-25,2.56,3.95,2.98,4.50,2.08,24.51,18.79,39.37,120.89,126.53,16.68,488.28,0.15%,http://fund.eastmoney.com/399011.html
gp,002168,嘉实智能汽车股票,2021-06-25,3.9370,3.9370,0.18,4.49,13.20,27.95,11.94,64.45,175.51,215.72,9.45,293.70,0.15%,http://fund.eastmoney.com/002168.html
gp,008887,华夏国证半导体芯片ETF联接A,2021-06-25,1.3376,1.3376,1.21,4.49,19.99,35.49,23.89,25.55,,,21.95,33.76,0.12%,http://fund.eastmoney.com/008887.html
gp,008888,华夏国证半导体芯片ETF联接C,2021-06-25,1.3334,1.3334,1.21,4.49,19.95,35.38,23.70,25.18,,,21.78,33.34,0.00%,http://fund.eastmoney.com/008888.html
gp,004683,建信高端医疗股票,2021-06-25,2.4261,2.4261,2.79,4.48,5.75,27.34,24.23,43.39,155.11,119.97,20.41,142.61,0.15%,http://fund.eastmoney.com/004683.html
gp,001643,汇丰晋信智造先锋股票A,2021-06-25,3.6116,3.6116,0.90,4.48,9.97,29.79,19.21,97.50,295.79,328.22,19.46,261.05,0.15%,http://fund.eastmoney.com/001643.html
gp,009147,建信新能源行业股票,2021-06-25,2.0754,2.0754,1.01,4.48,18.13,38.81,21.70,107.13,,,20.06,107.54,0.15%,http://fund.eastmoney.com/009147.html
gp,001644,汇丰晋信智造先锋股票C,2021-06-25,3.5129,3.5129,0.89,4.47,9.92,29.63,18.91,96.50,292.11,322.22,19.17,251.18,0.00%,http://fund.eastmoney.com/001644.html
gp,003624,创金合信资源股票发起式A,2021-06-25,2.2555,2.2555,2.93,4.46,0.58,14.53,10.81,96.46,142.84,122.79,11.22,125.55,0.15%,http://fund.eastmoney.com/003624.html
gp,009877,中银内核驱动股票A,2021-06-25,1.2856,1.2856,1.64,4.46,1.15,18.38,17.83,,,,11.51,28.56,0.15%,http://fund.eastmoney.com/009877.html
gp,003625,创金合信资源股票发起式C,2021-06-25,2.2018,2.2018,2.93,4.45,0.54,14.39,10.53,95.47,142.44,121.35,10.96,120.18,0.00%,http://fund.eastmoney.com/003625.html
gp,012600,中银内核驱动股票C,2021-06-25,1.2857,1.2857,1.64,4.44,,,,,,,,2.97,0.00%,http://fund.eastmoney.com/012600.html
gp,001626,国泰央企改革股票,2021-06-25,2.4140,2.4140,0.58,4.41,3.47,10.03,5.88,39.06,113.25,107.21,2.68,141.40,0.15%,http://fund.eastmoney.com/001626.html
gp,006228,中欧医疗创新股票A,2021-06-25,3.1109,3.1109,2.42,4.41,5.64,31.91,24.17,48.34,206.43,,22.46,211.09,0.15%,http://fund.eastmoney.com/006228.html
gp,161217,国投瑞银中证资源指数,2021-06-25,1.0680,1.0680,2.69,4.40,2.79,17.23,20.13,68.99,66.61,62.80,20.81,6.80,0.12%,http://fund.eastmoney.com/161217.html
gp,009726,招商中证500等权重指数增强A,2021-06-25,1.1604,1.1604,1.19,4.40,8.05,13.69,16.04,,,,14.26,16.04,0.15%,http://fund.eastmoney.com/009726.html
gp,000974,安信消费医药股票,2021-06-25,2.0470,2.1070,1.24,4.39,-1.21,13.53,7.45,27.46,54.37,42.59,4.71,113.31,0.15%,http://fund.eastmoney.com/000974.html
gp,001113,南方大数据100A,2021-06-25,1.0998,1.0998,2.10,4.39,6.46,20.80,11.14,32.91,73.91,54.47,9.56,9.98,0.12%,http://fund.eastmoney.com/001113.html
gp,006478,长盛多因子策略优选,2021-06-25,1.8980,2.0290,0.97,4.39,3.46,16.63,7.69,54.30,92.81,,3.20,104.55,0.15%,http://fund.eastmoney.com/006478.html
gp,006229,中欧医疗创新股票C,2021-06-25,3.0558,3.0558,2.41,4.39,5.57,31.64,23.68,47.15,201.78,,21.98,205.58,0.00%,http://fund.eastmoney.com/006229.html
gp,008382,融通产业趋势股票,2021-06-25,1.2467,1.3017,2.38,4.39,2.62,6.70,6.06,29.35,,,3.11,30.74,0.15%,http://fund.eastmoney.com/008382.html
gp,004344,南方大数据100C,2021-06-25,1.0820,1.0820,2.09,4.38,6.42,20.68,10.91,32.37,72.54,52.65,9.36,19.39,0.00%,http://fund.eastmoney.com/004344.html
gp,009727,招商中证500等权重指数增强C,2021-06-25,1.1557,1.1557,1.19,4.38,7.99,13.45,15.57,,,,13.82,15.57,0.00%,http://fund.eastmoney.com/009727.html
