,fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
3994,hh,009987,天弘创新领航C,2021-06-25,1.0172,1.0172,1.52,1.9,10.88,26.28,6.39,,,,4.86,1.72,0.00%,http://fund.eastmoney.com/009987.html
56,gp,163116,申万中证申万电子行业投资指数(LOF)A,2021-06-25,1.0741,1.2524,0.81,5.36,10.85,23.64,13.73,27.15,121.11,105.0,11.54,25.24,0.12%,http://fund.eastmoney.com/163116.html
58,gp,010531,申万中证申万电子行业投资指数(LOF)C,2021-06-25,1.1337,1.1337,0.81,5.35,10.83,23.55,13.57,,,,11.39,13.37,0.00%,http://fund.eastmoney.com/010531.html
99,gp,001476,中银智能制造股票A,2021-06-25,1.865,1.865,1.14,4.83,10.75,30.06,17.07,91.68,209.29,208.77,15.84,86.5,0.15%,http://fund.eastmoney.com/001476.html
2946,hh,006122,华安低碳生活混合,2021-06-25,2.5937,2.5937,1.25,2.97,10.74,23.63,14.39,51.22,177.28,,11.85,159.37,0.15%,http://fund.eastmoney.com/006122.html
100,gp,012181,中银智能制造股票C,2021-06-25,1.866,1.866,1.14,4.83,10.74,,,,,,,17.28,0.00%,http://fund.eastmoney.com/012181.html
1582,hh,519198,万家颐和灵活配置混合,2021-06-25,1.2831,1.7831,1.02,6.68,10.72,19.38,13.28,40.04,66.42,77.01,11.85,81.65,0.15%,http://fund.eastmoney.com/519198.html
1585,hh,007770,同泰开泰混合A,2021-06-25,1.6056,1.6056,0.73,6.52,10.69,27.88,21.52,47.02,,,20.4,60.56,0.15%,http://fund.eastmoney.com/007770.html
3996,hh,001210,天弘互联网混合,2021-06-25,1.2107,1.2107,1.44,1.89,10.68,25.79,5.75,4.68,105.69,106.82,3.91,21.07,0.15%,http://fund.eastmoney.com/001210.html
2,gp,005628,汇安趋势动力股票A,2021-06-25,1.4972,1.4972,2.04,7.68,10.67,25.83,10.33,19.37,39.37,50.31,7.79,49.72,0.15%,http://fund.eastmoney.com/005628.html
2194,hh,001487,宝盈优势产业混合,2021-06-25,2.884,3.034,0.45,3.85,10.67,25.12,54.8,72.08,127.62,166.79,48.81,228.64,0.15%,http://fund.eastmoney.com/001487.html
1586,hh,007771,同泰开泰混合C,2021-06-25,1.5928,1.5928,0.73,6.51,10.66,27.75,21.28,46.44,,,20.18,59.28,0.00%,http://fund.eastmoney.com/007771.html
1694,hh,006348,银华盛利混合发起式,2021-06-25,2.9513,2.9513,1.01,5.28,10.64,28.11,22.99,58.26,150.43,,17.95,195.13,0.15%,http://fund.eastmoney.com/006348.html
1649,hh,009025,海富通科技创新混合A,2021-06-25,1.1527,1.1527,1.23,5.67,10.63,17.9,2.65,10.37,,,-3.22,15.27,0.15%,http://fund.eastmoney.com/009025.html
79,gp,005983,上投摩根核心精选,2021-06-25,2.5894,2.5894,1.16,5.04,10.63,17.08,35.78,68.5,142.39,,31.58,158.94,0.15%,http://fund.eastmoney.com/005983.html
3,gp,005629,汇安趋势动力股票C,2021-06-25,1.4695,1.4695,2.04,7.67,10.62,25.66,10.06,18.78,37.94,47.72,7.53,46.95,0.00%,http://fund.eastmoney.com/005629.html
3003,hh,007490,南方信息创新混合A,2021-06-25,2.2911,2.2911,1.07,2.91,10.6,20.36,8.07,12.41,129.11,,4.34,129.11,0.15%,http://fund.eastmoney.com/007490.html
1650,hh,009024,海富通科技创新混合C,2021-06-25,1.1409,1.1409,1.23,5.65,10.56,17.67,2.25,9.49,,,-3.58,14.09,0.00%,http://fund.eastmoney.com/009024.html
4698,hh,210009,金鹰核心资源混合,2021-06-25,1.362,1.462,-0.51,1.11,10.55,17.41,15.91,10.19,63.31,44.74,12.28,49.1,0.15%,http://fund.eastmoney.com/210009.html
3025,hh,007491,南方信息创新混合C,2021-06-25,2.2549,2.2549,1.07,2.89,10.53,20.13,7.64,11.52,125.51,,3.95,125.49,0.00%,http://fund.eastmoney.com/007491.html
2295,hh,010779,西部利得量化优选一年持有A,2021-06-25,1.1349,1.1349,2.16,3.74,10.51,27.02,,,,,,13.49,0.15%,http://fund.eastmoney.com/010779.html
59,gp,011667,东财高端制造增强A,2021-06-25,1.0992,1.0992,1.21,5.3,10.51,,,,,,,9.92,0.15%,http://fund.eastmoney.com/011667.html
1753,hh,003152,华富天鑫灵活配置混合A,2021-06-25,2.0011,2.0011,1.7,4.92,10.48,29.79,24.44,44.47,152.06,129.12,22.48,100.11,0.15%,http://fund.eastmoney.com/003152.html
61,gp,011668,东财高端制造增强C,2021-06-25,1.0984,1.0984,1.2,5.28,10.47,,,,,,,9.84,0.00%,http://fund.eastmoney.com/011668.html
1754,hh,003153,华富天鑫灵活配置混合C,2021-06-25,1.931,1.931,1.7,4.91,10.41,29.53,23.94,43.32,148.3,123.91,22.01,93.1,0.00%,http://fund.eastmoney.com/003153.html
2617,hh,004423,华商研究精选灵活配置,2021-06-25,2.587,2.587,0.7,3.31,10.41,20.21,9.34,45.26,99.92,132.02,5.03,158.7,0.15%,http://fund.eastmoney.com/004423.html
701,gp,011377,创金合信积极成长股票A,2021-06-25,1.0213,1.0213,0.88,2.95,10.4,14.82,,,,,,2.13,0.15%,http://fund.eastmoney.com/011377.html
700,gp,011378,创金合信积极成长股票C,2021-06-25,1.0194,1.0194,0.88,2.95,10.36,14.67,,,,,,1.94,0.00%,http://fund.eastmoney.com/011378.html
2089,hh,006266,永赢智能领先混合A,2021-06-25,2.8181,2.8181,1.93,4.06,10.34,34.95,20.92,104.66,184.37,,16.42,181.81,0.15%,http://fund.eastmoney.com/006266.html
2088,hh,006269,永赢智能领先混合C,2021-06-25,2.8004,2.8004,1.93,4.06,10.32,34.89,20.8,104.26,182.73,,16.31,180.04,0.00%,http://fund.eastmoney.com/006269.html
2183,hh,002251,华夏军工安全混合,2021-06-25,1.639,1.639,0.49,3.87,10.3,21.95,-0.85,63.57,90.14,102.6,-6.4,63.9,0.15%,http://fund.eastmoney.com/002251.html
2380,hh,004250,银河量化优选混合,2021-06-25,2.0339,2.0339,-0.04,3.61,10.3,18.02,26.41,51.03,95.74,114.95,23.9,103.39,0.15%,http://fund.eastmoney.com/004250.html
2849,hh,005815,农银汇理睿选灵活配置混合,2021-06-25,2.497,2.497,1.49,3.08,10.29,20.21,7.36,35.29,131.27,149.72,4.32,149.7,0.15%,http://fund.eastmoney.com/005815.html
3167,hh,000530,招商丰盛稳定增长混合A,2021-06-25,2.233,2.233,2.34,2.76,10.27,25.59,6.33,29.83,95.53,90.53,1.64,123.3,0.15%,http://fund.eastmoney.com/000530.html
3199,hh,002417,招商丰盛稳定增长混合C,2021-06-25,2.223,2.223,2.35,2.73,10.27,25.45,6.11,29.24,93.64,87.75,1.37,86.49,0.15%,http://fund.eastmoney.com/002417.html
754,gp,007431,浙商之江凤凰联接,2021-06-25,1.6438,1.6438,-1.05,2.86,10.25,15.82,20.64,43.0,,,20.48,64.38,0.08%,http://fund.eastmoney.com/007431.html
1835,hh,001614,东方区域发展混合,2021-06-25,1.2027,1.2027,1.0,4.61,10.24,16.59,13.68,24.84,43.42,63.45,12.39,20.27,0.15%,http://fund.eastmoney.com/001614.html
1976,hh,001000,中欧明睿新起点混合,2021-06-25,2.399,2.399,2.52,4.26,10.2,38.03,17.66,58.35,169.85,142.57,15.34,139.9,0.15%,http://fund.eastmoney.com/001000.html
2441,hh,310368,申万菱信竞争优势混合,2021-06-25,2.3775,3.3935,1.59,3.55,10.19,33.63,17.77,67.83,111.35,106.51,17.45,386.79,0.15%,http://fund.eastmoney.com/310368.html
159,gp,002289,华商改革创新股票,2021-06-25,2.0439,2.0439,0.72,4.26,10.18,18.78,9.41,24.52,94.95,117.99,4.66,104.39,0.15%,http://fund.eastmoney.com/002289.html
65,gp,001617,天弘中证电子ETF联接A,2021-06-25,1.6201,1.6201,0.79,5.17,10.17,21.9,11.04,21.44,109.78,97.16,8.53,62.01,0.10%,http://fund.eastmoney.com/001617.html
2338,hh,003378,泰康策略优选混合,2021-06-25,2.5308,2.6801,1.28,3.67,10.17,25.89,28.21,71.93,139.91,147.15,23.14,176.06,0.15%,http://fund.eastmoney.com/003378.html
1595,hh,590003,中邮核心优势灵活配置混合,2021-06-25,2.255,2.435,2.69,6.42,10.16,26.33,17.14,43.81,72.93,63.76,14.35,165.7,0.15%,http://fund.eastmoney.com/590003.html
1870,hh,011136,广发盛兴混合A,2021-06-25,1.1129,1.1129,1.26,4.51,10.16,17.1,,,,,,11.29,0.15%,http://fund.eastmoney.com/011136.html
66,gp,001618,天弘中证电子ETF联接C,2021-06-25,1.5978,1.5978,0.79,5.16,10.16,21.85,10.93,21.19,108.92,95.98,8.43,59.78,0.00%,http://fund.eastmoney.com/001618.html
2228,hh,009353,浙商科创一个月滚动持有混合A,2021-06-25,1.4328,1.4422,-0.15,3.8,10.15,32.97,32.06,,,,28.95,44.51,0.08%,http://fund.eastmoney.com/009353.html
2230,hh,009354,浙商科创一个月滚动持有混合C,2021-06-25,1.4307,1.44,-0.15,3.8,10.14,32.92,31.93,,,,28.85,44.29,0.00%,http://fund.eastmoney.com/009354.html
5965,hh,008633,万家科技创新混合A,2021-06-25,1.3039,1.3039,1.04,-1.08,10.13,21.61,11.82,4.64,,,5.39,30.39,0.15%,http://fund.eastmoney.com/008633.html
1874,hh,011137,广发盛兴混合C,2021-06-25,1.1111,1.1111,1.25,4.5,10.11,16.97,,,,,,11.11,0.00%,http://fund.eastmoney.com/011137.html
1697,hh,005794,银华心怡灵活配置混合,2021-06-25,2.8724,3.0454,1.29,5.26,10.1,27.09,20.38,54.26,138.28,,16.52,214.24,0.15%,http://fund.eastmoney.com/005794.html
5966,hh,008634,万家科技创新混合C,2021-06-25,1.2944,1.2944,1.04,-1.09,10.08,21.46,11.54,4.12,,,5.13,29.44,0.00%,http://fund.eastmoney.com/008634.html
3913,hh,257070,国联安优选行业混合,2021-06-25,3.7977,4.0987,2.06,1.98,10.07,36.73,21.89,25.11,181.0,201.21,15.57,367.93,0.15%,http://fund.eastmoney.com/257070.html
2391,hh,001983,中邮低碳配置混合,2021-06-25,1.468,1.468,1.38,3.6,10.04,24.3,14.96,41.02,129.38,137.16,10.88,46.8,0.15%,http://fund.eastmoney.com/001983.html
1613,hh,006736,国投瑞银先进制造混合,2021-06-25,3.17,3.17,1.69,6.0,10.02,38.43,19.19,71.29,226.33,,14.58,217.0,0.15%,http://fund.eastmoney.com/006736.html
1973,hh,004139,中邮军民融合灵活配置混合,2021-06-25,1.7674,1.7674,0.77,4.27,10.02,22.18,2.36,70.71,106.3,104.54,-2.29,76.74,0.15%,http://fund.eastmoney.com/004139.html
274,gp,008086,华夏中证5G通信主题ETF联接A,2021-06-25,1.1727,1.1727,0.22,3.67,10.02,20.17,1.36,-5.13,,,-0.51,17.27,0.12%,http://fund.eastmoney.com/008086.html
279,gp,008087,华夏中证5G通信主题ETF联接C,2021-06-25,1.1674,1.1674,0.22,3.66,10.0,20.08,1.21,-5.41,,,-0.65,16.74,0.00%,http://fund.eastmoney.com/008087.html
1619,hh,001856,易方达环保主题混合,2021-06-25,3.432,3.432,1.0,5.96,10.0,23.23,11.14,78.66,185.52,247.72,10.07,243.2,0.15%,http://fund.eastmoney.com/001856.html
1620,hh,000739,平安新鑫先锋A,2021-06-25,2.245,2.245,0.99,5.95,10.0,17.6,10.43,43.18,135.82,128.62,10.43,124.5,0.12%,http://fund.eastmoney.com/000739.html
422,gp,008445,融通产业趋势先锋股票,2021-06-25,1.3713,1.3713,1.55,3.37,9.99,30.85,14.22,32.03,,,11.35,37.13,0.15%,http://fund.eastmoney.com/008445.html
469,gp,010495,创金合信创新驱动股票A,2021-06-25,1.0589,1.0589,0.57,3.28,9.99,18.5,,,,,5.92,5.89,0.15%,http://fund.eastmoney.com/010495.html
1624,hh,001515,平安新鑫先锋C,2021-06-25,2.182,2.182,1.02,5.92,9.98,17.56,10.26,42.71,134.12,126.35,10.26,23.07,0.00%,http://fund.eastmoney.com/001515.html
128,gp,001643,汇丰晋信智造先锋股票A,2021-06-25,3.6116,3.6116,0.9,4.48,9.97,29.79,19.21,97.5,295.79,328.22,19.46,261.05,0.15%,http://fund.eastmoney.com/001643.html
2276,hh,010562,永赢成长领航混合A,2021-06-25,1.2466,1.2466,1.93,3.76,9.97,33.55,16.82,,,,13.64,24.66,0.15%,http://fund.eastmoney.com/010562.html
1661,hh,002703,长城久源灵活配置混合,2021-06-25,1.6694,1.6694,-0.31,5.56,9.96,20.8,2.49,37.64,58.04,62.41,-3.25,66.94,0.15%,http://fund.eastmoney.com/002703.html
2433,hh,519158,新华趋势领航混合,2021-06-25,3.8102,4.2766,0.75,3.55,9.96,23.84,9.49,40.44,113.94,120.24,5.93,376.66,0.15%,http://fund.eastmoney.com/519158.html
2277,hh,010563,永赢成长领航混合C,2021-06-25,1.2452,1.2452,1.92,3.76,9.94,33.48,16.7,,,,13.53,24.52,0.00%,http://fund.eastmoney.com/010563.html
1775,hh,050010,博时特许价值混合A,2021-06-25,3.653,4.093,1.7,4.85,9.93,27.02,7.25,39.0,130.91,156.89,2.32,411.03,0.15%,http://fund.eastmoney.com/050010.html
480,gp,010496,创金合信创新驱动股票C,2021-06-25,1.0548,1.0548,0.56,3.26,9.92,18.26,,,,,5.51,5.48,0.00%,http://fund.eastmoney.com/010496.html
130,gp,001644,汇丰晋信智造先锋股票C,2021-06-25,3.5129,3.5129,0.89,4.47,9.92,29.63,18.91,96.5,292.11,322.22,19.17,251.18,0.00%,http://fund.eastmoney.com/001644.html
2845,hh,481010,工银中小盘混合,2021-06-25,3.745,3.745,1.19,3.08,9.86,25.63,3.8,71.0,200.56,215.77,3.2,274.5,0.15%,http://fund.eastmoney.com/481010.html
2867,hh,005482,博时创新驱动混合A,2021-06-25,1.3527,1.3527,-0.12,3.06,9.85,18.7,-7.1,1.61,43.55,38.21,-7.48,35.27,0.15%,http://fund.eastmoney.com/005482.html
1311,gp,001956,国联安科技动力,2021-06-25,2.356,2.356,1.97,1.74,9.82,36.15,21.92,26.81,174.5,164.87,15.65,135.6,0.15%,http://fund.eastmoney.com/001956.html
1756,hh,000124,华宝服务优选混合,2021-06-25,4.043,4.343,1.4,4.9,9.8,29.21,12.9,45.54,148.65,147.13,8.71,341.12,0.15%,http://fund.eastmoney.com/000124.html
2884,hh,005483,博时创新驱动混合C,2021-06-25,1.3162,1.3162,-0.12,3.04,9.78,18.47,-7.47,0.8,41.27,34.94,-7.84,31.62,0.00%,http://fund.eastmoney.com/005483.html
3553,hh,006281,万家人工智能混合,2021-06-25,2.6515,2.6515,0.83,2.39,9.75,24.01,23.75,70.28,169.16,,17.93,165.15,0.15%,http://fund.eastmoney.com/006281.html
2378,hh,001864,中海魅力长三角混合,2021-06-25,2.838,2.838,0.35,3.61,9.74,16.07,9.36,38.44,160.37,167.48,5.82,183.8,0.15%,http://fund.eastmoney.com/001864.html
3958,hh,165528,信诚鼎利,2021-06-25,1.521,1.521,0.46,1.94,9.74,20.05,1.94,44.31,76.25,63.9,-0.39,52.1,0.15%,http://fund.eastmoney.com/165528.html
46,gp,005569,中融智选红利股票A,2021-06-25,1.7115,1.7115,1.41,5.52,9.69,24.24,22.65,44.63,74.96,81.94,19.99,71.15,0.15%,http://fund.eastmoney.com/005569.html
103,gp,000985,嘉实逆向策略股票,2021-06-25,2.469,2.469,0.98,4.75,9.68,21.57,15.21,58.98,118.3,162.38,15.97,146.9,0.15%,http://fund.eastmoney.com/000985.html
286,gp,008889,银华中证5G通信主题ETF联接A,2021-06-25,0.9025,0.9025,0.22,3.64,9.67,19.46,1.35,-11.11,,,-0.62,-9.75,0.12%,http://fund.eastmoney.com/008889.html
45,gp,005570,中融智选红利股票C,2021-06-25,1.6866,1.6866,1.41,5.52,9.66,24.12,22.38,43.98,73.64,79.54,19.74,68.66,0.00%,http://fund.eastmoney.com/005570.html
2146,hh,673060,西部利得景瑞灵活配置混合A,2021-06-25,2.43,2.525,0.45,3.93,9.66,24.55,20.0,68.52,133.17,214.44,18.13,161.62,0.06%,http://fund.eastmoney.com/673060.html
2983,hh,000039,农银高增长混合,2021-06-25,3.3983,3.3983,1.31,2.93,9.65,21.27,6.85,21.61,108.65,92.46,2.23,239.83,0.15%,http://fund.eastmoney.com/000039.html
676,gp,008326,东财中证通信A,2021-06-25,1.049,1.049,0.65,2.97,9.65,12.01,4.7,-1.0,,,2.36,4.9,0.10%,http://fund.eastmoney.com/008326.html
289,gp,010524,银华中证5G通信主题ETF联接C,2021-06-25,0.9015,0.9015,0.23,3.64,9.64,19.37,,,,,,-1.95,0.00%,http://fund.eastmoney.com/010524.html
2172,hh,000612,华宝生态中国混合,2021-06-25,3.698,3.898,1.2,3.88,9.64,20.69,11.62,39.86,106.82,107.05,9.09,297.01,0.15%,http://fund.eastmoney.com/000612.html
1671,hh,002408,中信建投医改混合A,2021-06-25,3.4854,3.4854,3.44,5.48,9.63,50.68,39.23,63.22,242.38,191.67,38.12,248.54,0.12%,http://fund.eastmoney.com/002408.html
677,gp,008327,东财中证通信C,2021-06-25,1.0452,1.0452,0.65,2.97,9.62,11.94,4.57,-1.25,,,2.24,4.52,0.00%,http://fund.eastmoney.com/008327.html
1673,hh,007553,中信建投医改混合C,2021-06-25,2.8966,2.8966,3.44,5.47,9.6,50.53,38.95,62.57,,,37.85,189.66,0.00%,http://fund.eastmoney.com/007553.html
293,gp,000793,工银高端制造股票,2021-06-25,2.092,2.092,1.6,3.62,9.59,25.8,1.9,70.78,176.72,159.88,0.92,109.2,0.15%,http://fund.eastmoney.com/000793.html
1635,hh,007689,国投瑞银新能源混合A,2021-06-25,2.4234,2.4934,1.9,5.85,9.59,37.98,20.94,74.67,,,15.97,158.46,0.15%,http://fund.eastmoney.com/007689.html
1758,hh,000601,华宝创新优选混合,2021-06-25,2.766,3.106,1.43,4.89,9.59,28.06,11.49,48.31,192.7,220.88,7.63,232.85,0.15%,http://fund.eastmoney.com/000601.html
2848,hh,168002,国寿安保策略精选混合(LOF),2021-06-25,2.4329,2.4829,0.53,3.08,9.59,18.0,-2.4,43.58,125.92,163.21,-2.75,155.02,0.15%,http://fund.eastmoney.com/168002.html
3005,hh,010307,东财信息产业精选混合A,2021-06-25,1.0523,1.0523,0.58,2.91,9.58,11.82,9.39,,,,6.72,5.23,0.15%,http://fund.eastmoney.com/010307.html
1955,hh,007141,嘉合稳健增长混合A,2021-06-25,1.5166,1.5166,1.64,4.31,9.58,26.84,22.75,,,,18.6,51.66,0.15%,http://fund.eastmoney.com/007141.html
2162,hh,009258,西部利得景瑞灵活配置混合C,2021-06-25,2.419,2.514,0.42,3.91,9.56,24.37,19.69,67.75,,,17.83,92.44,0.00%,http://fund.eastmoney.com/009258.html
2110,hh,009683,汇添富创新增长一年定开混合A,2021-06-25,1.4896,1.4896,1.12,4.0,9.55,14.05,23.23,48.97,,,16.45,48.96,0.15%,http://fund.eastmoney.com/009683.html
1636,hh,007690,国投瑞银新能源混合C,2021-06-25,2.4079,2.4779,1.89,5.84,9.55,37.83,20.69,73.97,,,15.74,156.82,0.00%,http://fund.eastmoney.com/007690.html
5956,hh,008120,万家自主创新混合A,2021-06-25,1.5091,1.5091,0.94,-0.77,9.54,21.27,10.93,31.82,,,4.71,50.91,0.15%,http://fund.eastmoney.com/008120.html
1961,hh,007142,嘉合稳健增长混合C,2021-06-25,1.5085,1.5085,1.63,4.3,9.53,26.66,22.38,,,,18.25,50.85,0.00%,http://fund.eastmoney.com/007142.html
211,gp,000729,建信中小盘先锋股票,2021-06-25,2.999,2.999,1.15,3.92,9.53,24.44,22.56,61.67,142.83,129.46,18.73,199.9,0.15%,http://fund.eastmoney.com/000729.html
3586,hh,010746,富安达长三角区域主题混合,2021-06-25,1.1259,1.1259,0.1,2.35,9.51,17.39,12.6,,,,12.03,12.59,0.15%,http://fund.eastmoney.com/010746.html
495,gp,009891,融通产业趋势臻选股票,2021-06-25,1.0701,1.0701,1.48,3.22,9.51,28.53,9.72,,,,6.96,7.01,0.15%,http://fund.eastmoney.com/009891.html
3016,hh,010308,东财信息产业精选混合C,2021-06-25,1.0468,1.0468,0.58,2.9,9.51,11.59,8.95,,,,6.32,4.68,0.00%,http://fund.eastmoney.com/010308.html
5957,hh,008121,万家自主创新混合C,2021-06-25,1.4987,1.4987,0.94,-0.78,9.49,21.12,10.65,31.15,,,4.45,49.87,0.00%,http://fund.eastmoney.com/008121.html
1672,hh,002213,中海顺鑫灵活配置混合,2021-06-25,2.432,2.465,2.02,5.47,9.48,19.96,18.78,37.5,178.93,170.22,14.56,151.23,0.08%,http://fund.eastmoney.com/002213.html
2116,hh,009684,汇添富创新增长一年定开混合C,2021-06-25,1.4806,1.4806,1.11,3.99,9.48,13.87,22.86,48.09,,,16.11,48.06,0.00%,http://fund.eastmoney.com/009684.html
1748,hh,005876,易方达鑫转增利混合A,2021-06-25,1.839,1.839,0.53,4.96,9.48,18.65,12.16,46.42,83.39,,10.63,83.9,0.10%,http://fund.eastmoney.com/005876.html
2213,hh,481015,工银主题策略混合,2021-06-25,4.931,4.931,1.67,3.81,9.48,25.95,2.97,74.86,177.33,172.13,1.8,393.1,0.15%,http://fund.eastmoney.com/481015.html
1822,hh,070021,嘉实主题新动力混合,2021-06-25,3.695,3.695,1.01,4.67,9.48,20.99,13.59,55.45,116.97,179.29,14.47,269.5,0.15%,http://fund.eastmoney.com/070021.html
1611,hh,011206,创金合信竞争优势混合A,2021-06-25,1.0627,1.0627,1.83,6.02,9.47,23.71,,,,,,6.27,0.12%,http://fund.eastmoney.com/011206.html
1710,hh,008980,中邮科技创新精选混合A,2021-06-25,1.663,1.663,0.56,5.16,9.47,24.49,7.9,48.47,,,4.06,66.3,0.12%,http://fund.eastmoney.com/008980.html
185,gp,005826,华夏潜龙精选股票,2021-06-25,2.4251,2.4251,0.08,4.08,9.46,18.77,17.57,56.23,97.11,,11.23,142.51,0.15%,http://fund.eastmoney.com/005826.html
5968,hh,005265,博时厚泽回报混合A,2021-06-25,1.8123,2.0268,-1.11,-1.12,9.45,18.49,24.05,44.22,115.09,118.83,22.16,106.62,0.15%,http://fund.eastmoney.com/005265.html
1615,hh,011207,创金合信竞争优势混合C,2021-06-25,1.061,1.061,1.83,6.0,9.44,23.6,,,,,,6.1,0.00%,http://fund.eastmoney.com/011207.html
1713,hh,008981,中邮科技创新精选混合C,2021-06-25,1.6564,1.6564,0.56,5.15,9.44,24.39,7.73,48.01,,,3.91,65.64,0.00%,http://fund.eastmoney.com/008981.html
1960,hh,001479,中邮风格轮动灵活配置混合,2021-06-25,1.893,2.016,0.53,4.3,9.42,15.85,5.93,58.41,83.61,92.38,1.66,111.58,0.15%,http://fund.eastmoney.com/001479.html
1750,hh,005877,易方达鑫转增利混合C,2021-06-25,1.8087,1.8087,0.53,4.94,9.41,18.46,11.82,45.53,81.21,,10.31,80.87,0.00%,http://fund.eastmoney.com/005877.html
163,gp,001877,宝盈国家安全沪港深股票,2021-06-25,1.383,1.383,0.36,4.22,9.41,21.64,25.16,33.49,72.01,79.15,22.82,38.3,0.15%,http://fund.eastmoney.com/001877.html
1626,hh,009049,易方达高端制造混合,2021-06-25,1.734,1.734,0.77,5.9,9.41,23.86,11.82,61.06,,,10.52,73.4,0.15%,http://fund.eastmoney.com/009049.html
1601,hh,005368,富国清洁能源产业混合A,2021-06-25,2.0074,2.0074,0.75,6.25,9.4,28.92,10.5,76.35,,,10.15,100.72,0.15%,http://fund.eastmoney.com/005368.html
5970,hh,005266,博时厚泽回报混合C,2021-06-25,1.7683,1.9701,-1.12,-1.13,9.38,18.16,23.45,42.96,111.51,113.49,21.59,100.6,0.00%,http://fund.eastmoney.com/005266.html
1795,hh,001662,创金合信沪港深精选混合,2021-06-25,1.936,1.936,1.57,4.76,9.38,23.0,11.33,39.58,87.96,109.98,7.14,93.6,0.15%,http://fund.eastmoney.com/001662.html
714,gp,161033,富国中证智能汽车(LOF),2021-06-25,1.825,1.825,0.16,2.93,9.35,19.59,9.94,17.74,115.21,125.31,7.16,82.5,0.12%,http://fund.eastmoney.com/161033.html
1685,hh,004224,南方军工改革灵活配置混合A,2021-06-25,1.3986,1.3986,0.45,5.37,9.34,18.93,3.26,54.95,103.28,130.22,-3.4,39.86,0.15%,http://fund.eastmoney.com/004224.html
1686,hh,011148,南方军工改革灵活配置混合C,2021-06-25,1.3964,1.3964,0.45,5.37,9.32,18.82,,,,,,-6.1,0.00%,http://fund.eastmoney.com/011148.html
2822,hh,630011,华商主题精选混合,2021-06-25,2.252,3.152,0.72,3.11,9.32,18.53,8.01,39.27,92.97,114.89,3.54,240.84,0.15%,http://fund.eastmoney.com/630011.html
2777,hh,007261,融通消费升级混合,2021-06-25,2.0667,2.0967,1.52,3.15,9.31,28.77,11.64,37.66,,,8.15,112.88,0.15%,http://fund.eastmoney.com/007261.html
1600,hh,001704,国投瑞银进宝灵活配置混合,2021-06-25,3.1469,3.1719,2.13,6.27,9.31,39.02,16.55,67.75,214.44,223.09,12.53,222.52,0.15%,http://fund.eastmoney.com/001704.html
29,gp,006692,金信消费升级股票A,2021-06-25,2.2534,2.4986,2.6,6.19,9.31,33.03,15.27,52.9,137.23,,13.54,167.62,0.15%,http://fund.eastmoney.com/006692.html
1798,hh,001387,中融新经济混合A,2021-06-25,3.967,4.545,1.17,4.75,9.31,15.42,10.62,36.09,151.55,133.63,8.03,420.11,0.15%,http://fund.eastmoney.com/001387.html
174,gp,001028,华安物联网主题股票,2021-06-25,1.397,1.397,1.09,4.18,9.31,23.3,15.55,28.87,106.35,116.25,12.57,39.7,0.15%,http://fund.eastmoney.com/001028.html
2563,hh,040007,华安中小盘成长混合,2021-06-25,3.1154,4.4303,1.71,3.38,9.31,23.1,13.17,36.95,117.07,119.95,10.92,211.54,0.15%,http://fund.eastmoney.com/040007.html
1813,hh,001388,中融新经济混合C,2021-06-25,2.398,2.544,1.18,4.72,9.3,15.34,10.46,35.71,150.35,132.21,7.87,159.61,0.00%,http://fund.eastmoney.com/001388.html
2122,hh,377530,上投摩根行业轮动混合A,2021-06-25,4.1,4.455,1.69,3.98,9.3,32.05,22.68,47.91,166.58,150.92,20.73,385.26,0.15%,http://fund.eastmoney.com/377530.html
1680,hh,004890,中邮健康文娱混合,2021-06-25,2.4355,2.4355,1.84,5.44,9.27,36.36,16.19,45.98,166.17,170.31,12.31,143.55,0.15%,http://fund.eastmoney.com/004890.html
2974,hh,202027,南方高端装备灵活配置混合A,2021-06-25,3.709,4.084,1.39,2.94,9.25,21.37,18.42,71.71,159.92,159.01,14.97,393.0,0.15%,http://fund.eastmoney.com/202027.html
2138,hh,003501,泰达睿智稳健灵活配置混合,2021-06-25,1.3857,1.4858,-0.34,3.95,9.25,27.07,16.69,36.82,63.6,72.38,14.49,50.11,0.15%,http://fund.eastmoney.com/003501.html
1842,hh,860052,光大阳光启明星创新驱动主题混合B,2021-06-25,1.0673,1.1939,1.74,4.6,9.24,15.32,17.19,,,,13.33,20.24,0.12%,http://fund.eastmoney.com/860052.html
30,gp,006693,金信消费升级股票C,2021-06-25,2.3463,2.5508,2.6,6.17,9.24,32.75,14.81,51.68,133.51,,13.1,162.6,0.00%,http://fund.eastmoney.com/006693.html
337,gp,000549,华安大国新经济股票,2021-06-25,3.622,3.622,1.09,3.52,9.2,23.49,17.1,32.72,116.24,130.7,14.33,262.2,0.15%,http://fund.eastmoney.com/000549.html
3002,hh,005207,南方高端装备灵活配置混合C,2021-06-25,3.606,3.981,1.41,2.91,9.17,21.13,17.96,70.34,155.93,152.88,14.51,128.37,0.00%,http://fund.eastmoney.com/005207.html
