,fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
3222,hh,870009,广发平衡精选一年持有混合A,2021-06-25,1.2253,1.3917,1.38,2.72,5.11,16.85,22.71,,,,20.58,21.55,0.10%,http://fund.eastmoney.com/870009.html
3103,hh,002271,招商安弘灵活配置混合,2021-06-25,2.1479,2.1479,1.38,2.82,5.11,13.6,6.65,24.57,80.0,99.43,2.98,114.79,0.15%,http://fund.eastmoney.com/002271.html
838,gp,007995,华夏中证500指数增强C,2021-06-25,1.7223,1.7223,1.14,2.74,5.11,16.71,25.91,48.77,,,23.32,72.23,0.00%,http://fund.eastmoney.com/007995.html
4106,hh,002669,华商万众创新混合,2021-06-25,2.47,2.47,1.52,1.77,5.11,23.19,14.88,58.84,209.52,230.66,8.57,147.0,0.15%,http://fund.eastmoney.com/002669.html
3475,hh,040005,华安宏利混合,2021-06-25,8.1491,8.7691,1.13,2.47,5.1,18.75,14.73,43.13,72.94,121.79,10.25,935.49,0.15%,http://fund.eastmoney.com/040005.html
1677,hh,002132,广发鑫享混合,2021-06-25,2.534,2.534,2.18,5.45,5.1,9.98,7.88,65.95,189.93,174.54,6.2,153.4,0.15%,http://fund.eastmoney.com/002132.html
2629,hh,003580,泰康沪港深价值优选混合,2021-06-25,2.0828,2.0828,1.06,3.3,5.09,12.32,17.41,42.41,89.72,84.14,11.75,108.28,0.15%,http://fund.eastmoney.com/003580.html
3027,hh,010303,华泰柏瑞量化创盈混合A,2021-06-25,1.0763,1.0763,0.91,2.89,5.09,9.27,7.61,,,,7.6,7.63,0.15%,http://fund.eastmoney.com/010303.html
62,gp,009017,银华港股通精选股票发起式,2021-06-25,1.5977,1.5977,1.02,5.22,5.09,19.46,21.03,31.5,,,15.89,59.77,0.15%,http://fund.eastmoney.com/009017.html
687,gp,009336,平安中证500指数增强A,2021-06-25,1.3093,1.3093,0.85,2.96,5.09,13.41,8.74,24.46,,,6.94,30.93,0.12%,http://fund.eastmoney.com/009336.html
162,gp,008295,朱雀企业优胜C,2021-06-25,1.6603,1.6603,1.2,4.24,5.09,14.31,8.59,56.75,,,5.91,66.03,0.00%,http://fund.eastmoney.com/008295.html
1735,hh,005848,银华裕利混合发起式,2021-06-25,2.4245,2.4245,1.62,5.03,5.09,20.58,15.5,34.9,77.46,,12.96,142.43,0.15%,http://fund.eastmoney.com/005848.html
1717,hh,240022,华宝资源优选混合A,2021-06-25,3.013,3.122,2.52,5.13,5.09,24.56,21.0,85.76,116.45,134.11,21.79,224.58,0.15%,http://fund.eastmoney.com/240022.html
2043,hh,519655,银河服务混合,2021-06-25,2.484,2.484,1.93,4.15,5.08,29.85,20.64,50.73,163.14,165.67,16.51,148.4,0.15%,http://fund.eastmoney.com/519655.html
3822,hh,001143,华商量化进取混合,2021-06-25,1.573,1.573,1.55,2.08,5.08,20.44,8.78,35.14,110.58,109.45,3.76,57.3,0.15%,http://fund.eastmoney.com/001143.html
466,gp,009039,九泰久远量化驱动A,2021-06-25,1.3165,1.3165,1.92,3.28,5.08,14.5,12.33,21.99,,,10.3,31.65,0.15%,http://fund.eastmoney.com/009039.html
3523,hh,900078,中信证券稳健回报混合C,2021-06-25,1.176,1.9193,1.64,2.43,5.07,12.59,-6.84,,,,-10.28,-0.99,0.00%,http://fund.eastmoney.com/900078.html
3035,hh,000825,圆信永丰双利C,2021-06-25,1.391,2.881,0.8,2.88,5.06,16.94,21.83,53.47,85.52,91.68,19.44,342.04,0.00%,http://fund.eastmoney.com/000825.html
3242,hh,872019,广发平衡精选一年持有混合C,2021-06-25,1.2215,1.3887,1.38,2.7,5.06,16.67,22.35,,,,20.23,21.18,0.00%,http://fund.eastmoney.com/872019.html
1716,hh,011068,华宝资源优选混合C,2021-06-25,3.009,3.009,2.52,5.14,5.06,24.44,20.84,,,,21.62,25.74,0.00%,http://fund.eastmoney.com/011068.html
2439,hh,009840,东财量化精选混合A,2021-06-25,1.2257,1.2257,1.52,3.55,5.06,24.11,20.3,,,,16.58,22.57,0.15%,http://fund.eastmoney.com/009840.html
2861,hh,007139,富国民裕进取沪港深成长A,2021-06-25,2.0846,2.0846,1.08,3.07,5.05,12.27,11.39,47.42,100.56,,6.17,108.46,0.15%,http://fund.eastmoney.com/007139.html
688,gp,009337,平安中证500指数增强C,2021-06-25,1.3023,1.3023,0.85,2.96,5.05,13.27,8.47,23.84,,,6.68,30.23,0.00%,http://fund.eastmoney.com/009337.html
3117,hh,004394,华泰柏瑞量化创优混合,2021-06-25,2.1809,2.1809,1.9,2.81,5.04,25.5,18.26,42.16,134.66,147.27,13.83,118.07,0.15%,http://fund.eastmoney.com/004394.html
78,gp,001915,宝盈医疗健康沪港深股票,2021-06-25,2.545,2.545,2.58,5.04,5.04,33.39,22.3,28.6,182.15,156.81,21.77,154.5,0.15%,http://fund.eastmoney.com/001915.html
2298,hh,001106,华商健康生活混合,2021-06-25,1.585,1.635,1.99,3.73,5.04,23.06,9.31,39.16,98.87,89.14,5.39,64.65,0.15%,http://fund.eastmoney.com/001106.html
3837,hh,000547,建信健康民生混合,2021-06-25,5.662,5.662,0.73,2.07,5.03,13.88,19.43,58.33,137.7,176.06,16.43,466.2,0.15%,http://fund.eastmoney.com/000547.html
4004,hh,004895,华商鑫安灵活混合,2021-06-25,2.113,2.239,1.49,1.88,5.02,24.0,13.6,55.94,192.59,156.85,7.97,137.58,0.15%,http://fund.eastmoney.com/004895.html
477,gp,009040,九泰久远量化驱动C,2021-06-25,1.3041,1.3041,1.91,3.26,5.02,14.26,11.87,21.0,,,9.87,30.41,0.00%,http://fund.eastmoney.com/009040.html
3047,hh,010304,华泰柏瑞量化创盈混合C,2021-06-25,1.071,1.071,0.91,2.88,5.02,9.05,7.18,,,,7.19,7.1,0.00%,http://fund.eastmoney.com/010304.html
4027,hh,001276,建信新经济灵活配置混合,2021-06-25,1.655,1.655,0.73,1.85,5.01,11.52,14.93,67.68,114.66,120.96,10.92,65.5,0.15%,http://fund.eastmoney.com/001276.html
3755,hh,010293,华商量化优质精选混合,2021-06-25,1.0293,1.0293,1.62,2.15,5.0,19.83,2.31,,,,0.22,2.93,0.15%,http://fund.eastmoney.com/010293.html
2192,hh,090009,大成行业轮动混合,2021-06-25,3.319,3.319,0.97,3.85,5.0,18.49,11.45,47.58,127.02,123.5,8.01,231.9,0.15%,http://fund.eastmoney.com/090009.html
2828,hh,001706,诺安积极回报混合,2021-06-25,2.165,2.165,0.93,3.1,5.0,10.86,12.29,46.88,67.31,107.97,8.36,116.5,0.15%,http://fund.eastmoney.com/001706.html
1779,hh,008169,汇添富核心优势三个月混合(FOF),2021-06-23,1.5066,1.5066,0.47,4.83,5.0,13.45,10.67,34.75,,,6.62,50.66,0.10%,http://fund.eastmoney.com/008169.html
2330,hh,010808,达诚策略先锋混合A,2021-06-25,1.1076,1.1076,2.51,3.69,5.0,25.01,10.76,,,,9.37,10.76,0.15%,http://fund.eastmoney.com/010808.html
1708,hh,160642,鹏华增瑞混合(LOF),2021-06-25,1.9029,1.9029,1.0,5.18,4.99,15.4,10.53,44.52,111.32,108.74,10.35,90.29,0.15%,http://fund.eastmoney.com/160642.html
2456,hh,009841,东财量化精选混合C,2021-06-25,1.2168,1.2168,1.52,3.53,4.99,23.86,19.81,,,,16.12,21.68,0.00%,http://fund.eastmoney.com/009841.html
2073,hh,010076,湘财长弘灵活配置混合A,2021-06-25,1.1052,1.1052,1.63,4.09,4.99,9.7,2.01,,,,0.44,10.52,0.15%,http://fund.eastmoney.com/010076.html
2634,hh,200010,长城双动力混合,2021-06-25,1.2258,1.9308,0.64,3.29,4.98,14.38,-10.83,-9.69,3.05,2.86,-14.63,92.98,0.15%,http://fund.eastmoney.com/200010.html
2334,hh,010809,达诚策略先锋混合C,2021-06-25,1.1064,1.1064,2.5,3.68,4.97,24.95,10.64,,,,9.25,10.64,0.00%,http://fund.eastmoney.com/010809.html
3776,hh,010383,宝盈基础产业混合A,2021-06-25,1.0636,1.0636,0.3,2.13,4.97,12.78,,,,,,6.36,0.15%,http://fund.eastmoney.com/010383.html
3855,hh,006537,恒生前海港股通精选混合,2021-06-25,1.3849,1.3849,1.6,2.05,4.97,11.84,10.82,36.94,,,7.58,38.49,0.15%,http://fund.eastmoney.com/006537.html
1906,hh,010425,国投瑞银开放视角精选混合A,2021-06-25,0.9574,0.9574,1.41,4.43,4.97,13.18,,,,,,-4.26,0.15%,http://fund.eastmoney.com/010425.html
2168,hh,005901,诺安汇利灵活配置混合A,2021-06-25,1.7701,1.7701,1.91,3.89,4.96,12.75,13.76,49.53,63.38,,10.44,77.01,0.15%,http://fund.eastmoney.com/005901.html
2087,hh,005293,诺德新旺,2021-06-25,2.303,2.303,2.73,4.06,4.96,29.31,24.28,66.1,145.55,121.19,20.13,130.3,0.15%,http://fund.eastmoney.com/005293.html
2809,hh,550015,信诚至远A,2021-06-25,2.7716,2.7716,0.55,3.11,4.95,15.99,20.36,75.52,171.97,183.42,16.13,234.03,0.08%,http://fund.eastmoney.com/550015.html
3292,hh,011486,博时创新精选混合A,2021-06-25,1.0745,1.0745,0.99,2.64,4.95,7.51,,,,,,7.45,0.15%,http://fund.eastmoney.com/011486.html
693,gp,001009,上投摩根安全战略股票,2021-06-25,2.1269,2.3735,1.6,2.95,4.95,22.75,13.12,53.37,166.11,166.99,9.7,141.09,0.15%,http://fund.eastmoney.com/001009.html
2082,hh,010077,湘财长弘灵活配置混合C,2021-06-25,1.1018,1.1018,1.62,4.07,4.94,9.58,1.8,,,,0.23,10.18,0.00%,http://fund.eastmoney.com/010077.html
1885,hh,011383,富安达医药创新混合,2021-06-25,1.1226,1.1226,2.57,4.47,4.94,12.35,,,,,,12.26,0.15%,http://fund.eastmoney.com/011383.html
4239,hh,003980,中银证券瑞益灵活配置混合A,2021-06-25,2.2294,2.2294,0.3,1.6,4.94,25.28,16.17,51.14,101.39,114.99,14.91,122.94,0.10%,http://fund.eastmoney.com/003980.html
1995,hh,519712,交银阿尔法核心混合,2021-06-25,3.767,4.6,1.45,4.23,4.93,13.74,7.11,28.17,76.85,96.69,5.14,473.12,0.15%,http://fund.eastmoney.com/519712.html
1865,hh,009591,博时研究精选持有期混合A,2021-06-25,1.1169,1.1169,2.22,4.53,4.93,8.23,5.02,11.69,,,3.9,11.69,0.15%,http://fund.eastmoney.com/009591.html
3470,hh,373020,上投摩根双核平衡混合,2021-06-25,2.9339,4.1028,1.38,2.47,4.93,19.39,10.79,42.58,129.02,129.7,8.05,450.6,0.15%,http://fund.eastmoney.com/373020.html
3788,hh,010384,宝盈基础产业混合C,2021-06-25,1.0615,1.0615,0.3,2.12,4.92,12.63,,,,,,6.15,0.00%,http://fund.eastmoney.com/010384.html
2990,hh,519139,海富通沪港深灵活配置混合,2021-06-25,1.9811,1.9811,1.69,2.92,4.92,8.81,13.86,33.79,65.09,62.57,9.46,98.11,0.15%,http://fund.eastmoney.com/519139.html
1918,hh,010426,国投瑞银开放视角精选混合C,2021-06-25,0.9558,0.9558,1.4,4.4,4.92,13.05,,,,,,-4.42,0.00%,http://fund.eastmoney.com/010426.html
1036,gp,001421,南方量化成长,2021-06-25,1.557,1.557,1.83,2.43,4.92,18.95,2.57,30.29,66.52,61.01,-0.95,55.7,0.15%,http://fund.eastmoney.com/001421.html
3528,hh,001980,中欧量化驱动混合,2021-06-25,1.7788,1.7788,0.7,2.42,4.92,13.7,28.26,60.67,75.96,77.35,24.88,77.88,0.15%,http://fund.eastmoney.com/001980.html
3972,hh,009542,银华富利精选混合,2021-06-25,1.273,1.273,2.74,1.93,4.92,28.61,17.94,,,,12.32,27.3,0.15%,http://fund.eastmoney.com/009542.html
2045,hh,620004,金元顺安价值增长混合,2021-06-25,1.003,1.003,1.72,4.15,4.92,16.63,3.72,22.77,51.74,51.97,0.4,0.3,0.15%,http://fund.eastmoney.com/620004.html
181,gp,009162,富国医药成长30股票,2021-06-25,1.5131,1.5131,2.49,4.14,4.91,33.58,26.31,39.87,,,24.75,51.31,0.15%,http://fund.eastmoney.com/009162.html
2829,hh,550016,信诚至远C,2021-06-25,3.9533,3.9533,0.55,3.1,4.91,15.88,20.15,74.91,170.13,181.03,15.94,593.54,0.00%,http://fund.eastmoney.com/550016.html
767,gp,005062,博时中证500指数增强A,2021-06-25,1.5256,1.5256,1.36,2.84,4.91,13.79,12.33,27.87,74.06,74.97,10.59,52.56,0.12%,http://fund.eastmoney.com/005062.html
2139,hh,007493,朱雀产业臻选混合A,2021-06-25,2.0884,2.0884,1.28,3.95,4.91,13.63,6.92,56.82,,,4.73,108.84,1.50%,http://fund.eastmoney.com/007493.html
1896,hh,007060,汇添富养老2050混合(FOF),2021-06-23,1.697,1.697,0.53,4.45,4.91,12.79,9.95,30.44,66.72,,6.6,69.7,0.12%,http://fund.eastmoney.com/007060.html
3305,hh,011487,博时创新精选混合C,2021-06-25,1.073,1.073,0.99,2.63,4.91,7.39,,,,,,7.3,0.00%,http://fund.eastmoney.com/011487.html
2957,hh,005331,益民优势安享混合,2021-06-25,2.0345,2.0345,1.25,2.96,4.9,14.54,11.69,58.95,94.97,104.51,9.96,103.43,0.08%,http://fund.eastmoney.com/005331.html
2186,hh,005902,诺安汇利灵活配置混合C,2021-06-25,1.7746,1.7746,1.9,3.87,4.9,12.57,13.41,48.61,61.27,,10.11,77.46,0.00%,http://fund.eastmoney.com/005902.html
2369,hh,000362,国泰聚信价值优势混合A,2021-06-25,2.719,3.717,0.48,3.62,4.9,9.07,6.09,19.67,121.06,133.59,4.26,399.74,0.15%,http://fund.eastmoney.com/000362.html
2643,hh,009857,博时价值臻选持有期混合A,2021-06-25,1.1507,1.1507,0.27,3.29,4.9,8.38,10.32,,,,9.66,15.07,0.15%,http://fund.eastmoney.com/009857.html
3269,hh,004148,圆信永丰多策略,2021-06-25,2.2924,2.2924,1.98,2.67,4.9,24.15,14.34,42.98,110.58,107.16,11.0,129.24,0.15%,http://fund.eastmoney.com/004148.html
4237,hh,003981,中银证券瑞益灵活配置混合C,2021-06-25,2.1904,2.1904,0.3,1.6,4.9,25.12,15.92,51.07,100.33,112.83,14.67,119.04,0.00%,http://fund.eastmoney.com/003981.html
703,gp,001036,嘉实企业变革股票,2021-06-25,2.034,2.034,1.04,2.94,4.9,23.05,20.57,44.98,120.13,125.0,15.24,103.4,0.15%,http://fund.eastmoney.com/001036.html
322,gp,160422,华安创业板50ETF联接A,2021-06-25,2.677,1.8879,2.34,3.57,4.9,29.61,22.62,54.5,159.32,125.69,17.35,88.79,0.12%,http://fund.eastmoney.com/160422.html
2044,hh,001267,泰达宏利蓝筹混合,2021-06-25,1.329,1.329,2.55,4.15,4.89,25.14,7.61,33.3,100.15,106.05,8.4,32.9,0.15%,http://fund.eastmoney.com/001267.html
2846,hh,377240,上投摩根新兴动力混合A,2021-06-25,6.584,6.584,1.57,3.08,4.89,22.72,15.29,43.6,168.95,152.84,14.37,558.4,0.15%,http://fund.eastmoney.com/377240.html
2751,hh,240020,华宝医药生物混合,2021-06-25,4.674,5.113,2.84,3.18,4.89,30.6,22.81,37.93,167.69,155.89,21.4,508.2,0.15%,http://fund.eastmoney.com/240020.html
623,gp,000478,建信中证500指数增强A,2021-06-25,2.896,2.896,1.31,3.01,4.89,13.18,11.86,26.03,48.54,45.01,10.45,189.6,0.15%,http://fund.eastmoney.com/000478.html
3053,hh,180012,银华富裕主题混合,2021-06-25,8.3136,9.2666,3.36,2.87,4.88,37.91,28.59,73.54,164.02,192.55,23.5,1585.89,0.15%,http://fund.eastmoney.com/180012.html
1984,hh,009014,泓德睿泽混合,2021-06-25,1.8919,1.8919,2.1,4.25,4.88,16.98,8.99,61.66,,,5.72,89.19,1.50%,http://fund.eastmoney.com/009014.html
331,gp,160424,华安创业板50ETF联接C,2021-06-25,2.6644,2.6644,2.34,3.56,4.88,29.53,22.47,54.12,158.18,,17.21,160.86,0.00%,http://fund.eastmoney.com/160424.html
777,gp,005795,博时中证500指数增强C,2021-06-25,1.5063,1.5063,1.35,2.83,4.87,13.67,12.1,27.35,72.66,72.86,10.38,55.58,0.00%,http://fund.eastmoney.com/005795.html
1980,hh,450010,国富策略回报混合,2021-06-25,2.475,2.475,1.27,4.25,4.87,16.58,14.74,46.36,99.12,102.7,11.64,147.5,0.15%,http://fund.eastmoney.com/450010.html
2149,hh,007494,朱雀产业臻选混合C,2021-06-25,2.0636,2.0636,1.27,3.93,4.86,13.46,6.6,55.88,,,4.43,106.36,0.00%,http://fund.eastmoney.com/007494.html
2671,hh,005840,富国产业驱动混合,2021-06-25,2.9985,2.9985,1.58,3.26,4.86,14.73,12.28,53.79,150.08,,8.38,199.85,0.15%,http://fund.eastmoney.com/005840.html
1868,hh,009592,博时研究精选持有期混合C,2021-06-25,1.108,1.108,2.22,4.51,4.86,8.01,4.61,10.8,,,3.49,10.8,0.00%,http://fund.eastmoney.com/009592.html
108,gp,006909,华夏战略新兴成指ETF联接A,2021-06-25,2.3925,2.3925,1.93,4.66,4.86,23.55,14.86,47.53,134.7,,11.77,139.25,0.12%,http://fund.eastmoney.com/006909.html
2375,hh,000363,国泰聚信价值优势混合C,2021-06-25,2.726,3.72,0.48,3.61,4.85,8.91,5.82,19.09,118.96,130.04,4.01,400.3,0.00%,http://fund.eastmoney.com/000363.html
627,gp,005633,建信中证500指数增强C,2021-06-25,2.8474,2.8474,1.31,3.01,4.85,13.04,11.58,25.39,47.05,42.77,10.18,20.06,0.00%,http://fund.eastmoney.com/005633.html
3213,hh,001531,招商安益灵活配置混合,2021-06-25,1.7571,1.7571,1.08,2.72,4.84,13.38,6.59,23.32,56.98,56.33,3.0,75.71,0.15%,http://fund.eastmoney.com/001531.html
2662,hh,009858,博时价值臻选持有期混合C,2021-06-25,1.1424,1.1424,0.27,3.27,4.84,8.16,9.88,,,,9.25,14.24,0.00%,http://fund.eastmoney.com/009858.html
2252,hh,375010,上投摩根中国优势混合,2021-06-25,2.3175,6.5183,1.63,3.77,4.84,22.48,19.3,56.96,152.44,135.08,17.68,1101.72,0.15%,http://fund.eastmoney.com/375010.html
378,gp,700002,平安深证300指数增强,2021-06-25,3.009,3.089,1.21,3.44,4.84,19.93,14.5,43.7,99.01,100.87,11.03,224.14,0.12%,http://fund.eastmoney.com/700002.html
2197,hh,360007,光大优势配置混合,2021-06-25,1.1049,1.5641,1.61,3.84,4.84,18.21,1.71,13.61,28.45,13.9,0.38,64.84,0.15%,http://fund.eastmoney.com/360007.html
3976,hh,003854,汇安丰华混合A,2021-06-25,1.1297,1.9281,0.0,1.92,4.83,11.56,13.81,21.96,27.65,25.56,13.52,113.39,0.15%,http://fund.eastmoney.com/003854.html
2406,hh,011340,博时战略新材料主题混合A,2021-06-25,1.0148,1.0148,1.12,3.59,4.83,6.85,,,,,,1.48,0.15%,http://fund.eastmoney.com/011340.html
171,gp,003986,申万菱信中证500指数优选增强A,2021-06-25,1.9066,1.9946,1.41,4.19,4.83,12.57,13.94,33.19,74.78,85.12,11.16,105.51,0.12%,http://fund.eastmoney.com/003986.html
109,gp,006910,华夏战略新兴成指ETF联接C,2021-06-25,2.3778,2.3778,1.93,4.65,4.83,23.45,14.69,47.1,133.3,,11.61,137.78,0.00%,http://fund.eastmoney.com/006910.html
2105,hh,519025,海富通领先成长混合,2021-06-25,2.564,2.714,1.38,4.02,4.82,16.55,7.51,33.47,123.73,125.11,5.08,191.59,0.15%,http://fund.eastmoney.com/519025.html
4186,hh,000541,华商创新成长混合发起式,2021-06-25,3.096,3.351,1.47,1.67,4.81,23.1,13.66,50.95,184.82,206.84,7.72,276.99,0.15%,http://fund.eastmoney.com/000541.html
2864,hh,519195,万家品质,2021-06-25,2.3059,2.7239,0.95,3.06,4.81,9.74,4.47,41.5,134.34,101.1,2.0,219.12,0.15%,http://fund.eastmoney.com/519195.html
2061,hh,004266,招商沪港深科技创新混合A,2021-06-25,1.9126,2.0016,1.03,4.12,4.81,12.83,20.9,67.64,111.95,95.34,16.04,108.24,0.15%,http://fund.eastmoney.com/004266.html
3983,hh,003855,汇安丰华混合C,2021-06-25,1.0672,1.3183,0.0,1.91,4.81,5.86,7.97,15.63,20.84,20.48,7.7,35.39,0.00%,http://fund.eastmoney.com/003855.html
172,gp,007794,申万菱信中证500指数优选增强C,2021-06-25,1.7191,1.7191,1.42,4.19,4.8,12.48,13.76,32.79,,,11.0,71.91,0.00%,http://fund.eastmoney.com/007794.html
1146,gp,007737,诺德研发创新100,2021-06-25,1.8145,1.8145,0.96,2.23,4.79,19.28,6.78,28.24,,,3.7,81.45,0.15%,http://fund.eastmoney.com/007737.html
3056,hh,000410,益民服务领先混合,2021-06-25,5.513,5.513,1.25,2.87,4.79,13.72,11.46,57.11,97.88,103.51,9.73,451.3,0.15%,http://fund.eastmoney.com/000410.html
2413,hh,011341,博时战略新材料主题混合C,2021-06-25,1.0124,1.0124,1.11,3.58,4.78,6.68,,,,,,1.24,0.00%,http://fund.eastmoney.com/011341.html
2389,hh,233009,大摩多因子策略混合,2021-06-25,1.757,2.909,1.09,3.6,4.78,21.21,12.45,38.41,77.79,75.66,10.04,241.51,0.15%,http://fund.eastmoney.com/233009.html
2800,hh,360012,光大中小盘混合,2021-06-25,2.325,2.8728,1.25,3.12,4.78,23.79,13.9,33.57,105.48,107.75,10.13,246.93,0.15%,http://fund.eastmoney.com/360012.html
3916,hh,002634,华宝未来主导混合,2021-06-25,1.339,1.339,0.75,1.98,4.77,13.47,3.96,23.41,78.3,82.67,1.75,33.9,0.15%,http://fund.eastmoney.com/002634.html
3087,hh,011530,泓德优质治理灵活配置混合,2021-06-25,1.0847,1.0847,1.31,2.84,4.77,8.47,,,,,,8.47,1.50%,http://fund.eastmoney.com/011530.html
2068,hh,010754,招商沪港深科技创新混合C,2021-06-25,1.9094,1.9094,1.03,4.11,4.77,12.72,,,,,,2.22,0.00%,http://fund.eastmoney.com/010754.html
801,gp,011316,天弘创业板300指数型发起式A,2021-06-25,1.0481,1.0481,1.46,2.79,4.77,,,,,,,4.81,0.10%,http://fund.eastmoney.com/011316.html
342,gp,519606,国泰金鑫股票,2021-06-25,2.833,3.076,1.25,3.51,4.77,12.96,10.45,31.4,113.49,70.46,7.03,183.3,0.15%,http://fund.eastmoney.com/519606.html
290,gp,160420,华安创业板50指数,2021-06-25,1.7393,0.6637,2.35,3.63,4.76,29.95,22.56,56.46,166.63,149.34,17.27,-33.63,0.12%,http://fund.eastmoney.com/160420.html
3448,hh,003284,中邮医药健康混合,2021-06-25,2.6318,2.6318,1.97,2.5,4.76,28.05,21.37,42.2,135.59,140.81,20.14,163.15,0.15%,http://fund.eastmoney.com/003284.html
1861,hh,001373,易方达新丝路灵活配置混合,2021-06-25,1.847,1.847,1.15,4.53,4.76,16.6,8.65,56.79,108.0,116.78,3.94,84.7,0.15%,http://fund.eastmoney.com/001373.html
1998,hh,009500,国寿安保高股息混合A,2021-06-25,1.0055,1.0055,1.97,4.23,4.76,6.12,1.1,,,,0.34,0.55,0.15%,http://fund.eastmoney.com/009500.html
2866,hh,002567,大成国家安全主题混合,2021-06-25,1.651,1.651,0.24,3.06,4.76,8.33,3.77,24.04,114.14,79.26,2.99,65.1,0.15%,http://fund.eastmoney.com/002567.html
1954,hh,008300,人保量化锐进混合A,2021-06-25,1.0729,1.0729,2.11,4.32,4.75,11.29,7.29,,,,7.3,7.29,0.15%,http://fund.eastmoney.com/008300.html
807,gp,011317,天弘创业板300指数型发起式C,2021-06-25,1.0478,1.0478,1.46,2.78,4.75,,,,,,,4.78,0.00%,http://fund.eastmoney.com/011317.html
2799,hh,460009,华泰柏瑞量化先行混合A,2021-06-25,2.052,2.599,1.28,3.12,4.75,10.5,13.43,26.74,56.28,55.05,11.64,181.78,0.15%,http://fund.eastmoney.com/460009.html
299,gp,007464,交银创业板50指数A,2021-06-25,2.2404,2.2404,2.35,3.61,4.75,29.77,22.73,57.5,,,17.4,124.04,0.12%,http://fund.eastmoney.com/007464.html
1929,hh,519670,银河行业混合,2021-06-25,2.072,4.493,1.97,4.38,4.75,28.46,15.08,33.02,157.26,142.28,13.66,745.7,0.15%,http://fund.eastmoney.com/519670.html
2899,hh,006881,华宝大健康混合,2021-06-25,2.5237,2.5237,2.79,3.03,4.75,16.09,21.31,35.42,154.33,,19.02,152.37,0.15%,http://fund.eastmoney.com/006881.html
608,gp,160322,华夏港股通精选股票LOF,2021-06-25,1.7288,1.7788,1.45,3.05,4.74,14.54,8.69,37.72,68.89,45.82,4.9,80.31,0.15%,http://fund.eastmoney.com/160322.html
2493,hh,000431,鹏华品牌传承混合,2021-06-25,3.582,3.664,0.96,3.47,4.74,23.01,14.62,57.94,152.43,134.42,9.68,287.44,0.15%,http://fund.eastmoney.com/000431.html
1799,hh,005043,国寿安保健康科学混合A,2021-06-25,2.067,2.067,2.51,4.75,4.73,29.31,17.26,38.05,117.3,104.31,17.16,106.7,0.15%,http://fund.eastmoney.com/005043.html
2001,hh,009501,国寿安保高股息混合C,2021-06-25,1.0032,1.0032,1.96,4.22,4.72,6.04,0.95,,,,0.19,0.32,0.00%,http://fund.eastmoney.com/009501.html
407,gp,585001,东吴中证新兴指数,2021-06-25,1.8847,1.8847,1.28,3.38,4.72,18.16,10.6,38.44,88.47,76.47,7.78,88.47,0.12%,http://fund.eastmoney.com/585001.html
823,gp,006682,景顺长城中证500增强,2021-06-25,1.5283,1.5283,1.27,2.76,4.71,14.21,16.46,42.15,62.88,,14.5,52.83,0.15%,http://fund.eastmoney.com/006682.html
1919,hh,011300,易方达智造优势混合A,2021-06-25,1.043,1.043,0.73,4.4,4.71,11.18,,,,,,4.3,0.15%,http://fund.eastmoney.com/011300.html
686,gp,007943,富安达中证500指数增强,2021-06-25,1.304,1.304,1.31,2.96,4.71,10.73,8.88,20.41,,,7.33,30.4,0.12%,http://fund.eastmoney.com/007943.html
303,gp,007465,交银创业板50指数C,2021-06-25,2.2264,2.2264,2.34,3.6,4.71,29.64,22.48,56.88,,,17.17,122.64,0.00%,http://fund.eastmoney.com/007465.html
1807,hh,005044,国寿安保健康科学混合C,2021-06-25,2.0404,2.0404,2.51,4.74,4.7,29.21,17.09,37.63,116.01,102.38,17.0,104.04,0.00%,http://fund.eastmoney.com/005044.html
2612,hh,257020,国联安精选混合,2021-06-25,1.091,4.895,1.39,3.31,4.7,16.56,14.99,35.5,126.92,95.13,11.98,1292.14,0.15%,http://fund.eastmoney.com/257020.html
577,gp,005288,海富通创业板增强A,2021-06-25,2.079,2.079,1.51,3.12,4.69,26.42,18.21,40.62,122.33,107.03,15.08,107.9,0.15%,http://fund.eastmoney.com/005288.html
2184,hh,003670,中融物联网主题灵活配置混合,2021-06-25,1.6223,1.6223,1.71,3.87,4.69,11.41,7.57,42.53,109.9,89.45,2.8,62.23,0.15%,http://fund.eastmoney.com/003670.html
3754,hh,005443,国金量化多策略混合,2021-06-25,1.0723,1.0723,0.78,2.15,4.69,13.65,10.24,31.01,31.31,23.32,8.69,7.23,0.15%,http://fund.eastmoney.com/005443.html
1541,gp,008585,华夏中证人工智能主题ETF联接A,2021-06-25,0.9227,0.9227,-0.15,-0.14,4.69,12.47,7.53,-7.76,,,3.8,-7.73,0.12%,http://fund.eastmoney.com/008585.html
2765,hh,160215,国泰价值经典混合(LOF),2021-06-25,2.321,2.931,1.35,3.16,4.69,7.85,14.05,21.65,78.13,50.0,13.05,248.01,0.15%,http://fund.eastmoney.com/160215.html
905,gp,001528,诺安先进制造股票,2021-06-25,2.619,2.619,0.73,2.63,4.68,9.77,14.82,53.97,81.25,80.37,11.64,161.9,0.15%,http://fund.eastmoney.com/001528.html
