fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
gp,007136,广发中证100ETF联接C,2021-11-12,1.3046,1.3046,-0.37,0.42,-1.58,-0.47,-5.32,-2.23,26.30,,-8.13,30.46,0.00%,http://fund.eastmoney.com/007136.html
gp,007144,国投瑞银沪深300量化C,2021-11-12,1.5386,1.5386,-0.29,0.42,-1.58,-1.76,0.72,9.59,49.86,,2.01,53.86,0.00%,http://fund.eastmoney.com/007144.html
gp,007135,广发中证100ETF联接A,2021-11-12,1.3089,1.3089,-0.37,0.42,-1.57,-0.45,-5.28,-2.14,26.60,,-8.05,30.89,0.12%,http://fund.eastmoney.com/007135.html
gp,202211,南方中证100指数A,2021-11-12,1.6288,2.1055,-0.35,0.41,-1.40,0.38,-2.10,2.21,37.78,73.13,-3.85,150.24,0.12%,http://fund.eastmoney.com/202211.html
gp,162509,国联安中证100指数(LOF),2021-11-12,0.9770,0.9770,-0.41,0.41,-1.61,-0.10,-2.98,1.23,38.28,74.10,-4.87,122.82,0.12%,http://fund.eastmoney.com/162509.html
gp,005691,南方中证100指数C,2021-11-12,1.6054,2.0820,-0.35,0.41,-1.43,0.28,-2.29,1.80,36.68,71.06,-4.18,43.76,0.00%,http://fund.eastmoney.com/005691.html
gp,167601,国金沪深300指数增强,2021-11-12,1.1738,1.1738,-0.20,0.40,-0.09,-2.61,-3.57,-0.99,21.74,41.63,-7.42,98.97,0.12%,http://fund.eastmoney.com/167601.html
gp,050013,博时上证超大盘ETF联接,2021-11-12,1.2385,1.2385,-0.71,0.39,0.02,0.46,-3.09,-3.55,19.34,34.24,-7.57,23.85,0.12%,http://fund.eastmoney.com/050013.html
gp,012461,东财家电A,2021-11-12,0.9380,0.9380,-0.28,0.39,2.35,-5.38,,,,,,-6.20,0.12%,http://fund.eastmoney.com/012461.html
gp,012462,东财家电C,2021-11-12,0.9367,0.9367,-0.27,0.38,2.32,-5.47,,,,,,-6.33,0.00%,http://fund.eastmoney.com/012462.html
gp,164508,国富中证100指数增强(LOF),2021-11-12,1.3560,1.4790,-0.37,0.37,-1.88,-1.24,-6.48,-4.24,24.82,62.95,-9.84,55.24,0.12%,http://fund.eastmoney.com/164508.html
gp,000368,汇添富沪深300安中指数,2021-11-12,2.5034,2.5034,-0.12,0.36,-1.09,0.46,4.93,10.15,62.56,91.83,5.40,150.34,0.12%,http://fund.eastmoney.com/000368.html
gp,013129,汇添富消费龙头指数发起A,2021-11-12,1.0107,1.0107,0.48,0.36,,,,,,,,1.07,0.10%,http://fund.eastmoney.com/013129.html
gp,410008,华富中证100指数,2021-11-12,2.2109,2.2109,-0.38,0.35,-1.30,0.12,-0.58,5.37,42.72,87.73,-1.72,121.09,0.12%,http://fund.eastmoney.com/410008.html
gp,009479,中银中证100ETF联接A,2021-11-12,0.9344,0.9344,-0.38,0.35,-1.64,-0.91,-6.63,-6.56,,,-10.11,-6.56,0.12%,http://fund.eastmoney.com/009479.html
gp,011384,南方远见回报股票A,2021-11-12,0.9763,0.9763,0.81,0.34,0.01,0.66,-2.67,,,,,-2.37,0.15%,http://fund.eastmoney.com/011384.html
gp,013130,汇添富消费龙头指数发起C,2021-11-12,1.0105,1.0105,0.48,0.34,,,,,,,,1.05,0.00%,http://fund.eastmoney.com/013130.html
gp,008551,东财医药A,2021-11-12,1.2896,1.2896,-0.15,0.33,-4.28,-8.72,-13.53,0.69,,,-5.70,28.96,0.10%,http://fund.eastmoney.com/008551.html
gp,009480,中银中证100ETF联接C,2021-11-12,0.9334,0.9334,-0.39,0.33,-1.65,-0.94,-6.69,-6.66,,,-10.20,-6.66,0.00%,http://fund.eastmoney.com/009480.html
gp,008552,东财医药C,2021-11-12,1.2845,1.2845,-0.16,0.32,-4.30,-8.77,-13.64,0.45,,,-5.91,28.45,0.00%,http://fund.eastmoney.com/008552.html
gp,011385,南方远见回报股票C,2021-11-12,0.9726,0.9726,0.81,0.32,-0.04,0.52,-2.97,,,,,-2.74,0.00%,http://fund.eastmoney.com/011385.html
gp,010772,天弘国证消费100指数增强C,2021-11-12,0.9889,0.9889,-0.08,0.31,2.56,-3.06,2.38,,,,-1.22,-1.11,0.00%,http://fund.eastmoney.com/010772.html
gp,010771,天弘国证消费100指数增强A,2021-11-12,0.9915,0.9915,-0.08,0.31,2.59,-2.98,2.53,,,,-0.96,-0.85,0.15%,http://fund.eastmoney.com/010771.html
gp,011132,鹏扬沪深300质量成长低波动A,2021-11-12,1.0092,1.0092,-0.21,0.30,-2.52,1.41,,,,,,0.92,0.12%,http://fund.eastmoney.com/011132.html
gp,007076,汇添富中证医药ETF联接A,2021-11-12,1.4131,1.4131,-0.15,0.29,-4.51,-9.65,-16.33,-6.70,29.10,,-11.54,41.31,0.10%,http://fund.eastmoney.com/007076.html
gp,011133,鹏扬沪深300质量成长低波动C,2021-11-12,1.0073,1.0073,-0.22,0.29,-2.55,1.31,,,,,,0.73,0.00%,http://fund.eastmoney.com/011133.html
gp,004606,上投摩根优选多因子股票,2021-11-12,1.4696,1.4696,-0.13,0.28,3.75,-1.95,-2.66,-0.28,33.78,72.65,-4.83,46.96,0.15%,http://fund.eastmoney.com/004606.html
gp,007077,汇添富中证医药ETF联接C,2021-11-12,1.3984,1.3984,-0.15,0.28,-4.55,-9.75,-16.50,-7.07,28.07,,-11.85,39.84,0.00%,http://fund.eastmoney.com/007077.html
gp,005612,嘉实核心优势股票发起式,2021-11-12,1.7697,1.7697,0.17,0.27,-1.02,-3.10,-9.13,3.15,58.15,104.07,-7.36,76.97,0.15%,http://fund.eastmoney.com/005612.html
gp,008860,民生加银龙头优选股票,2021-11-12,1.5907,1.5907,-0.24,0.27,1.95,-3.56,-2.61,6.68,,,-4.06,59.07,0.15%,http://fund.eastmoney.com/008860.html
gp,010908,大成沪深300增强发起式A,2021-11-12,0.9267,0.9267,-0.57,0.27,-3.30,-6.37,-5.52,,,,,-7.33,0.15%,http://fund.eastmoney.com/010908.html
gp,010909,大成沪深300增强发起式C,2021-11-12,0.9241,0.9241,-0.56,0.27,-3.32,-6.45,-5.69,,,,,-7.59,0.00%,http://fund.eastmoney.com/010909.html
gp,011373,招商前沿医疗保健股票A,2021-11-12,0.8874,0.8874,0.07,0.26,-5.57,-7.77,,,,,,-11.26,0.15%,http://fund.eastmoney.com/011373.html
gp,160133,南方天元新产业股票(LOF),2021-11-12,4.2750,4.2750,0.47,0.26,7.57,-3.78,-6.31,-1.63,53.34,121.73,-7.83,327.50,0.15%,http://fund.eastmoney.com/160133.html
gp,008234,光大消费主题股票,2021-11-12,1.5731,1.5731,0.52,0.24,6.91,4.58,2.44,3.55,,,-3.50,57.31,0.15%,http://fund.eastmoney.com/008234.html
gp,003015,中金沪深300A,2021-11-12,1.8691,1.8691,-0.34,0.24,-1.96,-1.79,-2.43,4.10,49.21,82.90,-3.49,86.91,0.10%,http://fund.eastmoney.com/003015.html
gp,011374,招商前沿医疗保健股票C,2021-11-12,0.8846,0.8846,0.06,0.24,-5.63,-7.98,,,,,,-11.54,0.00%,http://fund.eastmoney.com/011374.html
gp,003579,中金沪深300C,2021-11-12,1.9001,1.9001,-0.34,0.23,-2,-1.89,-2.62,3.68,48.01,84.19,-3.82,78.55,0.00%,http://fund.eastmoney.com/003579.html
gp,009898,民生加银医药健康股票,2021-11-12,0.8142,0.8142,-0.18,0.23,-4.22,-8.84,-19.15,-18.22,,,-20.96,-18.58,0.15%,http://fund.eastmoney.com/009898.html
gp,010409,富国消费精选30股票,2021-11-12,0.9681,0.9681,-0.05,0.23,5.72,5.25,-3.08,-3.19,,,-5.09,-3.19,0.15%,http://fund.eastmoney.com/010409.html
gp,011220,南方匠心优选股票A,2021-11-12,0.8146,0.8146,0.77,0.23,-0.21,-0.59,-7.28,,,,,-18.54,0.15%,http://fund.eastmoney.com/011220.html
gp,160635,鹏华中证医药卫生(LOF)A,2021-11-12,1.37,1.24,-0.22,0.22,-4.66,-10.10,-16.57,-6.61,28.16,47.15,-11.44,24.19,0.12%,http://fund.eastmoney.com/160635.html
gp,011221,南方匠心优选股票C,2021-11-12,0.8108,0.8108,0.77,0.22,-0.26,-0.73,-7.56,,,,,-18.92,0.00%,http://fund.eastmoney.com/011221.html
gp,010366,鹏华中证医药卫生(LOF)C,2021-11-12,0.9160,0.9160,-0.22,0.22,-4.68,-10.11,-16.58,-6.63,,,-11.50,-8.40,0.00%,http://fund.eastmoney.com/010366.html
gp,501005,汇添富中证精准医疗指数A,2021-11-12,1.4843,1.4843,-0.28,0.18,-3.73,-12.89,-19.69,-10.22,43.19,96.99,-15.01,48.43,0.08%,http://fund.eastmoney.com/501005.html
gp,007672,建信中证红利潜力指数C,2021-11-12,1.2881,1.2881,-0.34,0.18,-2.35,1.75,-7.04,-11.58,28.66,,-14.30,28.81,0.00%,http://fund.eastmoney.com/007672.html
gp,007671,建信中证红利潜力指数A,2021-11-12,1.2998,1.2998,-0.34,0.18,-2.31,1.86,-6.85,-11.22,29.71,,-14.01,29.98,0.12%,http://fund.eastmoney.com/007671.html
gp,163118,申万菱信中证申万医药生物指数(LOF),2021-11-12,1.0014,1.6279,-0.21,0.18,-3.86,-7.58,-11.73,0.39,54.99,91.39,-6.74,62.79,0.12%,http://fund.eastmoney.com/163118.html
gp,162213,泰达宏利沪深300指数增强A,2021-11-12,2.2848,2.7248,-0.12,0.17,-1.54,-3.36,-2.53,5.85,43.73,86.94,-1.61,225.87,0.12%,http://fund.eastmoney.com/162213.html
gp,360001,光大量化股票,2021-11-12,1.4429,3.7081,-0.19,0.17,-1.55,-6.20,-0.39,5.62,42.32,74.95,-0.12,515.91,0.15%,http://fund.eastmoney.com/360001.html
gp,501006,汇添富中证精准医疗指数C,2021-11-12,1.4524,1.4524,-0.28,0.16,-3.76,-12.99,-19.85,-10.58,42.07,94.93,-15.31,45.24,0.00%,http://fund.eastmoney.com/501006.html
gp,003548,泰达宏利沪深300指数增强C,2021-11-12,2.2809,2.2809,-0.12,0.16,-1.56,-3.43,-2.67,5.53,42.88,85.98,-1.86,88.99,0.00%,http://fund.eastmoney.com/003548.html
gp,007388,上投摩根研究驱动A,2021-11-12,1.4145,1.4145,0.70,0.14,6.66,-5.37,6.39,17.19,,,7.13,41.45,0.15%,http://fund.eastmoney.com/007388.html
gp,011285,民生价值优选6个月持有股票A,2021-11-12,0.9587,0.9587,-0.17,0.14,1.17,-1.95,,,,,,-4.13,0.15%,http://fund.eastmoney.com/011285.html
gp,007389,上投摩根研究驱动C,2021-11-12,1.3985,1.3985,0.71,0.13,6.59,-5.56,5.95,16.25,,,6.39,39.85,0.00%,http://fund.eastmoney.com/007389.html
gp,011286,民生价值优选6个月持有股票C,2021-11-12,0.9570,0.9570,-0.18,0.13,1.13,-2.07,,,,,,-4.30,0.00%,http://fund.eastmoney.com/011286.html
gp,005870,鹏华沪深300指数增强,2021-11-12,1.4621,1.4621,-0.30,0.12,-1.36,-3.63,0.64,9.55,45.37,74.87,2.35,46.21,0.12%,http://fund.eastmoney.com/005870.html
gp,003194,汇添富中证上海国企ETF联接,2021-11-12,0.8781,0.8781,-0.20,0.11,-2.55,3.29,-1.18,-8.33,-3.69,8.34,-5.71,-12.19,0.12%,http://fund.eastmoney.com/003194.html
gp,001344,易方达沪深300医药联接A,2021-11-12,1.5322,1.5322,-0.21,0.11,-5.27,-11.41,-17.71,-5.58,30.15,59.22,-13.93,53.22,0.10%,http://fund.eastmoney.com/001344.html
gp,001520,国投瑞银研究精选股票,2021-11-12,1.8440,2.1110,0,0.11,3.54,5.19,20.05,25.38,117.06,168.20,16.13,114.02,0.15%,http://fund.eastmoney.com/001520.html
gp,001726,汇添富新兴消费股票,2021-11-12,1.95,1.95,-0.76,0.10,5.58,0,3.50,15.38,74.57,143.14,5.86,95,0.15%,http://fund.eastmoney.com/001726.html
gp,007883,易方达沪深300医药联接C,2021-11-12,1.5285,1.5285,-0.22,0.10,-5.27,-11.43,-17.76,-5.67,29.90,,-14.01,46.87,0.00%,http://fund.eastmoney.com/007883.html
gp,011224,九泰盈泰量化股票A,2021-11-12,0.9245,0.9245,-0.54,0.08,-2.44,,,,,,,-7.55,0.15%,http://fund.eastmoney.com/011224.html
gp,011225,九泰盈泰量化股票C,2021-11-12,0.9231,0.9231,-0.54,0.07,-2.49,,,,,,,-7.69,0.00%,http://fund.eastmoney.com/011225.html
gp,376510,上投摩根大盘蓝筹股票,2021-11-12,3.4033,3.4033,0.56,0.06,4.22,-3.03,8.52,17.97,84.66,149.88,8.01,240.33,0.15%,http://fund.eastmoney.com/376510.html
gp,009265,易方达消费精选股票,2021-11-12,1.2180,1.2180,0.54,0.06,0.18,-0.79,-7.83,-4.07,,,-12.13,21.80,0.15%,http://fund.eastmoney.com/009265.html
gp,161035,富国中证医药主题指数增强A,2021-11-12,1.9820,1.9820,-0.45,0.05,-5.03,-7.69,-11.91,2.80,58.69,122.95,-4.80,98.20,0.12%,http://fund.eastmoney.com/161035.html
gp,012315,创金合信港股通成长股票A,2021-11-12,0.8345,0.8345,0.86,0.05,-1.16,-10.61,,,,,,-16.55,0.15%,http://fund.eastmoney.com/012315.html
gp,005626,富国中证医药主题指数增强C,2021-11-12,1.9810,1.9810,-0.45,0.05,-5.03,,,,,,,-3.93,0.00%,http://fund.eastmoney.com/005626.html
gp,000960,招商医药健康产业股票,2021-11-12,2.83,2.83,0,0.04,-8.80,-11.67,-16.64,-2.45,72.04,167.23,-7.55,183,0.15%,http://fund.eastmoney.com/000960.html
gp,012316,创金合信港股通成长股票C,2021-11-12,0.8329,0.8329,0.86,0.04,-1.21,-10.73,,,,,,-16.71,0.00%,http://fund.eastmoney.com/012316.html
gp,009414,中银大健康股票A,2021-11-12,1.2053,1.2053,0.18,0.02,-4.94,-10.09,-10.43,1.91,,,-5.19,20.53,0.15%,http://fund.eastmoney.com/009414.html
gp,010321,中银大健康股票C,2021-11-12,1.2005,1.2005,0.18,0.01,-4.98,-10.18,-10.62,1.51,,,-5.52,-0.74,0.00%,http://fund.eastmoney.com/010321.html
gp,000996,中银新动力股票,2021-11-12,1.3750,1.3750,0.07,0,0.59,-1.15,0.59,11.88,83.82,161.41,-1.15,37.50,0.15%,http://fund.eastmoney.com/000996.html
gp,011041,天弘国证生物医药ETF发起式联接C,2021-11-12,0.8657,0.8657,-0.25,-0.01,-6.02,-15.35,-19.42,,,,,-13.43,0.00%,http://fund.eastmoney.com/011041.html
gp,011040,天弘国证生物医药ETF发起式联接A,2021-11-12,0.8671,0.8671,-0.25,-0.01,-6.01,-15.31,-19.33,,,,,-13.29,0.10%,http://fund.eastmoney.com/011040.html
gp,011589,九泰天利量化A,2021-11-12,0.9996,0.9996,-0.01,-0.01,-0.04,,,,,,,-0.04,0.15%,http://fund.eastmoney.com/011589.html
gp,008713,国泰中证全指家用电器ETF联接A,2021-11-12,1.2463,1.2463,-0.41,-0.02,2.56,-8.64,-11.36,-12.46,,,-11.57,24.63,0.10%,http://fund.eastmoney.com/008713.html
gp,008714,国泰中证全指家用电器ETF联接C,2021-11-12,1.2405,1.2405,-0.40,-0.02,2.55,-8.70,-11.48,-12.71,,,-11.79,24.05,0.00%,http://fund.eastmoney.com/008714.html
gp,011590,九泰天利量化C,2021-11-12,0.9992,0.9992,0,-0.02,-0.08,,,,,,,-0.08,0.00%,http://fund.eastmoney.com/011590.html
gp,001104,华安新丝路主题股票A,2021-11-12,2.4810,2.59,-0.24,-0.04,0.24,-5.56,-8.18,8.36,81.82,191.39,-4.69,159.63,0.15%,http://fund.eastmoney.com/001104.html
gp,008056,南方上证50增强A,2021-11-12,1.3506,1.3506,-0.42,-0.04,-2.38,-6.03,-5.01,2.19,,,-8.64,35.06,0.15%,http://fund.eastmoney.com/008056.html
gp,012394,农银中证新华社民族品牌指数,2021-11-12,1.0001,1.0001,-0.26,-0.04,0,,,,,,,0,0.12%,http://fund.eastmoney.com/012394.html
gp,013505,华安新丝路主题股票C,2021-11-12,2.48,2.48,-0.24,-0.04,0.20,,,,,,,0.85,0.00%,http://fund.eastmoney.com/013505.html
gp,008057,南方上证50增强C,2021-11-12,1.3422,1.3422,-0.43,-0.05,-2.42,-6.13,-5.21,1.78,,,-8.95,34.22,0.00%,http://fund.eastmoney.com/008057.html
gp,005505,前海开源中药股票A,2021-11-12,1.8545,1.8545,0.17,-0.06,-2.01,0.49,11.10,8.67,33,75.32,10.19,85.45,0.15%,http://fund.eastmoney.com/005505.html
gp,000835,华润元大富时中国A50指数A,2021-11-12,2.9210,2.9210,-0.60,-0.07,-1.37,0.71,-1.72,6.18,45.11,90.29,-1.59,192.10,0.12%,http://fund.eastmoney.com/000835.html
gp,005506,前海开源中药股票C,2021-11-12,1.8429,1.8429,0.17,-0.07,-2.03,0.43,10.96,8.40,32.33,74.24,9.96,84.29,0.00%,http://fund.eastmoney.com/005506.html
gp,002621,中欧消费主题股票A,2021-11-12,2.6350,2.6350,0.19,-0.08,3.70,-3.37,-7.19,-9.51,49.55,132.77,-5.83,163.50,0.15%,http://fund.eastmoney.com/002621.html
gp,161726,招商国证生物医药指数(LOF)A,2021-11-12,0.8574,1.2529,-0.28,-0.08,-6.16,-15.92,-20.71,-4.89,55.23,113.62,-8.85,36.72,0.10%,http://fund.eastmoney.com/161726.html
gp,005063,广发中证全指家用电器指数A,2021-11-12,1.3052,1.3052,-0.53,-0.08,2.71,-7.22,-10.62,-10.83,29.07,65.80,-10.15,30.52,0.12%,http://fund.eastmoney.com/005063.html
gp,005064,广发中证全指家用电器指数C,2021-11-12,1.2975,1.2975,-0.54,-0.08,2.69,-7.27,-10.71,-11.01,28.57,65.18,-10.31,29.75,0.00%,http://fund.eastmoney.com/005064.html
gp,012417,招商国证生物医药指数(LOF)C,2021-11-12,0.8571,0.8571,-0.28,-0.08,-6.17,-15.95,,,,,,-22.99,0.00%,http://fund.eastmoney.com/012417.html
gp,010573,华润元大富时中国A50指数C,2021-11-12,2.9122,2.9122,-0.60,-0.08,-1.40,0.63,-1.86,5.86,,,-1.85,4.94,0.00%,http://fund.eastmoney.com/010573.html
gp,160219,国泰国证医药卫生行业指数,2021-11-12,0.8646,2.2496,-0.22,-0.09,-4.51,-8.88,-15.16,-4.23,41.63,79.40,-11.73,133.96,0.10%,http://fund.eastmoney.com/160219.html
gp,010998,博道消费智航,2021-11-12,0.9271,0.9271,-0.01,-0.10,-2.42,-3.33,-7.29,,,,,-7.29,1.50%,http://fund.eastmoney.com/010998.html
gp,001528,诺安先进制造股票,2021-11-12,2.7310,2.7310,0.15,-0.11,3.76,1.30,13.60,22.69,80.50,108.63,16.41,173.10,0.15%,http://fund.eastmoney.com/001528.html
gp,002697,中欧消费主题股票C,2021-11-12,2.6050,2.6050,0.19,-0.12,3.62,-3.55,-7.56,-10.23,47.34,128.51,-6.46,160.50,0.00%,http://fund.eastmoney.com/002697.html
gp,012599,华安国证生物医药指数C,2021-11-12,0.9394,0.9394,-0.27,-0.15,-6.16,,,,,,,-6.06,0.00%,http://fund.eastmoney.com/012599.html
gp,012598,华安国证生物医药指数A,2021-11-12,0.9399,0.9399,-0.28,-0.15,-6.14,,,,,,,-6.01,0.05%,http://fund.eastmoney.com/012598.html
gp,000971,诺安新经济股票,2021-11-12,1.7530,1.7530,0.11,-0.17,-0.96,-5.90,3.48,18.61,89.51,192.17,1.92,75.30,0.15%,http://fund.eastmoney.com/000971.html
gp,740101,长安沪深300非周期,2021-11-12,1.62,2.1240,-0.06,-0.18,0.68,-2.53,-1.34,1.06,45.68,84.93,-5.37,148.66,0.15%,http://fund.eastmoney.com/740101.html
gp,160127,南方新兴消费增长股票(LOF)A,2021-11-12,0.9297,0.9297,-0.53,-0.19,2.24,-5.89,-10.08,-6.30,60.18,152.27,-11.62,339.61,0.15%,http://fund.eastmoney.com/160127.html
gp,005229,嘉实富时中国A50ETF联接C,2021-11-12,1.3469,1.3469,-0.72,-0.19,-1.74,-0.78,-6.98,-2.45,24.63,58.51,-9.71,32.10,0.00%,http://fund.eastmoney.com/005229.html
gp,004488,嘉实富时中国A50ETF联接A,2021-11-12,1.5143,1.5143,-0.73,-0.19,-1.72,-0.69,-6.80,-2.08,25.62,60.52,-9.42,51.43,0.12%,http://fund.eastmoney.com/004488.html
gp,160144,南方新兴消费增长股票(LOF)C,2021-11-12,0.9247,0.9247,-0.53,-0.19,2.20,-6.03,-10.35,,,,-12.07,-6.23,0.00%,http://fund.eastmoney.com/160144.html
gp,000751,嘉实新兴产业股票,2021-11-12,5.11,5.11,-0.18,-0.21,2.28,-7.07,-4.04,5.12,74.88,180.46,-5.25,411,0.15%,http://fund.eastmoney.com/000751.html
gp,010736,易方达沪深300指数增强A,2021-11-12,0.8955,0.8955,-0.28,-0.21,-1.83,-2.37,-8.26,,,,-10.45,-10.45,0.15%,http://fund.eastmoney.com/010736.html
gp,540009,汇丰晋信消费红利股票,2021-11-12,1.0299,2.0029,0.07,-0.22,2.68,-4.02,-8.63,-1.09,61.27,105.93,-6.07,133.89,0.15%,http://fund.eastmoney.com/540009.html
gp,003416,招商财经大数据股票A,2021-11-12,1.4814,1.4814,1.51,-0.22,10.79,1.22,17.81,27.41,84.69,120.74,18.17,48.14,0.15%,http://fund.eastmoney.com/003416.html
gp,004403,平安股息精选沪港深A,2021-11-12,1.5326,1.5326,-0.10,-0.23,-0.64,-2.10,-7.60,4.46,38.11,62.63,-1.08,53.26,0.15%,http://fund.eastmoney.com/004403.html
gp,007952,招商财经大数据股票C,2021-11-12,1.4692,1.4692,1.51,-0.23,10.73,1.07,17.47,26.69,82.96,,17.59,80.98,0.00%,http://fund.eastmoney.com/007952.html
gp,010737,易方达沪深300指数增强C,2021-11-12,0.8931,0.8931,-0.29,-0.23,-1.86,-2.45,-8.41,,,,-10.69,-10.69,0.00%,http://fund.eastmoney.com/010737.html
gp,110003,易方达上证50增强A,2021-11-12,2.1958,4.1458,-0.52,-0.25,-2.18,-1.02,-9.28,-4.05,25.38,76.69,-13.98,600.11,0.15%,http://fund.eastmoney.com/110003.html
gp,004404,平安股息精选沪港深C,2021-11-12,1.4709,1.4709,-0.11,-0.25,-0.70,-2.30,-7.98,3.62,35.94,58.86,-1.77,47.09,0.00%,http://fund.eastmoney.com/004404.html
gp,162412,华宝医疗ETF联接A,2021-11-12,1.1652,0.7045,-0.43,-0.26,-6.69,-11.57,-16.31,-4.35,57.05,116.36,-11.43,-25.82,0.12%,http://fund.eastmoney.com/162412.html
gp,502056,广发中证医疗指数(LOF)A,2021-11-12,1.3178,1.3313,-0.43,-0.26,-6.84,-11.63,-15.62,-1.69,56.69,113.43,-8.71,40.51,0.05%,http://fund.eastmoney.com/502056.html
gp,004746,易方达上证50增强C,2021-11-12,2.1709,2.2709,-0.52,-0.26,-2.20,-1.08,-9.39,-4.29,24.75,75.28,-14.17,97.40,0.00%,http://fund.eastmoney.com/004746.html
gp,370023,上投摩根中证消费服务指数,2021-11-12,2.1014,2.2814,-0.27,-0.27,-2.38,-3.79,-11.54,-6.40,26.67,61.90,-13.59,145.92,0.12%,http://fund.eastmoney.com/370023.html
gp,009106,嘉合同顺智选股票A,2021-11-12,0.9705,1.1205,-0.20,-0.27,-1.27,-5.02,-1.63,11.34,,,3.08,11.99,0.15%,http://fund.eastmoney.com/009106.html
gp,009881,广发中证医疗指数(LOF)C,2021-11-12,1.3149,1.3149,-0.43,-0.27,-6.85,-11.67,-15.70,-1.90,,,-8.86,-0.76,0.00%,http://fund.eastmoney.com/009881.html
gp,012323,华宝医疗ETF联接C,2021-11-12,1.1642,1.1642,-0.44,-0.27,-6.71,-11.62,,,,,,-16.77,0.00%,http://fund.eastmoney.com/012323.html
gp,090012,大成深证成长40ETF联接,2021-11-12,1.4380,1.4380,0,-0.28,3.30,-6.20,-7.35,-1.64,56.99,99.45,-6.14,43.80,0.12%,http://fund.eastmoney.com/090012.html
gp,009107,嘉合同顺智选股票C,2021-11-12,0.9617,1.1117,-0.20,-0.28,-1.31,-5.15,-1.88,10.78,,,2.64,11.08,0.00%,http://fund.eastmoney.com/009107.html
gp,010331,天弘消费股票A,2021-11-12,0.8629,0.8629,0.34,-0.28,0.50,-4.97,-13.71,,,,,-13.71,0.12%,http://fund.eastmoney.com/010331.html
gp,001044,嘉实新消费股票,2021-11-12,2.4310,2.5010,0.29,-0.29,2.23,0.25,-5.30,2.10,59.41,110.17,-3.80,154.73,0.15%,http://fund.eastmoney.com/001044.html
gp,010954,天弘国证A50指数C,2021-11-12,0.9523,0.9523,-0.76,-0.30,-0.71,-1.09,-4.02,,,,,-4.77,0.00%,http://fund.eastmoney.com/010954.html
gp,008154,嘉实医药健康100ETF联接A,2021-11-12,0.8302,0.8302,-0.05,-0.30,-3.01,-9.31,-20.50,,,,,-16.98,0.12%,http://fund.eastmoney.com/008154.html
gp,010953,天弘国证A50指数A,2021-11-12,0.9536,0.9536,-0.77,-0.30,-0.70,-1.05,-3.93,,,,,-4.64,0.10%,http://fund.eastmoney.com/010953.html
gp,010332,天弘消费股票C,2021-11-12,0.8607,0.8607,0.33,-0.30,0.46,-5.06,-13.90,,,,,-13.93,0.00%,http://fund.eastmoney.com/010332.html
gp,008155,嘉实医药健康100ETF联接C,2021-11-12,0.8292,0.8292,-0.06,-0.31,-3.04,-9.37,-20.59,,,,,-17.08,0.00%,http://fund.eastmoney.com/008155.html
gp,000968,广发养老指数A,2021-11-12,1.1324,1.1324,-0.26,-0.33,0.45,-2.54,-13.85,-11.32,18.73,31.77,-11.41,13.24,0.12%,http://fund.eastmoney.com/000968.html
gp,002982,广发养老指数C,2021-11-12,1.1183,1.1183,-0.26,-0.33,0.44,-2.59,-13.93,-11.49,18.26,31.03,-11.56,17.07,0.00%,http://fund.eastmoney.com/002982.html
gp,011418,汇添富消费精选两年持有股票A,2021-11-12,0.9739,0.9739,-0.32,-0.33,2.24,0.29,-2.61,,,,,-2.61,0.15%,http://fund.eastmoney.com/011418.html
gp,011419,汇添富消费精选两年持有股票C,2021-11-12,0.9719,0.9719,-0.32,-0.34,2.20,0.19,-2.81,,,,,-2.81,0.00%,http://fund.eastmoney.com/011419.html
gp,001193,中金消费升级,2021-11-12,1.3370,1.3370,-0.25,-0.36,0.94,-4.91,-14.07,-7.54,58.79,119.54,-16.12,33.70,0.15%,http://fund.eastmoney.com/001193.html
gp,006699,红土创新沪深300增强C,2021-11-12,1.39,1.39,-0.34,-0.40,-3,-7.22,-11.03,-3.81,30.04,,-10.48,39,0.00%,http://fund.eastmoney.com/006699.html
gp,006698,红土创新沪深300增强A,2021-11-12,1.4043,1.4043,-0.34,-0.40,-2.98,-7.15,-10.89,-3.52,30.91,,-10.26,40.43,0.12%,http://fund.eastmoney.com/006698.html
gp,009852,银华品质消费股票,2021-11-12,0.9407,0.9407,-0.29,-0.42,-0.57,-7.91,-12.95,-5.93,,,-9.11,-5.93,0.15%,http://fund.eastmoney.com/009852.html
gp,519032,海富通上证非周期ETF联接,2021-11-12,1.6220,1.6220,0.06,-0.43,-0.06,-1.40,0.37,3.84,36.65,64.34,-4.70,62.20,0.12%,http://fund.eastmoney.com/519032.html
gp,001027,前海开源中证大农业指数增强,2021-11-12,1.3750,1.3750,0.44,-0.43,1.78,3.62,-2.55,4.01,43.83,109.28,-2.07,37.50,0.12%,http://fund.eastmoney.com/001027.html
gp,008519,中金中证沪港深优选消费50指数A,2021-11-12,1.3777,1.3777,0.08,-0.45,0.30,-0.17,-7.18,-1.42,,,-10.27,37.77,0.10%,http://fund.eastmoney.com/008519.html
