fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
gp,010004,景顺长城电子信息产业股票C,2021-06-18,1.1848,1.1848,1.37,4.55,16.68,23.46,10.69,,,,7.23,18.48,0.00%,http://fund.eastmoney.com/010004.html
gp,001628,招商体育文化休闲股票,2021-06-18,1.6580,1.6580,1.72,4.54,9.08,8.72,23.64,48.04,111.21,99.28,16.35,65.80,0.15%,http://fund.eastmoney.com/001628.html
gp,005495,创金合信科技成长股票A,2021-06-18,2.0516,2.0516,1.72,4.45,10.50,13.39,14.65,28.03,144.68,120.48,7.39,105.16,0.15%,http://fund.eastmoney.com/005495.html
gp,005496,创金合信科技成长股票C,2021-06-18,2.0109,2.0109,1.71,4.45,10.46,13.25,14.37,27.40,141.69,115.99,7.14,101.09,0.00%,http://fund.eastmoney.com/005496.html
gp,007685,华商电子行业量化股票,2021-06-18,1.7386,1.7386,1.49,4.42,10.80,13.59,9.28,26.40,,,5.12,73.86,0.15%,http://fund.eastmoney.com/007685.html
gp,011613,华夏科创板50ETF联接C,2021-06-18,1.1617,1.1617,1.37,4.08,13.18,16.72,,,,,,16.17,0.00%,http://fund.eastmoney.com/011613.html
gp,011612,华夏科创板50ETF联接A,2021-06-18,1.1626,1.1626,1.38,4.08,13.21,16.80,,,,,,16.26,0.12%,http://fund.eastmoney.com/011612.html
gp,001072,华安智能装备主题股票,2021-06-18,2.2770,2.33,0.31,3.93,13.28,19.09,18.53,43.48,148.58,129.07,12.33,139.29,0.15%,http://fund.eastmoney.com/001072.html
gp,011611,华泰柏瑞科创板50ETF联接C,2021-06-18,1.1460,1.1460,1.40,3.91,12.32,14.68,,,,,,14.60,0.00%,http://fund.eastmoney.com/011611.html
gp,011610,华泰柏瑞科创板50ETF联接A,2021-06-18,1.1468,1.1468,1.40,3.91,12.34,14.76,,,,,,14.68,0.10%,http://fund.eastmoney.com/011610.html
gp,011614,工银科创板50ETF联接A,2021-06-18,1.1632,1.1632,1.36,3.81,12.67,16.29,,,,,,16.32,0.10%,http://fund.eastmoney.com/011614.html
gp,011615,工银科创板50ETF联接C,2021-06-18,1.1619,1.1619,1.36,3.81,12.64,16.17,,,,,,16.19,0.00%,http://fund.eastmoney.com/011615.html
gp,006081,海富通电子传媒股票A,2021-06-18,2.5408,2.5408,2.10,3.76,16.90,18.28,15.51,38.20,149.15,,11.93,154.08,0.15%,http://fund.eastmoney.com/006081.html
gp,006080,海富通电子传媒股票C,2021-06-18,2.4685,2.4685,2.10,3.74,16.82,18.04,15.05,37.10,145.87,,11.53,146.85,0.00%,http://fund.eastmoney.com/006080.html
gp,011608,易方达科创板50ETF联接A,2021-06-18,1.1530,1.1530,1.34,3.74,12.36,15.62,,,,,,15.30,0.06%,http://fund.eastmoney.com/011608.html
gp,011609,易方达科创板50ETF联接C,2021-06-18,1.1527,1.1527,1.35,3.74,12.35,15.59,,,,,,15.27,0.00%,http://fund.eastmoney.com/011609.html
gp,001617,天弘中证电子ETF联接A,2021-06-18,1.5405,1.5405,1.17,3.62,8.84,12.63,7.10,19.48,107.06,71.53,3.20,54.05,0.10%,http://fund.eastmoney.com/001617.html
gp,001618,天弘中证电子ETF联接C,2021-06-18,1.5194,1.5194,1.17,3.62,8.82,12.58,6.99,19.25,106.24,70.51,3.11,51.94,0.00%,http://fund.eastmoney.com/001618.html
gp,163116,申万中证申万电子行业投资指数(LOF)A,2021-06-18,1.0195,1.1888,1.32,3.48,9.88,13.92,10.50,26.34,117.66,78.30,5.87,18.88,0.12%,http://fund.eastmoney.com/163116.html
gp,010531,申万中证申万电子行业投资指数(LOF)C,2021-06-18,1.0761,1.0761,1.33,3.48,9.85,13.84,10.35,,,,5.73,7.61,0.00%,http://fund.eastmoney.com/010531.html
gp,006502,财通集成电路产业股票A,2021-06-18,2.2019,2.2019,1.78,3.17,8.33,15.33,19,31.65,142.45,,14.09,120.19,0.15%,http://fund.eastmoney.com/006502.html
gp,006503,财通集成电路产业股票C,2021-06-18,2.1574,2.1574,1.77,3.16,8.25,15.10,18.53,30.59,138.60,,13.66,115.74,0.00%,http://fund.eastmoney.com/006503.html
gp,001410,信达澳银新能源产业股票,2021-06-18,4.1370,4.1990,2.58,3.06,17.60,21.68,17.93,37.99,187.89,208.70,12.11,333.11,0.15%,http://fund.eastmoney.com/001410.html
gp,007750,广发优势增长股票,2021-06-18,2.0473,2.0473,1.36,3.06,7.68,26.18,29.46,63.85,,,20.64,104.73,0.15%,http://fund.eastmoney.com/007750.html
gp,002900,南方中证500信息技术联接A,2021-06-18,1.2178,1.2178,0.68,3.01,10.91,16.09,4.11,-1.47,51.66,46.78,4.69,21.78,0.12%,http://fund.eastmoney.com/002900.html
gp,004347,南方中证500信息技术联接C,2021-06-18,1.2001,1.2001,0.68,3,10.87,15.99,3.90,-1.86,50.44,45.03,4.50,28.57,0.00%,http://fund.eastmoney.com/004347.html
gp,007817,国泰中证全指通信设备ETF联接A,2021-06-18,1.0053,1.0053,0.96,2.94,10.80,5.59,-0.73,-10.24,,,-1.88,0.53,0.10%,http://fund.eastmoney.com/007817.html
gp,007818,国泰中证全指通信设备ETF联接C,2021-06-18,0.9990,0.9990,0.96,2.94,10.78,5.51,-0.87,-10.51,,,-2.02,-0.10,0.00%,http://fund.eastmoney.com/007818.html
gp,008087,华夏中证5G通信主题ETF联接C,2021-06-18,1.1262,1.1262,1.23,2.89,11.17,12.41,-2.84,-6.33,,,-4.15,12.62,0.00%,http://fund.eastmoney.com/008087.html
gp,008086,华夏中证5G通信主题ETF联接A,2021-06-18,1.1312,1.1312,1.23,2.88,11.20,12.48,-2.70,-6.05,,,-4.03,13.12,0.12%,http://fund.eastmoney.com/008086.html
gp,006257,信达澳银先进智造股票型,2021-06-18,2.5373,2.5373,2.43,2.84,17.21,21.83,17.16,38.30,174.93,,12.15,153.73,0.15%,http://fund.eastmoney.com/006257.html
gp,010128,宝盈发展新动能股票A,2021-06-18,1.2845,1.2845,2.69,2.81,17.30,24.64,23.77,,,,16.87,28.45,0.15%,http://fund.eastmoney.com/010128.html
gp,010129,宝盈发展新动能股票C,2021-06-18,1.28,1.28,2.69,2.80,17.25,24.49,23.47,,,,16.61,28,0.00%,http://fund.eastmoney.com/010129.html
gp,000828,泰达转型机遇,2021-06-18,2.8030,3.0230,6.05,2.79,22.08,40.08,34.69,111.55,242.25,231.72,24.25,236.82,0.12%,http://fund.eastmoney.com/000828.html
gp,006923,前海开源沪港深非周期股票A,2021-06-18,1.5916,1.5916,3.59,2.79,8.71,5.97,7.77,34.11,59.22,,-0.79,59.16,0.15%,http://fund.eastmoney.com/006923.html
gp,006924,前海开源沪港深非周期股票C,2021-06-18,1.5826,1.5826,3.59,2.79,8.69,5.91,7.64,33.78,58.43,,-0.90,58.26,0.00%,http://fund.eastmoney.com/006924.html
gp,005962,宝盈人工智能股票A,2021-06-18,3.0915,3.0915,2.60,2.63,16.23,20.88,17,41,188.79,,9.81,209.15,0.15%,http://fund.eastmoney.com/005962.html
gp,008889,银华中证5G通信主题ETF联接A,2021-06-18,0.8708,0.8708,1.21,2.62,10.82,11.94,-2.78,-13.18,,,-4.11,-12.92,0.12%,http://fund.eastmoney.com/008889.html
gp,005963,宝盈人工智能股票C,2021-06-18,3.0216,3.0216,2.60,2.61,16.15,20.65,16.52,39.86,184.20,,9.40,202.16,0.00%,http://fund.eastmoney.com/005963.html
gp,006930,泰康港股通TMT指数A,2021-06-18,1.0979,1.0979,1.16,2.61,5.35,0.23,10.19,12.32,20.42,,9.19,9.79,0.10%,http://fund.eastmoney.com/006930.html
gp,010524,银华中证5G通信主题ETF联接C,2021-06-18,0.8698,0.8698,1.21,2.61,10.79,11.86,,,,,,-5.39,0.00%,http://fund.eastmoney.com/010524.html
gp,006931,泰康港股通TMT指数C,2021-06-18,1.0882,1.0882,1.15,2.59,5.31,0.13,9.96,11.86,19.46,,8.98,8.82,0.00%,http://fund.eastmoney.com/006931.html
gp,010495,创金合信创新驱动股票A,2021-06-18,1.0253,1.0253,1.38,2.58,10.27,11.80,,,,,2.56,2.53,0.15%,http://fund.eastmoney.com/010495.html
gp,010496,创金合信创新驱动股票C,2021-06-18,1.0215,1.0215,1.38,2.57,10.19,11.57,,,,,2.18,2.15,0.00%,http://fund.eastmoney.com/010496.html
gp,009492,宝盈创新驱动股票C,2021-06-18,1.2380,1.2380,2.47,2.51,16.05,20.97,17.84,,,,10.85,23.80,0.00%,http://fund.eastmoney.com/009492.html
gp,009491,宝盈创新驱动股票A,2021-06-18,1.2433,1.2433,2.46,2.51,16.10,21.12,18.13,,,,11.11,24.33,0.15%,http://fund.eastmoney.com/009491.html
gp,005569,中融智选红利股票A,2021-06-18,1.6220,1.6220,2.30,2.48,6.86,11.65,17.89,37.89,70.15,64.92,13.71,62.20,0.15%,http://fund.eastmoney.com/005569.html
gp,011377,创金合信积极成长股票A,2021-06-18,0.9920,0.9920,1.67,2.47,9.70,12.34,,,,,,-0.80,0.15%,http://fund.eastmoney.com/011377.html
gp,005570,中融智选红利股票C,2021-06-18,1.5983,1.5983,2.29,2.46,6.82,11.52,17.60,37.26,68.83,62.71,13.47,59.83,0.00%,http://fund.eastmoney.com/005570.html
gp,011378,创金合信积极成长股票C,2021-06-18,0.9902,0.9902,1.66,2.45,9.66,12.19,,,,,,-0.98,0.00%,http://fund.eastmoney.com/011378.html
gp,005328,前海开源价值策略股票,2021-06-18,1.6332,1.6332,0.81,2.42,7.40,12.16,15.34,39.29,106.42,83.53,7.90,63.32,0.15%,http://fund.eastmoney.com/005328.html
gp,005826,华夏潜龙精选股票,2021-06-18,2.33,2.33,2.58,2.40,10.10,8.14,19.45,55.15,97.49,,6.87,133,0.15%,http://fund.eastmoney.com/005826.html
gp,002289,华商改革创新股票,2021-06-18,1.9604,1.9604,3.06,2.39,4.94,10.33,8.35,25.74,93.14,101.09,0.38,96.04,0.15%,http://fund.eastmoney.com/002289.html
gp,160630,鹏华国防A,2021-06-18,1.2010,1.2930,2.56,2.39,6.19,9.08,3.18,46.04,80.06,74.12,-13.22,13.26,0.12%,http://fund.eastmoney.com/160630.html
gp,000942,广发信息技术联接A,2021-06-18,1.3164,1.3164,0.80,2.36,9.79,13.79,4.31,5.79,54.40,41.44,2.09,31.64,0.12%,http://fund.eastmoney.com/000942.html
gp,002974,广发信息技术联接C,2021-06-18,1.3058,1.3058,0.80,2.35,9.78,13.74,4.21,5.58,53.75,40.62,2,13.90,0.00%,http://fund.eastmoney.com/002974.html
gp,001319,农银信息传媒股票,2021-06-18,1.2685,1.2685,0.93,2.33,8.74,12.16,2.65,17.02,105.76,85.02,-1.23,26.85,0.15%,http://fund.eastmoney.com/001319.html
gp,001707,诺安高端制造股票,2021-06-18,1.6310,1.6310,0.74,2.32,4.02,4.75,11.64,47.47,54.89,96.98,3.16,63.10,0.15%,http://fund.eastmoney.com/001707.html
gp,010161,广发瑞安精选股票A,2021-06-18,1.1093,1.1093,1.70,2.32,10,16.05,10.97,,,,9.50,10.93,0.15%,http://fund.eastmoney.com/010161.html
gp,010162,广发瑞安精选股票C,2021-06-18,1.1071,1.1071,1.70,2.32,9.96,15.94,10.75,,,,9.30,10.71,0.00%,http://fund.eastmoney.com/010162.html
gp,011425,广发优势成长股票A,2021-06-18,1.0814,1.0814,1.07,2.28,5.12,15.56,,,,,,8.14,0.15%,http://fund.eastmoney.com/011425.html
gp,011426,广发优势成长股票C,2021-06-18,1.0799,1.0799,1.08,2.27,5.09,15.44,,,,,,7.99,0.00%,http://fund.eastmoney.com/011426.html
gp,012041,鹏华国防C,2021-06-18,1.0910,1.0910,2.44,2.25,6.13,,,,,,,9.10,0.00%,http://fund.eastmoney.com/012041.html
gp,502003,易方达中证军工(LOF),2021-06-18,1.3115,0.8448,2.09,2.17,6.32,9.68,4.65,49.05,80.65,84.54,-10.08,-13.26,0.10%,http://fund.eastmoney.com/502003.html
gp,160643,鹏华空天军工指数(LOF)A,2021-06-18,1.3484,1.3484,2.59,2.17,5.96,9.80,2.11,45.58,77.33,69.46,-14.44,34.84,0.12%,http://fund.eastmoney.com/160643.html
gp,010364,鹏华空天军工指数(LOF)C,2021-06-18,1.0817,1.0817,2.58,2.15,5.96,9.76,2.06,,,,-14.48,8.17,0.00%,http://fund.eastmoney.com/010364.html
gp,000596,前海开源中证军工指数A,2021-06-18,1.9070,1.9070,2.25,2.14,5.83,9.16,3.47,40.95,72.89,71.34,-11.14,90.70,0.12%,http://fund.eastmoney.com/000596.html
gp,161031,富国中证工业4.0指数(LOF),2021-06-18,1.1010,0.8310,1.94,2.13,9.66,13.27,10.54,39.17,135.89,123.35,3.38,-0.53,0.12%,http://fund.eastmoney.com/161031.html
gp,002199,前海开源中证军工指数C,2021-06-18,0.97,1.93,2.32,2.11,5.78,9.11,3.41,40.58,71.99,70.18,-11.25,-4.11,0.12%,http://fund.eastmoney.com/002199.html
gp,161024,富国中证军工指数(LOF),2021-06-18,1.1170,1.7610,2.10,2.10,6.28,8.87,3.62,37.26,55.07,54.85,-10.71,69.61,0.12%,http://fund.eastmoney.com/161024.html
gp,163115,申万菱信中证军工指数(LOF),2021-06-18,1.0988,1.9175,2.06,2.10,6.31,9.41,3.97,41.84,64.97,66.52,-10.62,56.28,0.10%,http://fund.eastmoney.com/163115.html
gp,001528,诺安先进制造股票,2021-06-18,2.5520,2.5520,1.75,2.08,4.63,4.25,12.27,52.45,81.77,70.13,8.78,155.20,0.15%,http://fund.eastmoney.com/001528.html
gp,003017,广发中证军工ETF联接A,2021-06-18,1.1073,1.1073,2.08,2.07,6.15,9.12,4.10,37.31,59.74,62.43,-10.51,10.73,0.12%,http://fund.eastmoney.com/003017.html
gp,005693,广发中证军工ETF联接C,2021-06-18,1.1042,1.1042,2.08,2.07,6.13,9.06,3.99,37.05,59.01,61.67,-10.60,54.48,0.00%,http://fund.eastmoney.com/005693.html
gp,167507,安信深圳科技指数(LOF)C,2021-06-18,1.4526,1.4526,1.79,2.06,7.46,11.52,3.51,16.64,,,1.20,45.26,0.00%,http://fund.eastmoney.com/167507.html
gp,167506,安信深圳科技指数(LOF)A,2021-06-18,1.4582,1.4582,1.79,2.06,7.48,11.59,3.64,16.93,,,1.31,45.82,0.12%,http://fund.eastmoney.com/167506.html
gp,164402,前海开源中航军工指数,2021-06-18,1.0010,1.0010,2.35,2.04,5.59,10,5.81,46.47,61.04,63.35,-12.12,3.33,0.12%,http://fund.eastmoney.com/164402.html
gp,165524,信诚中证智能家居指数(LOF),2021-06-18,0.9520,0.6360,0.85,2.04,9.55,14.15,4.04,2.92,47.81,31.20,2.59,-36.64,0.10%,http://fund.eastmoney.com/165524.html
gp,012040,鹏华信息C,2021-06-18,1.0980,1.0980,0.83,2.04,7.65,,,,,,,9.80,0.00%,http://fund.eastmoney.com/012040.html
gp,160626,鹏华信息A,2021-06-18,1.0640,1.9990,0.85,2.01,7.58,12.35,3.20,8.24,81.03,58.42,-0.19,133.54,0.12%,http://fund.eastmoney.com/160626.html
gp,005777,广发科技动力股票,2021-06-18,2.1475,2.1475,1.49,1.98,5.58,5.25,5.05,18.86,116.31,114.99,-0.08,114.75,0.15%,http://fund.eastmoney.com/005777.html
gp,008326,东财中证通信A,2021-06-18,1.0187,1.0187,0.27,1.96,9.89,7.79,1.39,-2.81,,,-0.60,1.87,0.10%,http://fund.eastmoney.com/008326.html
gp,160322,华夏港股通精选股票LOF,2021-06-18,1.6777,1.7277,2.64,1.95,5.47,3.63,9.25,34.61,69.84,37.20,1.80,74.98,0.15%,http://fund.eastmoney.com/160322.html
gp,501019,国泰国证航天军工指数,2021-06-18,1.2305,1.2305,1.98,1.95,6.24,10.44,5.64,41.10,75.94,79.61,-7.75,23.05,0.12%,http://fund.eastmoney.com/501019.html
gp,008327,东财中证通信C,2021-06-18,1.0151,1.0151,0.27,1.95,9.87,7.73,1.27,-3.05,,,-0.70,1.51,0.00%,http://fund.eastmoney.com/008327.html
gp,540007,汇丰晋信中小盘股票,2021-06-18,2.1868,2.2068,1.22,1.92,7.44,-0.70,6.42,27.35,104.62,95.15,-3.86,122.68,0.15%,http://fund.eastmoney.com/540007.html
gp,004784,招商稳健优选股票,2021-06-18,2.6909,2.6909,2.64,1.89,15.06,27.73,31.01,74.68,196.03,202.82,23.46,169.09,0.15%,http://fund.eastmoney.com/004784.html
gp,001899,东海社会安全,2021-06-18,0.7640,0.7640,1.73,1.87,4.23,6.85,5.82,4.51,24.84,9.14,4.51,-23.60,0.12%,http://fund.eastmoney.com/001899.html
gp,001956,国联安科技动力,2021-06-18,2.3157,2.3157,0.39,1.83,13.64,27.56,20.40,35.22,187.17,140.32,13.68,131.57,0.15%,http://fund.eastmoney.com/001956.html
gp,006751,富国互联科技股票A,2021-06-18,2.7323,2.7323,2.53,1.81,13.79,14.74,11.13,33.58,184.26,,3.95,173.23,0.15%,http://fund.eastmoney.com/006751.html
gp,011126,富国互联科技股票C,2021-06-18,2.7253,2.7253,2.53,1.80,13.74,14.58,,,,,3.68,6.39,0.00%,http://fund.eastmoney.com/011126.html
gp,001361,景顺中证科技传媒通信150ETF联接,2021-06-18,0.7420,0.7420,0.68,1.78,6.46,9.93,4.80,7.85,57.20,40.53,2.34,-25.80,0.12%,http://fund.eastmoney.com/001361.html
gp,001070,建信信息产业股票,2021-06-18,2.7660,2.7660,0.62,1.77,6.30,7.96,13.22,54.27,125.98,136.61,7.84,176.60,0.15%,http://fund.eastmoney.com/001070.html
gp,002387,工银沪港深股票A,2021-06-18,1.4797,1.5477,2.91,1.75,7.19,2.63,7.90,25.86,41.44,25.91,3.22,57.01,0.15%,http://fund.eastmoney.com/002387.html
gp,009476,建信食品饮料行业股票,2021-06-18,1.2391,1.2391,0.13,1.73,5.20,19.80,13.50,,,,8.59,23.91,0.15%,http://fund.eastmoney.com/009476.html
gp,161037,富国中证高端制造指数增强型,2021-06-18,2.1004,2.1004,1.74,1.70,6.75,9.08,10.68,32,120.61,101.25,5.87,110.04,0.12%,http://fund.eastmoney.com/161037.html
gp,010013,易方达信息行业精选股票,2021-06-18,1.0614,1.0614,1.01,1.69,9.43,9.69,4.42,,,,0.96,6.14,0.15%,http://fund.eastmoney.com/010013.html
gp,501311,嘉实港股通新经济指数A,2021-06-18,1.5087,1.5087,2.68,1.67,6.94,1.92,6.89,28.53,62.30,,1.71,50.87,0.10%,http://fund.eastmoney.com/501311.html
gp,165522,信诚中证TMT产业主题指数(LOF),2021-06-18,0.9180,1.6080,0.22,1.66,6.50,9.03,2.46,5.80,54.28,40.86,0.66,33.33,0.10%,http://fund.eastmoney.com/165522.html
gp,006614,嘉实港股通新经济指数C,2021-06-18,1.4940,1.4940,2.67,1.66,6.91,1.81,6.67,28.02,61.04,,1.53,49.40,0.00%,http://fund.eastmoney.com/006614.html
gp,008928,泰达消费红利指数A,2021-06-18,1.6658,1.6658,0.80,1.64,2.38,16.27,5.40,51.09,,,7.14,66.58,0.12%,http://fund.eastmoney.com/008928.html
gp,008929,泰达消费红利指数C,2021-06-18,1.6608,1.6608,0.80,1.63,2.36,16.20,5.27,50.72,,,7.01,66.08,0.00%,http://fund.eastmoney.com/008929.html
gp,005802,添富智能制造股票,2021-06-18,1.8192,1.8192,3,1.59,11.75,16.10,12.48,51.70,80.87,82.78,7.06,81.92,0.15%,http://fund.eastmoney.com/005802.html
gp,011833,西部利得人工智能主题指数增强C,2021-06-18,1.0158,1.0158,-0.29,1.59,,,,,,,,1.58,0.00%,http://fund.eastmoney.com/011833.html
gp,011832,西部利得人工智能主题指数增强A,2021-06-18,1.0158,1.0158,-0.30,1.58,,,,,,,,1.58,0.12%,http://fund.eastmoney.com/011832.html
gp,011685,创金合信先进装备股票A,2021-06-18,1.0493,1.0493,0.20,1.57,5.97,,,,,,,4.93,0.15%,http://fund.eastmoney.com/011685.html
gp,011686,创金合信先进装备股票C,2021-06-18,1.0481,1.0481,0.20,1.56,5.92,,,,,,,4.81,0.00%,http://fund.eastmoney.com/011686.html
gp,004683,建信高端医疗股票,2021-06-18,2.3220,2.3220,2.81,1.54,5.40,20.14,20.99,42.38,152.25,110.44,15.24,132.20,0.15%,http://fund.eastmoney.com/004683.html
gp,005669,前海开源公用事业股票,2021-06-18,2.1257,2.1257,5.13,1.53,28.71,40.36,35.74,111.58,112.23,111.37,27.95,112.57,0.15%,http://fund.eastmoney.com/005669.html
gp,009733,创金合信港股通大消费精选股票A,2021-06-18,1.0396,1.0396,2.57,1.52,7.18,3.31,5.56,,,,0.71,3.96,0.15%,http://fund.eastmoney.com/009733.html
gp,009734,创金合信港股通大消费精选股票C,2021-06-18,1.0337,1.0337,2.56,1.50,7.10,3.12,5.19,,,,0.38,3.37,0.00%,http://fund.eastmoney.com/009734.html
gp,004854,广发中证全指汽车指数A,2021-06-18,1.4795,1.4795,5.09,1.49,9.21,23.26,10.25,88.42,100.28,69.30,8.74,47.95,0.10%,http://fund.eastmoney.com/004854.html
gp,004855,广发中证全指汽车指数C,2021-06-18,1.4751,1.4751,5.10,1.49,9.19,23.20,10.13,88.05,99.66,68.74,8.64,47.51,0.00%,http://fund.eastmoney.com/004855.html
gp,006692,金信消费升级股票A,2021-06-18,2.1221,2.3673,1.75,1.48,7.25,22.31,14.22,48.82,132.18,,6.92,152.03,0.15%,http://fund.eastmoney.com/006692.html
gp,001242,博时中证淘金大数据100A,2021-06-18,1.1567,1.1567,0.97,1.47,3.29,8.99,3.61,11.90,43.73,24.58,0.81,15.67,0.12%,http://fund.eastmoney.com/001242.html
gp,001825,建信中国制造2025,2021-06-18,2.2819,2.2819,0.02,1.46,6.57,8.08,18.84,67.17,172.24,129.13,11.61,128.19,0.15%,http://fund.eastmoney.com/001825.html
gp,006693,金信消费升级股票C,2021-06-18,2.2099,2.4144,1.75,1.46,7.17,22.05,13.77,47.64,128.53,,6.52,147.34,0.00%,http://fund.eastmoney.com/006693.html
gp,009896,广发港股通成长精选股票A,2021-06-18,1.0782,1.0782,1.50,1.45,4.07,2.05,6.22,,,,2.59,7.82,0.15%,http://fund.eastmoney.com/009896.html
gp,009897,广发港股通成长精选股票C,2021-06-18,1.0749,1.0749,1.49,1.44,4.05,1.95,6.01,,,,2.40,7.49,0.00%,http://fund.eastmoney.com/009897.html
gp,005894,华夏优势精选股票,2021-06-18,2.2090,2.2090,2.36,1.43,9.60,17.63,20.33,45.06,116.08,,8.38,120.90,0.15%,http://fund.eastmoney.com/005894.html
gp,001718,工银物流产业股票,2021-06-18,3.4390,3.4390,2.66,1.42,5.04,5.39,22.87,91.37,161.32,172.07,13.76,243.90,0.15%,http://fund.eastmoney.com/001718.html
gp,008084,海富通先进制造股票C,2021-06-18,1.0587,1.0587,2.57,1.40,9.03,8.66,1.73,6.51,,,-11.18,5.87,0.00%,http://fund.eastmoney.com/008084.html
gp,008085,海富通先进制造股票A,2021-06-18,1.0650,1.0650,2.56,1.40,9.07,8.77,1.93,6.93,,,-11.02,6.50,0.15%,http://fund.eastmoney.com/008085.html
gp,011229,创金合信数字经济主题股票A,2021-06-18,1.1730,1.1730,1.58,1.39,8.01,9.63,,,,,,17.30,0.15%,http://fund.eastmoney.com/011229.html
gp,011230,创金合信数字经济主题股票C,2021-06-18,1.1706,1.1706,1.59,1.38,7.97,9.48,,,,,,17.06,0.00%,http://fund.eastmoney.com/011230.html
gp,501089,方正富邦消费红利指数增强(LOF),2021-06-18,1.4403,1.4403,0.78,1.37,1.06,12.35,-0.05,28.78,,,1.88,44.03,0.12%,http://fund.eastmoney.com/501089.html
gp,920003,中金新锐股票A,2021-06-18,3.4672,3.9472,1.36,1.31,10.32,15.53,19.77,51,,,15.32,66.54,1.50%,http://fund.eastmoney.com/920003.html
gp,920923,中金新锐股票C,2021-06-18,3.4470,3.4470,1.36,1.30,10.28,15.39,19.48,50.25,,,15.06,64.81,0.00%,http://fund.eastmoney.com/920923.html
gp,001036,嘉实企业变革股票,2021-06-18,1.9760,1.9760,1.59,1.28,6.47,18.47,19.69,45.19,123.78,107.78,11.95,97.60,0.15%,http://fund.eastmoney.com/001036.html
gp,001097,华泰柏瑞积极优选股票,2021-06-18,0.9510,0.9510,2.15,1.28,7.95,14.72,10.71,30.10,68.62,49.06,2.92,-4.90,0.15%,http://fund.eastmoney.com/001097.html
gp,000549,华安大国新经济股票,2021-06-18,3.4990,3.4990,1.74,1.24,9.31,15.67,13.94,32.79,117.33,109.40,10.45,249.90,0.15%,http://fund.eastmoney.com/000549.html
gp,161718,招商沪深300高贝塔,2021-06-18,1.1789,1.3902,2.08,1.22,6.24,6.31,-0.85,19.06,40.54,35.09,-3.87,33.59,0.10%,http://fund.eastmoney.com/161718.html
gp,006781,汇丰晋信港股通精选股票,2021-06-18,1.2171,1.2171,0.76,1.17,2.21,-2.78,4.76,14.56,22.30,,1.82,21.71,0.15%,http://fund.eastmoney.com/006781.html
gp,003359,大成360互联网+大数据100C,2021-06-18,1.3960,1.3960,1.38,1.16,7.14,12.13,6.56,17.91,49.79,55.63,10.09,23.87,0.00%,http://fund.eastmoney.com/003359.html
gp,002236,大成360互联网+大数据100A,2021-06-18,1.4310,1.4310,1.35,1.13,7.19,12.32,6.79,18.56,51.43,58.47,10.33,43.10,0.12%,http://fund.eastmoney.com/002236.html
