fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
gp,002861,工银智能制造股票,2021-06-18,1.8580,1.8580,1.25,-0.85,2.03,10.73,12.20,47.93,147.40,119.36,2.99,85.80,0.15%,http://fund.eastmoney.com/002861.html
gp,006196,华夏中证央企ETF联接A,2021-06-18,1.2542,1.2542,0.47,-0.85,1.30,2.23,7.38,26.73,23.87,,2.65,25.42,0.12%,http://fund.eastmoney.com/006196.html
gp,008258,中银证券中证500ETF联接A,2021-06-18,1.2788,1.2788,0.68,-0.85,0.93,5.68,5.66,22.28,,,4.52,27.88,0.12%,http://fund.eastmoney.com/008258.html
gp,009514,创金同顺创业板精选股票C,2021-06-18,1.2872,1.2872,1.17,-0.85,5.77,15.50,19.10,,,,12.85,28.72,0.00%,http://fund.eastmoney.com/009514.html
gp,008520,中金中证沪港深优选消费50指数C,2021-06-18,1.5385,1.5385,-0.40,-0.85,0.38,4.13,6.57,53.01,,,0.36,53.85,0.00%,http://fund.eastmoney.com/008520.html
gp,011473,工银战略转型股票C,2021-06-18,3.3780,3.3780,0.21,-0.85,2.46,0.24,,,,,,5.07,0.00%,http://fund.eastmoney.com/011473.html
gp,011478,工银美丽城镇股票C,2021-06-18,2.7930,2.7930,0.40,-0.85,0.61,11.68,,,,,,-1.65,0.00%,http://fund.eastmoney.com/011478.html
gp,410010,华富中小企业100指数增强,2021-06-18,1.6076,1.6076,0.84,-0.86,2.02,1.92,1.90,18.35,59.55,27.19,-2.23,60.76,0.12%,http://fund.eastmoney.com/410010.html
gp,005457,景顺长城量化小盘股票,2021-06-18,1.5686,1.5686,0.69,-0.86,5.45,9.54,14.92,39.72,72.37,58.93,12.74,56.86,0.15%,http://fund.eastmoney.com/005457.html
gp,006197,华夏中证央企ETF联接C,2021-06-18,1.2445,1.2445,0.48,-0.86,1.28,2.15,7.22,26.35,23.13,,2.51,24.45,0.00%,http://fund.eastmoney.com/006197.html
gp,006593,博道中证500增强A,2021-06-18,1.9786,2.0786,0.58,-0.86,3.78,11.92,19.67,50.16,85.94,,17.23,115.39,0.12%,http://fund.eastmoney.com/006593.html
gp,001241,国寿安保中证500ETF联接,2021-06-18,0.6624,0.6624,0.65,-0.87,1.21,6.72,7.03,17.80,39.86,26.03,5.80,-33.77,0.12%,http://fund.eastmoney.com/001241.html
gp,501037,汇添富中证500C,2021-06-18,1.1575,1.1575,0.71,-0.87,1.67,7.79,7.89,25.56,51.19,36.34,6.78,15.75,0.00%,http://fund.eastmoney.com/501037.html
gp,501036,汇添富中证500A,2021-06-18,1.1675,1.1675,0.72,-0.87,1.69,7.86,8.02,25.86,51.94,37.32,6.90,16.75,0.08%,http://fund.eastmoney.com/501036.html
gp,501025,鹏华香港银行指数(LOF)A,2021-06-18,1.0079,1.0579,-0.89,-0.87,-2.80,-2.98,13.01,7.36,-6.95,-9.48,10.49,4.85,0.12%,http://fund.eastmoney.com/501025.html
gp,167706,德邦量化新锐股票C,2021-06-18,1.2698,1.2698,0.70,-0.87,1.61,4.21,-1.15,13.15,45.94,33.48,-1.95,26.95,0.00%,http://fund.eastmoney.com/167706.html
gp,167705,德邦量化新锐股票A,2021-06-18,1.2804,1.2804,0.71,-0.87,1.64,4.28,-1.02,13.44,46.62,34.51,-1.83,28.01,0.12%,http://fund.eastmoney.com/167705.html
gp,006594,博道中证500增强C,2021-06-18,1.9640,2.0640,0.58,-0.87,3.76,11.83,19.49,49.72,84.83,,17.07,113.81,0.00%,http://fund.eastmoney.com/006594.html
gp,010365,鹏华香港银行指数(LOF)C,2021-06-18,1.1753,1.1753,-0.89,-0.87,-2.81,-3.01,12.96,,,,10.44,17.53,0.00%,http://fund.eastmoney.com/010365.html
gp,003986,申万菱信中证500指数优选增强A,2021-06-18,1.8299,1.9179,1.07,-0.88,1.21,6.18,9.94,31.08,74.42,67.69,6.69,97.24,0.12%,http://fund.eastmoney.com/003986.html
gp,450009,国富中小盘股票,2021-06-18,2.7760,3.79,0.25,-0.89,-1.94,-0.64,15.19,56.92,103.14,110.82,11.17,401.98,0.15%,http://fund.eastmoney.com/450009.html
gp,007794,申万菱信中证500指数优选增强C,2021-06-18,1.65,1.65,1.07,-0.89,1.18,6.10,9.77,30.68,,,6.53,65,0.00%,http://fund.eastmoney.com/007794.html
gp,160127,南方新兴消费增长股票(LOF)A,2021-06-18,1.0913,1.0913,0.98,-0.90,1.49,6.27,9.68,49.64,131.77,120.55,3.75,416.02,0.15%,http://fund.eastmoney.com/160127.html
gp,160516,博时中证全指证券公司指数(LOF),2021-06-18,1.2791,0.8853,0.90,-0.90,2.34,5.87,-4.09,18.64,17.11,31.78,-8,-11.47,0.10%,http://fund.eastmoney.com/160516.html
gp,003318,景顺中证500行业中性低波动,2021-06-18,1.2714,1.2714,0.23,-0.90,-0.11,5.43,7.86,22.54,40.21,38.24,8.69,27.14,0.12%,http://fund.eastmoney.com/003318.html
gp,206012,鹏华价值精选股票,2021-06-18,2.9880,2.9880,1.39,-0.90,4.92,8.46,10.83,53.70,145.12,144.12,2.19,198.80,0.15%,http://fund.eastmoney.com/206012.html
gp,004476,景顺长城沪港深领先科技,2021-06-18,2.30,2.30,2.18,-0.90,3.93,6.19,8.49,35.29,126.38,105.72,3,130,0.15%,http://fund.eastmoney.com/004476.html
gp,502053,长盛中证全指证券指数(LOF),2021-06-18,0.9996,0.9996,0.90,-0.91,2.22,4.44,-4.89,24.39,28.51,44.51,-9.13,12.84,0.12%,http://fund.eastmoney.com/502053.html
gp,160633,鹏华券商A,2021-06-18,1.09,0.6390,0.93,-0.91,2.06,4.21,-6.92,17.25,28.32,42.48,-10.44,-33.78,0.12%,http://fund.eastmoney.com/160633.html
gp,006129,华安中证500低波ETF联接A,2021-06-18,1.3309,1.3309,0.22,-0.91,-0.39,4.40,5.36,13.09,25.53,,6.80,33.09,0.12%,http://fund.eastmoney.com/006129.html
gp,006130,华安中证500低波ETF联接C,2021-06-18,1.3129,1.3129,0.22,-0.91,-0.42,4.30,5.15,12.65,24.46,,6.61,31.29,0.00%,http://fund.eastmoney.com/006130.html
gp,167302,方正富邦大湾区综指(LOF),2021-06-18,1.2116,1.2116,0.26,-0.91,-1.26,-2.78,1.90,18.56,,,-0.63,21.16,0.10%,http://fund.eastmoney.com/167302.html
gp,005825,申万菱信智能驱动股票,2021-06-18,3.0333,3.0333,1.81,-0.92,3.17,19.62,18.40,52.74,189.35,203.33,9.59,203.33,0.15%,http://fund.eastmoney.com/005825.html
gp,006193,鑫元核心资产A,2021-06-18,1.6940,1.6940,1.10,-0.92,1.89,10.05,12.81,45.16,78.11,,8.51,69.40,0.12%,http://fund.eastmoney.com/006193.html
gp,007474,华夏创成长ETF联接A,2021-06-18,2.5169,2.5169,2.55,-0.92,6.44,23.17,25.15,64.99,,,15,151.69,0.12%,http://fund.eastmoney.com/007474.html
gp,009080,南方粤港澳大湾区ETF联接C,2021-06-18,1.3609,1.3609,0.58,-0.92,0.01,-1.61,1.88,27.40,,,-1.36,36.09,0.00%,http://fund.eastmoney.com/009080.html
gp,009079,南方粤港澳大湾区ETF联接A,2021-06-18,1.3625,1.3625,0.58,-0.92,0.02,-1.58,1.92,27.53,,,-1.32,36.25,0.12%,http://fund.eastmoney.com/009079.html
gp,008871,大成睿裕六月持有股票A,2021-06-18,1.2140,1.2140,0.31,-0.92,1.23,-1.74,2.25,21.30,,,-0.72,21.40,0.15%,http://fund.eastmoney.com/008871.html
gp,007388,上投摩根研究驱动A,2021-06-18,1.3265,1.3265,0.96,-0.92,-2.19,2.74,7.70,32.65,,,0.47,32.65,0.15%,http://fund.eastmoney.com/007388.html
gp,007475,华夏创成长ETF联接C,2021-06-18,2.4974,2.4974,2.55,-0.92,6.40,23.05,24.91,64.34,,,14.79,149.74,0.00%,http://fund.eastmoney.com/007475.html
gp,006194,鑫元核心资产C,2021-06-18,1.6691,1.6691,1.10,-0.93,1.83,9.83,12.36,44.04,75.45,,8.12,66.91,0.00%,http://fund.eastmoney.com/006194.html
gp,008872,大成睿裕六月持有股票C,2021-06-18,1.2065,1.2065,0.32,-0.93,1.18,-1.89,1.95,20.59,,,-0.99,20.65,0.00%,http://fund.eastmoney.com/008872.html
gp,007389,上投摩根研究驱动C,2021-06-18,1.3157,1.3157,0.95,-0.93,-2.26,2.54,7.26,31.57,,,0.09,31.57,0.00%,http://fund.eastmoney.com/007389.html
gp,009726,招商中证500等权重指数增强A,2021-06-18,1.1115,1.1115,0.96,-0.93,3.57,7.70,,,,,9.44,11.15,0.15%,http://fund.eastmoney.com/009726.html
gp,010253,兴银中证500指数增强A,2021-06-18,1.0361,1.0361,0.86,-0.93,3.88,7.73,,,,,,3.61,0.15%,http://fund.eastmoney.com/010253.html
gp,011601,前海开源公共卫生股票A,2021-06-18,1.0784,1.0784,2.18,-0.93,5.94,,,,,,,7.84,0.15%,http://fund.eastmoney.com/011601.html
gp,000867,华宝品质生活股票,2021-06-18,2.1110,2.1610,1.30,-0.94,2.73,12.53,15.29,51,130.21,96.55,5.71,118.34,0.15%,http://fund.eastmoney.com/000867.html
gp,001126,上投摩根卓越制造股票,2021-06-18,1.7433,1.8728,1.12,-0.94,2.75,5.71,12.10,55.99,173.67,189.67,1.61,88.28,0.15%,http://fund.eastmoney.com/001126.html
gp,160419,华安中证全指证券公司指数,2021-06-18,1.0965,0.7384,0.89,-0.94,2.15,5.14,-5.97,20.09,29.30,47.40,-9.53,-26.16,0.12%,http://fund.eastmoney.com/160419.html
gp,009727,招商中证500等权重指数增强C,2021-06-18,1.1072,1.1072,0.96,-0.94,3.51,7.48,,,,,9.04,10.72,0.00%,http://fund.eastmoney.com/009727.html
gp,011205,兴银中证500指数增强C,2021-06-18,1.0349,1.0349,0.85,-0.94,3.80,7.60,,,,,,3.49,0.00%,http://fund.eastmoney.com/011205.html
gp,012044,鹏华券商C,2021-06-18,1.0560,1.0560,0.96,-0.94,2.03,,,,,,,5.60,0.00%,http://fund.eastmoney.com/012044.html
gp,011602,前海开源公共卫生股票C,2021-06-18,1.0774,1.0774,2.17,-0.94,5.90,,,,,,,7.74,0.00%,http://fund.eastmoney.com/011602.html
gp,005223,广发中证基建工程指数A,2021-06-18,0.7289,0.7289,0.22,-0.95,-1.66,-3.34,-1.06,4.04,-5.58,-12.57,1.59,-27.11,0.10%,http://fund.eastmoney.com/005223.html
gp,006682,景顺长城中证500增强,2021-06-18,1.4873,1.4873,0.69,-0.95,2.02,9.26,13.57,41.15,65.16,,11.42,48.73,0.15%,http://fund.eastmoney.com/006682.html
gp,006578,泰康中证港股通非银指数A,2021-06-18,1.1837,1.1837,0.07,-0.95,-3.05,-6.51,-0.13,9.43,5.55,,-2.66,18.37,0.10%,http://fund.eastmoney.com/006578.html
gp,001473,建信大安全战略精选股票,2021-06-18,3.2247,3.2247,0.02,-0.96,1.12,5.58,10.67,58.01,140.94,134.27,5.93,222.47,0.15%,http://fund.eastmoney.com/001473.html
gp,001781,建信现代服务业股票,2021-06-18,2.1650,2.1650,0.46,-0.96,-0.51,1.50,10.80,41.78,116.50,98.62,1.79,116.50,0.15%,http://fund.eastmoney.com/001781.html
gp,005965,安信中证500指数增强A,2021-06-18,1.9204,1.9204,0.52,-0.96,1.14,7.57,12.25,28.81,73.60,,10.53,92.04,0.12%,http://fund.eastmoney.com/005965.html
gp,005224,广发中证基建工程指数C,2021-06-18,0.7258,0.7258,0.21,-0.96,-1.68,-3.39,-1.17,3.82,-5.91,-12.83,1.50,-27.42,0.00%,http://fund.eastmoney.com/005224.html
gp,006579,泰康中证港股通非银指数C,2021-06-18,1.1735,1.1735,0.07,-0.96,-3.08,-6.60,-0.32,9,4.77,,-2.84,17.35,0.00%,http://fund.eastmoney.com/006579.html
gp,501011,汇添富中证中药指数(LOF)A,2021-06-18,1.0619,1.0619,0.32,-0.97,-1.03,12.80,10.30,19.89,36.56,2.16,12.41,6.19,0.10%,http://fund.eastmoney.com/501011.html
gp,005966,安信中证500指数增强C,2021-06-18,1.9008,1.9008,0.52,-0.97,1.11,7.46,12.03,28.29,72.22,,10.32,90.08,0.00%,http://fund.eastmoney.com/005966.html
gp,001879,长城创业板指数增强A,2021-06-18,2.5736,2.5736,1.63,-0.97,5.41,19.99,18.98,44.11,153.11,164.94,10.04,157.36,0.15%,http://fund.eastmoney.com/001879.html
gp,010703,财通智选消费股票A,2021-06-18,0.8968,0.8968,0.37,-0.97,-1.68,4.84,,,,,,-10.32,0.15%,http://fund.eastmoney.com/010703.html
gp,012363,国泰中证全指证券公司ETF联接C,2021-06-18,0.9932,0.9932,0.84,-0.97,,,,,,,,-0.68,0.00%,http://fund.eastmoney.com/012363.html
gp,012362,国泰中证全指证券公司ETF联接A,2021-06-18,0.9934,0.9934,0.84,-0.97,,,,,,,,-0.66,0.10%,http://fund.eastmoney.com/012362.html
gp,501012,汇添富中证中药指数(LOF)C,2021-06-18,1.0485,1.0485,0.32,-0.98,-1.07,12.69,10.09,19.42,35.55,1.17,12.20,4.85,0.00%,http://fund.eastmoney.com/501012.html
gp,006928,长城创业板指数增强C,2021-06-18,2.5411,2.5411,1.63,-0.98,5.38,19.90,18.80,43.68,150.73,,9.89,192.32,0.00%,http://fund.eastmoney.com/006928.html
gp,010704,财通智选消费股票C,2021-06-18,0.8954,0.8954,0.36,-0.98,-1.71,4.74,,,,,,-10.46,0.00%,http://fund.eastmoney.com/010704.html
gp,161720,招商中证全指证券公司指数(LOF),2021-06-18,1.1432,0.7379,0.88,-0.98,1.76,4.08,-6.84,15.18,18.73,32.33,-10.50,-32.56,0.10%,http://fund.eastmoney.com/161720.html
gp,001626,国泰央企改革股票,2021-06-18,2.3120,2.3120,0.35,-0.99,0.39,1.45,3.40,38.11,113.88,91.87,-1.66,131.20,0.15%,http://fund.eastmoney.com/001626.html
gp,001736,圆信永丰优加生活,2021-06-18,3.1990,3.1990,0.25,-0.99,1.49,0.79,8.33,54.92,132.65,112.42,3.63,219.90,0.15%,http://fund.eastmoney.com/001736.html
gp,001133,广发中证全指可选消费联接A,2021-06-18,1.0221,1.0221,1.30,-0.99,0.66,0.77,3.86,31.76,57.88,30.54,0.59,2.21,0.12%,http://fund.eastmoney.com/001133.html
gp,501048,汇添富中证全指证券公司指数C,2021-06-18,1.1312,1.1312,0.92,-0.99,1.74,4.07,-7.33,15.87,22.69,39.72,-10.87,13.12,0.00%,http://fund.eastmoney.com/501048.html
gp,501047,汇添富中证全指证券公司指数A,2021-06-18,1.1284,1.1284,0.92,-0.99,1.77,4.12,-7.22,16.15,23.12,39.31,-10.77,12.84,0.08%,http://fund.eastmoney.com/501047.html
gp,006743,中融央视财经50ETF联接A,2021-06-18,1.4644,1.4644,0.05,-0.99,-0.65,-0.47,1.54,25.92,50.72,,-1.19,46.44,0.12%,http://fund.eastmoney.com/006743.html
gp,006744,中融央视财经50ETF联接C,2021-06-18,1.4497,1.4497,0.04,-0.99,-0.66,-0.52,1.43,25.54,49.62,,-1.29,44.97,0.00%,http://fund.eastmoney.com/006744.html
gp,001917,招商量化精选股票A,2021-06-18,1.7286,1.7986,0.80,-0.99,2.72,4.03,10.86,36.67,88.55,81.39,10.29,83.90,0.15%,http://fund.eastmoney.com/001917.html
gp,011498,富国沪深300基本面精选股票A,2021-06-18,0.9813,0.9813,0.37,-0.99,,,,,,,,-1.87,0.15%,http://fund.eastmoney.com/011498.html
gp,011499,富国沪深300基本面精选股票C,2021-06-18,0.9811,0.9811,0.38,-0.99,,,,,,,,-1.89,0.00%,http://fund.eastmoney.com/011499.html
gp,007950,招商量化精选股票C,2021-06-18,1.7144,1.7144,0.81,-1,2.67,3.87,10.51,35.84,,,9.96,73.49,0.00%,http://fund.eastmoney.com/007950.html
gp,002977,广发中证全指可选消费联接C,2021-06-18,1.0152,1.0152,1.29,-1,0.63,0.70,3.75,31.50,57.27,29.90,0.49,29.01,0.00%,http://fund.eastmoney.com/002977.html
gp,502010,易方达证券公司(LOF),2021-06-18,1.2291,0.8275,0.89,-1.01,1.83,4.73,-5.92,20.37,28.45,45.08,-9.67,-15.94,0.10%,http://fund.eastmoney.com/502010.html
gp,009107,嘉合同顺智选股票C,2021-06-18,1.1545,1.1545,0.58,-1.01,-0.99,3.99,11.91,15.54,,,6.67,15.45,0.00%,http://fund.eastmoney.com/009107.html
gp,009106,嘉合同顺智选股票A,2021-06-18,1.1615,1.1615,0.58,-1.01,-0.94,4.11,12.19,16.21,,,6.91,16.15,0.15%,http://fund.eastmoney.com/009106.html
gp,165312,建信央视财经50指数(LOF),2021-06-18,1.2478,2.4543,0.10,-1.02,-0.18,-0.16,1,28.15,54.78,42.67,-1.68,202.52,0.12%,http://fund.eastmoney.com/165312.html
gp,110021,易方达上证中盘ETF联接A,2021-06-18,1.9121,1.9121,0.54,-1.02,0.16,2.85,6.03,37.64,48.76,47.36,2.64,91.21,0.12%,http://fund.eastmoney.com/110021.html
gp,000979,景顺长城沪港深精选股票,2021-06-18,1.5560,1.5560,-0.26,-1.02,-1.08,-2.93,7.61,22.91,41.20,46.24,4.92,55.60,0.15%,http://fund.eastmoney.com/000979.html
gp,163113,申万菱信中证申万证券行业指数,2021-06-18,0.9235,1.9624,0.87,-1.02,1.73,3.76,-9.77,9.35,10.17,22.35,-12.15,40.16,0.12%,http://fund.eastmoney.com/163113.html
gp,004743,易方达上证中盘ETF联接C,2021-06-18,1.9544,1.9544,0.54,-1.02,0.14,2.78,5.90,37.31,48,46.30,2.52,57.69,0.00%,http://fund.eastmoney.com/004743.html
gp,005137,长信沪深300指数增强A,2021-06-18,1.7054,1.7054,0.24,-1.02,2.32,6.22,12.76,46.57,82.28,71.81,6.36,70.54,0.08%,http://fund.eastmoney.com/005137.html
gp,006119,银华中证央企结构调整ETF联接,2021-06-18,1.1701,1.1701,0.49,-1.02,1.20,2.18,8.14,26.46,22.28,,2.81,17.01,0.12%,http://fund.eastmoney.com/006119.html
gp,007130,中庚小盘价值股票,2021-06-18,1.6538,1.6538,0.80,-1.02,8.70,10.68,20.38,41.81,84.47,,17.78,65.38,1.50%,http://fund.eastmoney.com/007130.html
gp,007448,长信沪深300指数增强C,2021-06-18,1.6884,1.6884,0.24,-1.02,2.29,6.11,12.54,46,80.52,,6.16,78.23,0.00%,http://fund.eastmoney.com/007448.html
gp,007144,国投瑞银沪深300量化C,2021-06-18,1.5742,1.5742,0.45,-1.02,0.63,3.39,8.98,44.58,57.44,,4.37,57.42,0.00%,http://fund.eastmoney.com/007144.html
gp,007143,国投瑞银沪深300量化A,2021-06-18,1.5874,1.5874,0.46,-1.02,0.67,3.49,9.20,45.15,58.74,,4.56,58.74,0.12%,http://fund.eastmoney.com/007143.html
gp,006106,景顺长城量化港股通股票,2021-06-18,1.0587,1.0587,0.37,-1.02,-0.21,-0.95,9.04,12.70,,,7.04,5.87,0.15%,http://fund.eastmoney.com/006106.html
gp,009864,招商景气优选股票A,2021-06-18,1.0076,1.0076,0.41,-1.02,-3.39,-3.15,-0.05,,,,-3.09,0.76,0.15%,http://fund.eastmoney.com/009864.html
gp,519034,海富通中证500增强A,2021-06-18,1.9761,1.9761,0.69,-1.03,0.08,4.51,7.53,27.15,66.20,41.25,5.45,97.61,0.12%,http://fund.eastmoney.com/519034.html
gp,001629,天弘中证计算机ETF联接A,2021-06-18,0.9458,0.9458,-0.23,-1.03,6.41,12.64,5.50,6.98,45.26,46.16,2.94,-5.42,0.10%,http://fund.eastmoney.com/001629.html
gp,001630,天弘中证计算机ETF联接C,2021-06-18,0.9336,0.9336,-0.24,-1.03,6.39,12.59,5.40,6.77,44.68,45.28,2.84,-6.64,0.00%,http://fund.eastmoney.com/001630.html
gp,161725,招商中证白酒指数(LOF)A,2021-06-18,1.5031,3.1342,-1.61,-1.03,4,21.33,13.45,104.62,171.87,181.46,5.36,471.03,0.10%,http://fund.eastmoney.com/161725.html
gp,009004,海富通中证500增强C,2021-06-18,1.9699,1.9699,0.68,-1.03,0.06,4.43,7.39,26.84,,,5.34,29.54,0.00%,http://fund.eastmoney.com/009004.html
gp,006441,中信建投中证500增强C,2021-06-18,1.4621,1.4621,0.47,-1.03,2.38,7.07,12.51,37.75,,,12.23,46.21,0.00%,http://fund.eastmoney.com/006441.html
gp,006440,中信建投中证500增强A,2021-06-18,1.4670,1.4670,0.47,-1.03,2.41,7.15,12.68,38.16,,,12.39,46.70,1.00%,http://fund.eastmoney.com/006440.html
gp,004069,南方中证全指证券公司ETF联接A,2021-06-18,1.1347,1.1347,0.87,-1.03,1.73,4.04,-6.97,17.68,24.72,42.71,-10.60,13.47,0.12%,http://fund.eastmoney.com/004069.html
gp,009865,招商景气优选股票C,2021-06-18,1.0029,1.0029,0.41,-1.03,-3.46,-3.34,-0.45,,,,-3.46,0.29,0.00%,http://fund.eastmoney.com/009865.html
gp,011102,天弘中证光伏产业指数A,2021-06-18,0.9710,0.9710,2.18,-1.03,7.02,13.32,,,,,,-2.90,0.10%,http://fund.eastmoney.com/011102.html
gp,011103,天弘中证光伏产业指数C,2021-06-18,0.9702,0.9702,2.17,-1.03,6.99,13.25,,,,,,-2.98,0.00%,http://fund.eastmoney.com/011103.html
gp,012414,招商中证白酒指数(LOF)C,2021-06-18,1.5031,1.5031,-1.61,-1.03,4,,,,,,,4,0.00%,http://fund.eastmoney.com/012414.html
gp,004070,南方中证全指证券公司ETF联接C,2021-06-18,1.1152,1.1152,0.86,-1.04,1.69,3.94,-7.16,17.22,23.73,41,-10.77,11.52,0.00%,http://fund.eastmoney.com/004070.html
gp,005009,申万菱信行业轮动股票,2021-06-18,1.7304,1.7304,2.79,-1.04,5.81,15.31,12.92,53.90,129.74,84.99,4.05,73.02,0.15%,http://fund.eastmoney.com/005009.html
gp,006098,华宝券商ETF联接A,2021-06-18,1.5102,1.5102,0.87,-1.04,1.72,3.88,-6.86,15.02,21.17,,-10.38,51.02,0.10%,http://fund.eastmoney.com/006098.html
gp,004945,长信中证500指数增强,2021-06-18,1.5818,1.5818,0.48,-1.05,1.20,8.98,11,29.45,81.09,71.86,8.19,58.16,0.15%,http://fund.eastmoney.com/004945.html
gp,007531,华宝券商ETF联接C,2021-06-18,1.4985,1.4985,0.86,-1.05,1.69,3.77,-7.05,14.56,20.24,,-10.55,18.66,0.00%,http://fund.eastmoney.com/007531.html
gp,008854,南方内需增长两年股票A,2021-06-18,1.4603,1.4603,0.81,-1.05,-0.40,0.67,5.77,29.90,,,0.37,46.03,0.15%,http://fund.eastmoney.com/008854.html
gp,008591,天弘中证全指证券公司C,2021-06-18,1.1593,1.1593,0.89,-1.05,2.08,4.58,-6.02,20.12,,,-9.69,15.93,0.00%,http://fund.eastmoney.com/008591.html
gp,008590,天弘中证全指证券公司A,2021-06-18,1.1628,1.1628,0.88,-1.05,2.09,4.62,-5.92,20.36,,,-9.62,16.28,0.10%,http://fund.eastmoney.com/008590.html
gp,007354,创金合信港股通量化股票A,2021-06-18,0.9465,0.9465,0.51,-1.05,-1.72,-5.14,,,,,,-5.35,0.15%,http://fund.eastmoney.com/007354.html
gp,501016,国泰中证申万证券行业指数,2021-06-18,1.1434,1.1434,0.87,-1.06,1.73,4.14,-7.76,15.25,20.02,40.02,-10.25,14.34,0.12%,http://fund.eastmoney.com/501016.html
gp,001541,汇添富民营新动力股票,2021-06-18,1.5840,1.5840,0.89,-1.06,1.15,5.39,0.89,22.22,101.53,74.26,-2.10,58.40,0.15%,http://fund.eastmoney.com/001541.html
gp,006868,华夏科技成长股票,2021-06-18,1.8909,1.8909,0.44,-1.06,5.34,4.52,3.57,19.99,106.14,,-4.49,89.09,0.15%,http://fund.eastmoney.com/006868.html
gp,008855,南方内需增长两年股票C,2021-06-18,1.4488,1.4488,0.81,-1.06,-0.45,0.52,5.46,29.12,,,0.10,44.88,0.00%,http://fund.eastmoney.com/008855.html
gp,009341,易方达均衡成长股票,2021-06-18,1.2474,1.2474,1.64,-1.06,2.05,3.27,11.54,23.38,,,3.75,24.74,0.15%,http://fund.eastmoney.com/009341.html
gp,007357,创金合信港股通量化股票C,2021-06-18,0.9433,0.9433,0.52,-1.06,-1.79,-5.33,,,,,,-5.67,0.00%,http://fund.eastmoney.com/007357.html
gp,161027,富国中证全指证券公司指数(LOF),2021-06-18,1.0210,0.6250,0.89,-1.07,1.69,4.29,-6.24,15.07,20.43,39.61,-10.12,-35.41,0.12%,http://fund.eastmoney.com/161027.html
gp,001490,汇添富国企创新股票,2021-06-18,2.21,2.21,0.68,-1.07,3.46,8.97,11.90,66.42,145.56,118.16,5.04,121,0.15%,http://fund.eastmoney.com/001490.html
gp,167702,德邦量化优选股票(LOF)A,2021-06-18,1.6407,1.8507,0.53,-1.07,0.79,6.13,2.12,24.07,65.33,61.65,0.63,87.22,0.12%,http://fund.eastmoney.com/167702.html
gp,010680,华夏新兴成长股票A,2021-06-18,0.9324,0.9324,0.59,-1.07,1.76,0.94,,,,,,-6.76,0.15%,http://fund.eastmoney.com/010680.html
gp,002952,建信多因子量化股票,2021-06-18,1.3288,1.3288,0.77,-1.08,-0.02,5.33,-2.77,10.28,47.55,32.59,-6.78,32.88,0.15%,http://fund.eastmoney.com/002952.html
gp,167703,德邦量化优选股票(LOF)C,2021-06-18,1.6070,1.8170,0.54,-1.08,0.77,6.06,1.99,23.76,64.45,60.14,0.52,83.81,0.00%,http://fund.eastmoney.com/167703.html
gp,008709,银河龙头股票,2021-06-18,0.9240,0.9240,1.12,-1.08,1.07,-2.70,-5.77,,,,-8.96,-7.60,0.15%,http://fund.eastmoney.com/008709.html
gp,008412,长盛竞争优势股票A,2021-06-18,1.2250,1.2250,1.10,-1.09,2.80,24.24,19.09,,,,11.56,22.50,0.15%,http://fund.eastmoney.com/008412.html
gp,010681,华夏新兴成长股票C,2021-06-18,0.9297,0.9297,0.60,-1.09,1.70,0.76,,,,,,-7.03,0.00%,http://fund.eastmoney.com/010681.html
gp,011042,国泰价值先锋股票A,2021-06-18,1.0390,1.0390,1.05,-1.09,4.24,3.95,,,,,,3.90,0.15%,http://fund.eastmoney.com/011042.html
gp,000978,景顺长城量化精选股票,2021-06-18,1.7960,1.8490,0.62,-1.10,1.70,6.90,12.96,35.55,52.46,34.97,10.93,87.21,0.15%,http://fund.eastmoney.com/000978.html
gp,002906,南方中证500量化增强A,2021-06-18,1.3520,1.3520,0.90,-1.10,2.81,7.73,5.21,27.67,63.29,43.37,1.88,35.20,0.15%,http://fund.eastmoney.com/002906.html
gp,003416,招商财经大数据股票A,2021-06-18,1.3999,1.3999,0.85,-1.10,11.02,10.38,19.57,57.63,86.60,73.79,11.67,39.99,0.15%,http://fund.eastmoney.com/003416.html
gp,007943,富安达中证500指数增强,2021-06-18,1.2665,1.2665,0.32,-1.10,2.75,5.02,6.22,19.53,,,4.24,26.65,0.12%,http://fund.eastmoney.com/007943.html
gp,008413,长盛竞争优势股票C,2021-06-18,1.2162,1.2162,1.10,-1.10,2.73,23.99,18.63,,,,11.15,21.62,0.00%,http://fund.eastmoney.com/008413.html
gp,000478,建信中证500指数增强A,2021-06-18,2.8113,2.8113,0.72,-1.11,2.40,6.76,9.04,25.05,49.85,32.25,7.22,181.13,0.15%,http://fund.eastmoney.com/000478.html
gp,002907,南方中证500量化增强C,2021-06-18,1.3350,1.3350,0.91,-1.11,2.77,7.57,5.04,27.14,61.82,41.57,1.68,33.50,0.00%,http://fund.eastmoney.com/002907.html
gp,005288,海富通创业板增强A,2021-06-18,2.0160,2.0160,1.29,-1.11,5.61,18.62,17.12,41.79,125.83,94.56,11.60,101.60,0.15%,http://fund.eastmoney.com/005288.html
