,fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
1666,hh,002345,华夏高端制造混合,2021-06-25,1.688,1.688,0.78,5.5,11.49,27.49,11.35,74.74,139.09,143.23,6.97,68.8,0.15%,http://fund.eastmoney.com/002345.html
2200,hh,009468,博时健康成长双周定期可赎回混合A,2021-06-25,1.3141,1.3141,1.09,3.84,3.27,27.46,21.45,31.04,,,18.78,31.41,0.15%,http://fund.eastmoney.com/009468.html
2179,hh,006218,富国生物医药科技混合A,2021-06-25,2.7373,2.7373,2.16,3.88,2.39,27.45,24.23,45.15,170.4,,22.93,173.73,0.15%,http://fund.eastmoney.com/006218.html
1587,hh,005453,前海开源医疗健康A,2021-06-25,3.3588,3.3588,3.02,6.48,7.9,27.43,20.15,64.61,197.87,221.08,16.66,235.85,0.15%,http://fund.eastmoney.com/005453.html
3054,hh,000742,国泰新经济灵活配置混合,2021-06-25,3.084,3.99,1.61,2.87,3.25,27.39,15.81,50.51,110.96,97.1,9.4,417.64,0.15%,http://fund.eastmoney.com/000742.html
1900,hh,009664,汇添富医疗积极成长一年持有混合A,2021-06-25,1.2589,1.2589,1.83,4.44,4.44,27.39,20.72,,,,18.0,25.89,0.15%,http://fund.eastmoney.com/009664.html
1588,hh,005454,前海开源医疗健康C,2021-06-25,3.3478,3.3478,3.02,6.48,7.89,27.38,20.09,64.43,197.29,220.15,16.59,234.75,0.00%,http://fund.eastmoney.com/005454.html
81,gp,005433,申万菱信医药先锋股票,2021-06-25,1.1707,1.1707,3.05,5.02,4.17,27.35,17.2,,,,17.29,17.07,0.15%,http://fund.eastmoney.com/005433.html
127,gp,004683,建信高端医疗股票,2021-06-25,2.4261,2.4261,2.79,4.48,5.75,27.34,24.23,43.39,155.11,119.97,20.41,142.61,0.15%,http://fund.eastmoney.com/004683.html
2574,hh,001532,华安文体健康混合,2021-06-25,3.288,3.288,0.74,3.36,8.05,27.34,35.36,85.34,178.17,220.78,31.1,228.8,0.15%,http://fund.eastmoney.com/001532.html
3378,hh,000924,宝盈先进制造混合A,2021-06-25,3.009,3.321,0.7,2.56,6.48,27.34,17.63,48.15,208.33,229.0,16.85,281.36,0.15%,http://fund.eastmoney.com/000924.html
724,gp,006002,工银医药健康股票A,2021-06-25,3.9215,3.9215,2.24,2.91,1.77,27.33,26.74,45.55,213.07,,26.1,292.15,0.15%,http://fund.eastmoney.com/006002.html
82,gp,004640,华夏节能环保股票,2021-06-25,2.3289,2.3289,1.53,5.01,9.03,27.31,14.36,85.44,219.51,213.78,10.36,132.89,0.15%,http://fund.eastmoney.com/004640.html
75,gp,001616,嘉实环保低碳股票,2021-06-25,3.747,3.747,0.64,5.05,13.41,27.28,13.0,76.0,193.42,224.42,9.95,274.7,0.15%,http://fund.eastmoney.com/001616.html
1847,hh,001261,中融新机遇混合,2021-06-25,1.349,1.349,1.2,4.57,5.14,27.26,8.01,24.45,49.72,36.4,3.13,34.9,0.15%,http://fund.eastmoney.com/001261.html
2189,hh,011308,富国生物医药科技混合C,2021-06-25,2.7304,2.7304,2.16,3.87,2.34,27.26,,,,,,20.08,0.00%,http://fund.eastmoney.com/011308.html
1293,gp,001042,华夏领先股票,2021-06-25,0.957,0.957,1.92,1.81,3.8,27.26,15.16,32.55,77.88,79.89,9.5,-4.3,0.15%,http://fund.eastmoney.com/001042.html
2694,hh,001986,前海开源人工智能主题混合,2021-06-25,2.424,2.424,2.02,3.24,1.13,27.24,18.36,44.2,139.29,126.12,10.28,142.4,0.15%,http://fund.eastmoney.com/001986.html
3150,hh,001296,长城转型成长灵活配置混合,2021-06-25,1.9083,1.9083,0.9,2.78,2.85,27.22,16.28,46.93,94.41,83.68,13.39,90.83,0.15%,http://fund.eastmoney.com/001296.html
4592,hh,001411,诺安创新驱动混合A,2021-06-25,1.342,1.457,1.21,1.21,16.59,27.2,27.32,26.01,37.9,39.65,23.23,49.99,0.15%,http://fund.eastmoney.com/001411.html
1674,hh,008988,大成科技创新混合A,2021-06-25,1.8027,1.8027,1.92,5.47,6.13,27.2,25.54,61.13,,,20.28,80.27,0.15%,http://fund.eastmoney.com/008988.html
2206,hh,009469,博时健康成长双周定期可赎回混合C,2021-06-25,1.3034,1.3034,1.09,3.83,3.21,27.2,20.98,30.0,,,18.33,30.34,0.00%,http://fund.eastmoney.com/009469.html
980,gp,001879,长城创业板指数增强A,2021-06-25,2.6385,2.6385,2.37,2.52,3.46,27.18,18.49,40.34,149.34,176.86,12.82,163.85,0.15%,http://fund.eastmoney.com/001879.html
1905,hh,009665,汇添富医疗积极成长一年持有混合C,2021-06-25,1.2505,1.2505,1.83,4.43,4.36,27.15,20.25,,,,17.54,25.05,0.00%,http://fund.eastmoney.com/009665.html
3387,hh,007579,宝盈先进制造混合C,2021-06-25,2.966,3.171,0.71,2.56,6.42,27.13,17.19,46.98,,,16.45,190.83,0.00%,http://fund.eastmoney.com/007579.html
730,gp,006003,工银医药健康股票C,2021-06-25,3.849,3.849,2.23,2.9,1.72,27.13,26.36,44.68,209.13,,25.73,284.9,0.00%,http://fund.eastmoney.com/006003.html
3401,hh,010393,工银健康生活混合A,2021-06-25,1.269,1.269,2.23,2.54,1.13,27.13,23.24,,,,23.1,26.9,0.15%,http://fund.eastmoney.com/010393.html
4584,hh,002051,诺安创新驱动混合C,2021-06-25,1.331,1.446,1.22,1.22,16.65,27.13,27.25,25.8,37.48,39.1,23.13,47.35,0.15%,http://fund.eastmoney.com/002051.html
1725,hh,001723,华商新动力混合,2021-06-25,0.8874,0.8874,2.46,5.07,3.91,27.12,11.15,19.11,57.62,47.9,6.8,-11.26,0.15%,http://fund.eastmoney.com/001723.html
47,gp,010387,易方达医药生物股票A,2021-06-25,1.2015,1.2015,2.0,5.49,6.37,27.1,17.33,,,,16.58,20.15,0.15%,http://fund.eastmoney.com/010387.html
1697,hh,005794,银华心怡灵活配置混合,2021-06-25,2.8724,3.0454,1.29,5.26,10.1,27.09,20.38,54.26,138.28,,16.52,214.24,0.15%,http://fund.eastmoney.com/005794.html
992,gp,006928,长城创业板指数增强C,2021-06-25,2.605,2.605,2.37,2.51,3.44,27.08,18.31,39.92,147.01,,12.66,199.67,0.00%,http://fund.eastmoney.com/006928.html
1676,hh,008989,大成科技创新混合C,2021-06-25,1.7945,1.7945,1.92,5.46,6.09,27.07,25.3,60.5,,,20.06,79.45,0.00%,http://fund.eastmoney.com/008989.html
2138,hh,003501,泰达睿智稳健灵活配置混合,2021-06-25,1.3857,1.4858,-0.34,3.95,9.25,27.07,16.69,36.82,63.6,72.38,14.49,50.11,0.15%,http://fund.eastmoney.com/003501.html
1917,hh,001365,大成正向回报灵活配置混合,2021-06-25,1.897,1.897,2.71,4.4,2.54,27.06,27.74,56.91,186.99,153.61,23.74,89.7,0.15%,http://fund.eastmoney.com/001365.html
1569,hh,009651,海富通成长甄选混合A,2021-06-25,1.247,1.247,1.78,7.54,15.23,27.05,15.43,,,,10.53,24.7,0.15%,http://fund.eastmoney.com/009651.html
2295,hh,010779,西部利得量化优选一年持有A,2021-06-25,1.1349,1.1349,2.16,3.74,10.51,27.02,,,,,,13.49,0.15%,http://fund.eastmoney.com/010779.html
1775,hh,050010,博时特许价值混合A,2021-06-25,3.653,4.093,1.7,4.85,9.93,27.02,7.25,39.0,130.91,156.89,2.32,411.03,0.15%,http://fund.eastmoney.com/050010.html
49,gp,010388,易方达医药生物股票C,2021-06-25,1.1984,1.1984,2.0,5.47,6.34,26.98,17.1,,,,16.35,19.84,0.00%,http://fund.eastmoney.com/010388.html
2714,hh,002959,汇添富盈泰混合,2021-06-25,2.561,2.561,2.11,3.22,3.68,26.97,20.57,78.09,128.25,139.35,17.64,156.1,0.12%,http://fund.eastmoney.com/002959.html
2131,hh,006435,景顺长城创新成长混合,2021-06-25,1.9782,1.9782,0.55,3.97,10.96,26.96,12.38,49.52,,,10.1,97.82,0.15%,http://fund.eastmoney.com/006435.html
3008,hh,000870,嘉实新收益混合,2021-06-25,2.695,3.008,2.71,2.9,3.81,26.94,13.19,48.24,136.2,137.24,11.04,237.95,0.06%,http://fund.eastmoney.com/000870.html
2807,hh,001852,融通中国风1号灵活配置混合A/B,2021-06-25,2.979,3.009,1.46,3.12,9.0,26.93,6.39,22.04,122.98,154.62,3.47,206.47,0.15%,http://fund.eastmoney.com/001852.html
1570,hh,009652,海富通成长甄选混合C,2021-06-25,1.2433,1.2433,1.78,7.53,15.2,26.92,15.2,,,,10.32,24.33,0.00%,http://fund.eastmoney.com/009652.html
4409,hh,000649,长城久鑫灵活配置,2021-06-25,2.3997,2.9378,2.41,1.39,2.11,26.91,13.44,47.49,132.37,129.66,11.31,193.78,0.15%,http://fund.eastmoney.com/000649.html
2107,hh,005642,鹏扬景升A,2021-06-25,2.8288,2.8288,1.39,4.0,8.43,26.88,18.3,65.06,174.29,193.32,18.44,182.88,0.15%,http://fund.eastmoney.com/005642.html
3413,hh,010394,工银健康生活混合C,2021-06-25,1.2627,1.2627,2.23,2.53,1.06,26.87,22.76,,,,22.63,26.27,0.00%,http://fund.eastmoney.com/010394.html
2977,hh,003516,国泰融安多策略灵活配置混合,2021-06-25,3.4931,3.4931,0.93,2.94,12.22,26.87,14.16,47.71,181.79,222.36,8.38,249.31,0.15%,http://fund.eastmoney.com/003516.html
93,gp,009537,太平行业优选股票A,2021-06-25,1.2881,1.2881,1.03,4.89,8.49,26.87,15.46,,,,11.79,28.81,0.12%,http://fund.eastmoney.com/009537.html
1955,hh,007141,嘉合稳健增长混合A,2021-06-25,1.5166,1.5166,1.64,4.31,9.58,26.84,22.75,,,,18.6,51.66,0.15%,http://fund.eastmoney.com/007141.html
1940,hh,000584,新华鑫益灵活配置混合,2021-06-25,5.1727,5.1727,1.43,4.35,13.73,26.84,14.47,47.88,156.46,164.05,10.91,417.27,0.00%,http://fund.eastmoney.com/000584.html
2551,hh,310358,申万菱信新经济混合,2021-06-25,1.5036,3.1362,1.33,3.39,7.48,26.83,28.59,50.46,106.59,79.36,23.07,342.94,0.15%,http://fund.eastmoney.com/310358.html
3193,hh,290005,泰信优势增长混合,2021-06-25,2.442,3.052,1.79,2.73,5.9,26.73,25.04,43.48,121.4,125.48,21.92,296.13,0.15%,http://fund.eastmoney.com/290005.html
3862,hh,005630,华安研究精选混合,2021-06-25,2.6826,2.9239,1.74,2.03,5.15,26.72,21.27,58.34,178.66,219.07,16.27,199.92,0.15%,http://fund.eastmoney.com/005630.html
92,gp,009538,太平行业优选股票C,2021-06-25,1.2829,1.2829,1.03,4.89,8.44,26.71,15.17,,,,11.53,28.29,0.00%,http://fund.eastmoney.com/009538.html
2870,hh,009273,融通中国风1号灵活配置混合C,2021-06-25,2.961,2.961,1.44,3.06,8.94,26.7,6.09,21.4,,,3.17,50.99,0.00%,http://fund.eastmoney.com/009273.html
1655,hh,001709,华富物联世界灵活配置混合,2021-06-25,2.122,2.122,0.9,5.62,11.04,26.69,9.95,37.35,113.27,113.91,7.01,112.2,0.15%,http://fund.eastmoney.com/001709.html
764,gp,001542,国泰互联网+股票,2021-06-25,3.366,3.525,1.6,2.84,3.03,26.68,16.27,50.67,117.44,98.99,9.53,270.52,0.15%,http://fund.eastmoney.com/001542.html
5794,hh,519097,新华中小市值优选混合,2021-06-25,3.5376,4.2996,1.03,0.21,2.96,26.67,13.31,43.11,141.47,174.23,10.55,405.29,0.15%,http://fund.eastmoney.com/519097.html
1961,hh,007142,嘉合稳健增长混合C,2021-06-25,1.5085,1.5085,1.63,4.3,9.53,26.66,22.38,,,,18.25,50.85,0.00%,http://fund.eastmoney.com/007142.html
1805,hh,001294,新华战略新兴产业灵活配置混合,2021-06-25,1.4528,1.4528,1.23,4.74,9.02,26.64,15.21,72.75,164.63,140.53,12.71,45.28,0.15%,http://fund.eastmoney.com/001294.html
3707,hh,000336,农银研究精选混合,2021-06-25,4.1617,4.1617,1.2,2.19,12.87,26.62,14.51,105.1,274.32,283.28,13.4,316.17,0.15%,http://fund.eastmoney.com/000336.html
2124,hh,005643,鹏扬景升C,2021-06-25,2.7575,2.7575,1.39,3.98,8.36,26.62,17.83,63.76,170.05,186.49,17.98,175.75,0.00%,http://fund.eastmoney.com/005643.html
4711,hh,002707,大摩科技领先混合,2021-06-25,1.8249,1.8249,0.06,1.09,7.47,26.6,17.77,31.85,135.05,109.4,13.75,82.49,0.15%,http://fund.eastmoney.com/002707.html
2317,hh,000523,国投瑞银医疗保健混合A,2021-06-25,1.733,2.864,2.06,3.71,3.83,26.59,11.73,20.65,101.44,96.13,10.1,261.06,0.15%,http://fund.eastmoney.com/000523.html
338,gp,005303,嘉实医药健康股票A,2021-06-25,2.8121,2.8121,1.61,3.52,3.71,26.57,27.05,43.72,179.37,161.2,25.57,181.21,0.15%,http://fund.eastmoney.com/005303.html
1639,hh,110023,易方达医疗保健行业混合,2021-06-25,4.531,4.531,2.12,5.82,4.45,26.56,19.96,33.07,156.28,148.14,18.12,353.1,0.15%,http://fund.eastmoney.com/110023.html
1465,gp,007750,广发优势增长股票,2021-06-25,2.0653,2.0653,1.43,0.88,4.38,26.54,28.03,55.33,,,21.7,106.53,0.15%,http://fund.eastmoney.com/007750.html
1950,hh,005682,财通资管消费精选混合A,2021-06-25,2.4165,2.4165,2.18,4.33,6.28,26.52,11.52,29.37,135.5,171.98,11.31,141.65,0.15%,http://fund.eastmoney.com/005682.html
490,gp,009046,东财创业板A,2021-06-25,1.826,1.826,2.02,3.24,4.13,26.5,19.36,44.09,,,14.52,82.6,0.12%,http://fund.eastmoney.com/009046.html
2314,hh,011082,国投瑞银医疗保健混合C,2021-06-25,1.729,1.729,2.07,3.72,3.84,26.48,,,,,9.85,11.76,0.00%,http://fund.eastmoney.com/011082.html
2794,hh,007527,融通量化多策略混合A,2021-06-25,1.9796,1.9796,1.52,3.13,8.2,26.48,8.54,32.41,,,4.89,97.96,0.15%,http://fund.eastmoney.com/007527.html
1952,hh,011020,财通资管消费精选混合C,2021-06-25,1.166,1.166,2.17,4.33,6.26,26.46,11.44,,,,11.24,16.6,0.00%,http://fund.eastmoney.com/011020.html
1751,hh,009057,博时科技创新混合A,2021-06-25,1.9464,1.9464,1.64,4.94,8.09,26.43,18.89,70.9,,,15.58,94.64,0.15%,http://fund.eastmoney.com/009057.html
3980,hh,009986,天弘创新领航A,2021-06-25,1.0206,1.0206,1.52,1.92,10.92,26.42,6.61,,,,5.06,2.06,0.15%,http://fund.eastmoney.com/009986.html
577,gp,005288,海富通创业板增强A,2021-06-25,2.079,2.079,1.51,3.12,4.69,26.42,18.21,40.62,122.33,107.03,15.08,107.9,0.15%,http://fund.eastmoney.com/005288.html
491,gp,009047,东财创业板C,2021-06-25,1.8203,1.8203,2.02,3.24,4.11,26.42,19.22,43.73,,,14.38,82.03,0.00%,http://fund.eastmoney.com/009047.html
83,gp,502056,广发中证医疗指数(LOF)A,2021-06-25,1.7104,1.7038,2.99,4.98,2.98,26.41,20.73,40.42,151.98,145.33,18.49,82.37,0.05%,http://fund.eastmoney.com/502056.html
1856,hh,009968,金鹰内需成长混合A,2021-06-25,1.2788,1.3411,1.69,4.55,5.35,26.4,20.01,,,,19.51,34.48,0.15%,http://fund.eastmoney.com/009968.html
1988,hh,398061,中海消费混合,2021-06-25,5.895,6.105,2.06,4.24,8.11,26.37,18.23,63.93,126.04,180.85,16.71,604.13,0.15%,http://fund.eastmoney.com/398061.html
1668,hh,001861,富安达健康人生混合,2021-06-25,2.6613,2.6613,2.75,5.49,7.88,26.37,18.01,31.05,143.71,127.09,17.56,166.13,0.15%,http://fund.eastmoney.com/001861.html
1851,hh,630015,华商大盘量化精选混合,2021-06-25,2.503,3.183,1.71,4.55,6.01,26.35,13.88,41.97,116.34,91.65,10.22,267.43,0.15%,http://fund.eastmoney.com/630015.html
84,gp,009881,广发中证医疗指数(LOF)C,2021-06-25,1.7079,1.7079,2.98,4.98,2.97,26.34,20.61,,,,18.38,28.9,0.00%,http://fund.eastmoney.com/009881.html
1595,hh,590003,中邮核心优势灵活配置混合,2021-06-25,2.255,2.435,2.69,6.42,10.16,26.33,17.14,43.81,72.93,63.76,14.35,165.7,0.15%,http://fund.eastmoney.com/590003.html
385,gp,161613,融通创业板指数A,2021-06-25,1.54,2.852,2.05,3.43,4.62,26.33,16.41,40.37,118.93,116.85,11.61,282.79,0.12%,http://fund.eastmoney.com/161613.html
352,gp,005304,嘉实医药健康股票C,2021-06-25,2.7352,2.7352,1.6,3.5,3.64,26.32,26.55,42.58,175.14,155.55,25.08,173.52,0.00%,http://fund.eastmoney.com/005304.html
2804,hh,007528,融通量化多策略混合C,2021-06-25,1.9612,1.9612,1.52,3.12,8.16,26.32,8.25,31.74,,,4.62,96.12,0.00%,http://fund.eastmoney.com/007528.html
468,gp,160637,鹏华创业板指数(LOF),2021-06-25,1.45,0.842,2.04,3.28,4.24,26.31,18.46,44.07,121.29,114.14,13.73,-2.76,0.12%,http://fund.eastmoney.com/160637.html
578,gp,005287,海富通创业板增强C,2021-06-25,2.0545,2.0545,1.51,3.12,4.66,26.3,17.98,40.06,120.53,104.98,14.87,105.45,0.00%,http://fund.eastmoney.com/005287.html
3994,hh,009987,天弘创新领航C,2021-06-25,1.0172,1.0172,1.52,1.9,10.88,26.28,6.39,,,,4.86,1.72,0.00%,http://fund.eastmoney.com/009987.html
1811,hh,004573,新华鑫泰灵活配置混合,2021-06-25,1.7656,1.7656,1.34,4.73,7.1,26.28,4.09,48.51,99.59,95.66,1.58,76.56,0.15%,http://fund.eastmoney.com/004573.html
1752,hh,009058,博时科技创新混合C,2021-06-25,1.935,1.935,1.64,4.93,8.04,26.26,18.6,70.07,,,15.3,93.5,0.00%,http://fund.eastmoney.com/009058.html
240,gp,001496,工银聚焦30股票,2021-06-25,1.809,1.809,1.57,3.79,3.79,26.24,17.47,74.45,159.54,170.81,15.81,80.9,0.15%,http://fund.eastmoney.com/001496.html
2628,hh,002564,新沃通盈灵活配置混合,2021-06-25,2.157,2.507,1.99,3.3,9.1,26.21,18.39,46.83,107.6,131.94,15.16,191.04,0.15%,http://fund.eastmoney.com/002564.html
2136,hh,000242,景顺长城策略精选灵活配置混合,2021-06-25,2.683,3.233,0.75,3.95,5.17,26.2,26.86,67.48,138.91,152.64,26.26,323.64,0.15%,http://fund.eastmoney.com/000242.html
3507,hh,519110,浦银安盛价值成长混合A,2021-06-25,2.096,2.559,1.9,2.44,3.2,26.19,12.51,39.0,84.56,96.83,12.35,173.41,0.15%,http://fund.eastmoney.com/519110.html
1860,hh,009969,金鹰内需成长混合C,2021-06-25,1.272,1.3323,1.69,4.54,5.26,26.14,19.52,,,,19.04,33.57,0.00%,http://fund.eastmoney.com/009969.html
503,gp,160223,国泰创业板指数(LOF),2021-06-25,1.6363,1.6363,1.99,3.2,4.24,26.13,20.0,45.67,126.95,124.52,15.17,63.61,0.12%,http://fund.eastmoney.com/160223.html
230,gp,006251,银华兴盛股票,2021-06-25,2.11,2.11,1.91,3.84,6.74,26.1,8.28,55.11,,,6.37,111.0,0.15%,http://fund.eastmoney.com/006251.html
1719,hh,004558,汇安丰裕灵活配置混合A,2021-06-25,1.335,1.513,0.8,5.11,8.53,26.1,16.07,19.82,78.84,73.75,13.72,54.95,0.15%,http://fund.eastmoney.com/004558.html
3246,hh,590005,中邮核心主题混合,2021-06-25,3.663,3.823,2.35,2.69,-1.64,26.09,21.17,48.42,154.73,144.04,18.81,323.18,0.15%,http://fund.eastmoney.com/590005.html
1720,hh,004559,汇安丰裕灵活配置混合C,2021-06-25,1.4474,1.6364,0.8,5.11,8.54,26.09,16.03,19.71,79.03,87.74,13.69,67.43,0.00%,http://fund.eastmoney.com/004559.html
3382,hh,001513,易方达信息产业混合,2021-06-25,2.606,2.606,1.16,2.56,8.49,26.08,8.9,14.8,123.69,148.19,5.72,160.6,0.15%,http://fund.eastmoney.com/001513.html
401,gp,004870,融通创业板指数C,2021-06-25,1.461,1.566,2.03,3.4,4.51,26.06,16.15,39.77,117.07,114.41,11.3,76.24,0.00%,http://fund.eastmoney.com/004870.html
2480,hh,010570,新沃创新领航混合A,2021-06-25,1.0963,1.0963,1.61,3.49,9.0,26.03,9.63,,,,9.63,9.63,0.15%,http://fund.eastmoney.com/010570.html
95,gp,003984,嘉实新能源新材料股票A,2021-06-25,3.1554,3.1554,0.6,4.85,11.09,26.03,14.41,77.39,206.32,250.02,11.9,215.54,0.15%,http://fund.eastmoney.com/003984.html
488,gp,007664,永赢创业板指数发起式A,2021-06-25,2.0651,2.0651,2.02,3.24,4.01,26.01,21.06,48.11,,,16.24,106.51,0.10%,http://fund.eastmoney.com/007664.html
4336,hh,000404,易方达新兴成长灵活配置,2021-06-25,5.04,5.04,1.55,1.49,8.93,26.0,10.62,27.02,163.19,149.75,8.29,404.0,0.15%,http://fund.eastmoney.com/000404.html
2063,hh,005520,国投瑞银创新医疗混合,2021-06-25,1.7715,1.7715,2.2,4.12,2.03,25.99,8.89,11.89,94.09,81.86,7.49,77.15,0.15%,http://fund.eastmoney.com/005520.html
489,gp,007665,永赢创业板指数发起式C,2021-06-25,2.0616,2.0616,2.01,3.24,4.0,25.98,20.99,47.95,,,16.18,106.16,0.00%,http://fund.eastmoney.com/007665.html
2482,hh,519172,浦银安盛睿智精选混合A,2021-06-25,2.022,2.022,1.97,3.48,7.32,25.98,15.68,41.8,95.74,100.99,14.17,102.2,0.15%,http://fund.eastmoney.com/519172.html
5546,hh,010176,中加新兴消费混合A,2021-06-25,1.2228,1.2228,2.61,0.52,3.64,25.98,18.2,,,,14.24,22.28,0.15%,http://fund.eastmoney.com/010176.html
2213,hh,481015,工银主题策略混合,2021-06-25,4.931,4.931,1.67,3.81,9.48,25.95,2.97,74.86,177.33,172.13,1.8,393.1,0.15%,http://fund.eastmoney.com/481015.html
2338,hh,003378,泰康策略优选混合,2021-06-25,2.5308,2.6801,1.28,3.67,10.17,25.89,28.21,71.93,139.91,147.15,23.14,176.06,0.15%,http://fund.eastmoney.com/003378.html
97,gp,003985,嘉实新能源新材料股票C,2021-06-25,3.1089,3.1089,0.6,4.84,11.04,25.88,14.13,76.5,203.25,246.7,11.63,210.89,0.00%,http://fund.eastmoney.com/003985.html
5545,hh,010177,中加新兴消费混合C,2021-06-25,1.2202,1.2202,2.62,0.52,3.61,25.86,17.97,,,,14.03,22.02,0.00%,http://fund.eastmoney.com/010177.html
2497,hh,010571,新沃创新领航混合C,2021-06-25,1.0935,1.0935,1.61,3.47,8.95,25.86,9.35,,,,9.36,9.35,0.00%,http://fund.eastmoney.com/010571.html
2703,hh,770001,德邦优化混合,2021-06-25,1.7701,2.7101,1.13,3.23,6.03,25.86,19.71,49.32,92.77,88.17,15.66,241.33,0.15%,http://fund.eastmoney.com/770001.html
2,gp,005628,汇安趋势动力股票A,2021-06-25,1.4972,1.4972,2.04,7.68,10.67,25.83,10.33,19.37,39.37,50.31,7.79,49.72,0.15%,http://fund.eastmoney.com/005628.html
2614,hh,003940,银华盛世精选灵活配置混合发起式,2021-06-25,2.7071,3.1932,1.92,3.31,1.37,25.82,21.93,65.03,148.74,165.18,17.03,282.5,0.15%,http://fund.eastmoney.com/003940.html
293,gp,000793,工银高端制造股票,2021-06-25,2.092,2.092,1.6,3.62,9.59,25.8,1.9,70.78,176.72,159.88,0.92,109.2,0.15%,http://fund.eastmoney.com/000793.html
2484,hh,519173,浦银安盛睿智精选混合C,2021-06-25,1.931,1.931,2.01,3.48,7.28,25.8,15.21,40.64,92.71,96.24,13.72,93.1,0.00%,http://fund.eastmoney.com/519173.html
3996,hh,001210,天弘互联网混合,2021-06-25,1.2107,1.2107,1.44,1.89,10.68,25.79,5.75,4.68,105.69,106.82,3.91,21.07,0.15%,http://fund.eastmoney.com/001210.html
2422,hh,007277,恒生前海消费升级混合,2021-06-25,1.4839,1.4839,1.37,3.57,7.58,25.76,7.52,48.02,,,5.35,48.39,0.15%,http://fund.eastmoney.com/007277.html
2693,hh,001808,银华互联网主题灵活配置混合,2021-06-25,2.071,2.071,1.57,3.24,8.03,25.74,5.02,48.35,156.0,175.03,4.39,107.1,0.15%,http://fund.eastmoney.com/001808.html
3583,hh,005449,华夏行业龙头混合,2021-06-25,1.9763,1.9763,2.39,2.35,0.48,25.73,23.62,68.17,96.35,97.16,16.71,97.63,0.15%,http://fund.eastmoney.com/005449.html
3,gp,005629,汇安趋势动力股票C,2021-06-25,1.4695,1.4695,2.04,7.67,10.62,25.66,10.06,18.78,37.94,47.72,7.53,46.95,0.00%,http://fund.eastmoney.com/005629.html
545,gp,006248,华夏创业板ETF联接A,2021-06-25,2.311,2.311,1.97,3.16,3.93,25.66,18.95,43.1,122.81,,14.21,131.1,0.12%,http://fund.eastmoney.com/006248.html
2845,hh,481010,工银中小盘混合,2021-06-25,3.745,3.745,1.19,3.08,9.86,25.63,3.8,71.0,200.56,215.77,3.2,274.5,0.15%,http://fund.eastmoney.com/481010.html
1820,hh,010114,华宝新兴成长混合,2021-06-25,1.1982,1.1982,1.64,4.68,8.78,25.62,11.41,,,,8.81,19.82,0.15%,http://fund.eastmoney.com/010114.html
2099,hh,690011,民生加银积极成长混合发起式,2021-06-25,3.094,3.094,1.61,4.03,8.94,25.62,8.98,56.58,124.53,140.22,5.35,209.4,0.15%,http://fund.eastmoney.com/690011.html
2309,hh,006392,中信保诚创新成长混合,2021-06-25,3.1761,3.1761,0.62,3.72,7.7,25.61,30.81,75.88,215.65,,25.54,217.61,0.15%,http://fund.eastmoney.com/006392.html
1819,hh,003581,前海联合国民健康混合A,2021-06-25,2.462,2.462,3.23,4.68,1.15,25.61,15.48,42.48,162.75,122.2,14.41,146.2,0.15%,http://fund.eastmoney.com/003581.html
3167,hh,000530,招商丰盛稳定增长混合A,2021-06-25,2.233,2.233,2.34,2.76,10.27,25.59,6.33,29.83,95.53,90.53,1.64,123.3,0.15%,http://fund.eastmoney.com/000530.html
544,gp,006249,华夏创业板ETF联接C,2021-06-25,2.2914,2.2914,1.97,3.16,3.9,25.56,18.77,42.67,121.48,,14.05,129.14,0.00%,http://fund.eastmoney.com/006249.html
1826,hh,007111,前海联合国民健康混合C,2021-06-25,2.431,2.431,3.18,4.65,1.08,25.5,15.27,41.83,158.89,,14.19,148.06,0.00%,http://fund.eastmoney.com/007111.html
315,gp,003230,创金合信医疗保健股票A,2021-06-25,3.5828,3.468,2.72,3.58,2.27,25.5,21.39,31.54,186.62,239.01,20.54,246.8,0.15%,http://fund.eastmoney.com/003230.html
1599,hh,005211,银河智慧混合,2021-06-25,2.6333,2.6333,2.44,6.27,7.35,25.5,17.52,51.17,167.75,192.91,13.19,163.3,0.15%,http://fund.eastmoney.com/005211.html
3117,hh,004394,华泰柏瑞量化创优混合,2021-06-25,2.1809,2.1809,1.9,2.81,5.04,25.5,18.26,42.16,134.66,147.27,13.83,118.07,0.15%,http://fund.eastmoney.com/004394.html
2373,hh,009776,中欧阿尔法混合A,2021-06-25,1.2368,1.2368,2.64,3.62,4.24,25.49,11.11,,,,7.54,23.68,0.15%,http://fund.eastmoney.com/009776.html
3199,hh,002417,招商丰盛稳定增长混合C,2021-06-25,2.223,2.223,2.35,2.73,10.27,25.45,6.11,29.24,93.64,87.75,1.37,86.49,0.15%,http://fund.eastmoney.com/002417.html
3337,hh,005821,万家新机遇龙头企业混合,2021-06-25,2.4058,2.4058,0.26,2.6,5.98,25.43,31.09,68.33,122.18,141.3,30.66,140.58,0.15%,http://fund.eastmoney.com/005821.html
