,fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
2830,hh,006227,华宝科技先锋混合A,2021-06-25,2.1568,2.1568,1.29,3.1,6.14,22.92,11.96,34.77,130.77,,8.92,115.68,0.15%,http://fund.eastmoney.com/006227.html
3843,hh,008276,财通资管价值发现混合,2021-06-25,1.9297,1.9297,1.65,2.07,8.34,22.9,23.71,62.64,,,16.79,92.97,0.15%,http://fund.eastmoney.com/008276.html
2503,hh,001796,汇添富安鑫智选混合A,2021-06-25,1.557,1.892,2.3,3.46,2.7,22.89,9.65,33.13,69.23,76.39,8.43,105.95,0.15%,http://fund.eastmoney.com/001796.html
379,gp,005237,银华医疗健康量化优选A,2021-06-25,2.1993,2.1993,2.14,3.44,1.96,22.89,16.97,32.71,124.01,101.09,16.35,119.93,0.15%,http://fund.eastmoney.com/005237.html
1324,gp,001097,华泰柏瑞积极优选股票,2021-06-25,0.967,0.967,0.62,1.68,4.65,22.87,10.51,28.42,66.15,56.98,4.65,-3.3,0.15%,http://fund.eastmoney.com/001097.html
2133,hh,050026,博时医疗保健行业混合A,2021-06-25,4.857,4.996,1.72,3.96,2.27,22.84,18.09,32.06,161.55,187.4,15.48,443.67,0.15%,http://fund.eastmoney.com/050026.html
4414,hh,270005,广发聚丰混合A,2021-06-25,1.4414,9.1578,1.57,1.39,3.92,22.82,23.63,44.06,142.84,115.56,17.62,1031.95,0.15%,http://fund.eastmoney.com/270005.html
5863,hh,001613,长城久祥混合,2021-06-25,1.9624,1.9624,1.68,0.05,0.47,22.82,16.57,31.41,89.06,87.45,12.34,96.24,0.15%,http://fund.eastmoney.com/001613.html
1883,hh,009774,财通资管优选回报一年持有期混合,2021-06-25,1.0937,1.0937,2.11,4.47,6.24,22.82,9.1,,,,9.41,9.37,0.15%,http://fund.eastmoney.com/009774.html
2844,hh,010842,华宝科技先锋混合C,2021-06-25,2.1528,2.1528,1.28,3.09,6.1,22.79,11.75,,,,8.72,20.21,0.00%,http://fund.eastmoney.com/010842.html
3931,hh,009854,中加优势企业混合C,2021-06-25,1.4125,1.4125,2.1,1.97,3.94,22.79,19.43,,,,13.35,41.25,0.00%,http://fund.eastmoney.com/009854.html
390,gp,005238,银华医疗健康量化优选C,2021-06-25,2.1743,2.1743,2.13,3.43,1.92,22.76,16.72,32.18,122.3,99.18,16.12,117.43,0.00%,http://fund.eastmoney.com/005238.html
693,gp,001009,上投摩根安全战略股票,2021-06-25,2.1269,2.3735,1.6,2.95,4.95,22.75,13.12,53.37,166.11,166.99,9.7,141.09,0.15%,http://fund.eastmoney.com/001009.html
2492,hh,002158,汇添富安鑫智选混合C,2021-06-25,1.64,1.975,2.31,3.47,2.69,22.75,9.41,32.74,68.13,74.9,8.18,114.35,0.00%,http://fund.eastmoney.com/002158.html
1557,gp,161725,招商中证白酒指数(LOF)A,2021-06-25,1.4905,3.1216,2.05,-0.84,-4.71,22.73,12.77,93.75,147.79,180.61,4.48,466.24,0.10%,http://fund.eastmoney.com/161725.html
2846,hh,377240,上投摩根新兴动力混合A,2021-06-25,6.584,6.584,1.57,3.08,4.89,22.72,15.29,43.6,168.95,152.84,14.37,558.4,0.15%,http://fund.eastmoney.com/377240.html
3107,hh,590001,中邮核心优选混合,2021-06-25,2.0852,3.3052,2.29,2.82,-0.11,22.72,10.74,35.67,89.0,81.99,5.42,320.94,0.15%,http://fund.eastmoney.com/590001.html
4416,hh,010025,广发聚丰混合C,2021-06-25,1.4379,1.8362,1.58,1.39,3.89,22.7,23.39,,,,17.4,30.64,0.00%,http://fund.eastmoney.com/010025.html
2028,hh,161616,融通医疗保健行业混合A/B,2021-06-25,3.344,3.708,2.7,4.17,1.36,22.67,19.81,42.72,190.78,169.9,19.9,362.78,0.15%,http://fund.eastmoney.com/161616.html
5963,hh,005311,万家经济新动能混合A,2021-06-25,2.308,2.308,1.2,-1.04,11.31,22.6,12.49,6.75,113.33,130.66,6.34,130.8,0.15%,http://fund.eastmoney.com/005311.html
788,gp,000711,嘉实医疗保健股票,2021-06-25,3.673,3.673,1.8,2.8,2.43,22.56,23.71,44.04,134.55,121.27,22.39,267.3,0.15%,http://fund.eastmoney.com/000711.html
1699,hh,000757,华富智慧城市灵活配置混合,2021-06-25,1.588,1.788,1.15,5.24,12.23,22.53,8.17,32.33,115.47,100.0,7.52,76.06,0.15%,http://fund.eastmoney.com/000757.html
2052,hh,009275,融通医疗保健行业混合C,2021-06-25,3.324,3.324,2.69,4.14,1.31,22.52,19.48,42.05,,,19.61,86.64,0.00%,http://fund.eastmoney.com/009275.html
2252,hh,375010,上投摩根中国优势混合,2021-06-25,2.3175,6.5183,1.63,3.77,4.84,22.48,19.3,56.96,152.44,135.08,17.68,1101.72,0.15%,http://fund.eastmoney.com/375010.html
1791,hh,009800,长盛制造精选混合A,2021-06-25,1.2657,1.2657,1.92,4.78,6.08,22.46,11.35,,,,9.12,26.57,0.15%,http://fund.eastmoney.com/009800.html
5015,hh,007854,光大景气先锋混合,2021-06-25,2.0692,2.0692,0.94,0.85,7.38,22.43,16.94,55.4,,,12.3,106.92,0.15%,http://fund.eastmoney.com/007854.html
5964,hh,005312,万家经济新动能混合C,2021-06-25,2.2506,2.2506,1.19,-1.05,11.26,22.43,12.2,6.21,110.95,124.9,6.09,125.06,0.00%,http://fund.eastmoney.com/005312.html
2575,hh,001540,浙商汇金转型驱动,2021-06-25,1.507,1.507,1.48,3.36,2.66,22.42,8.97,31.96,140.73,112.25,5.24,50.7,0.15%,http://fund.eastmoney.com/001540.html
2017,hh,006424,嘉合锦程混合A,2021-06-25,2.4169,2.5169,1.55,4.19,7.96,22.42,20.35,70.17,162.64,,15.72,165.08,0.15%,http://fund.eastmoney.com/006424.html
1968,hh,166801,浙商聚潮新思维混合,2021-06-25,3.146,4.409,0.64,4.28,9.08,22.41,22.65,59.37,132.16,139.21,18.67,496.0,0.15%,http://fund.eastmoney.com/166801.html
2871,hh,009380,富安达科技领航混合,2021-06-25,1.1517,1.1517,1.66,3.06,6.6,22.4,1.3,15.17,,,1.26,15.17,0.15%,http://fund.eastmoney.com/009380.html
787,gp,001104,华安新丝路主题股票,2021-06-25,2.935,3.044,2.16,2.8,-0.37,22.39,17.82,63.55,162.74,222.29,12.75,207.14,0.15%,http://fund.eastmoney.com/001104.html
769,gp,008072,景顺长城创业板综指增强,2021-06-25,1.5522,1.5522,1.33,2.84,7.52,22.32,20.85,38.22,,,17.73,55.22,0.15%,http://fund.eastmoney.com/008072.html
2508,hh,540003,汇丰晋信动态策略混合A,2021-06-25,4.4004,5.0404,0.84,3.45,5.19,22.28,20.76,80.51,139.17,166.17,20.67,556.48,0.15%,http://fund.eastmoney.com/540003.html
1793,hh,009801,长盛制造精选混合C,2021-06-25,1.2594,1.2594,1.92,4.77,6.02,22.27,11.01,,,,8.8,25.94,0.00%,http://fund.eastmoney.com/009801.html
2749,hh,009368,浦银安盛价值精选混合A,2021-06-25,1.3369,1.3369,1.12,3.19,6.18,22.23,20.35,,,,14.88,33.69,0.15%,http://fund.eastmoney.com/009368.html
2386,hh,010963,信达澳银周期动力混合,2021-06-25,1.1556,1.1556,1.99,3.61,11.96,22.23,,,,,15.56,15.56,0.15%,http://fund.eastmoney.com/010963.html
5969,hh,004987,诺德新享灵活配置混合,2021-06-25,2.4403,2.5703,2.29,-1.13,-2.66,22.21,18.13,84.61,136.66,123.92,9.85,157.02,0.15%,http://fund.eastmoney.com/004987.html
1967,hh,000263,工银信息产业混合A,2021-06-25,4.707,4.984,1.29,4.28,4.28,22.2,10.99,82.58,214.22,246.1,8.66,450.31,0.15%,http://fund.eastmoney.com/000263.html
5729,hh,161903,万家行业优选混合(LOF),2021-06-25,2.09,5.6478,1.09,0.32,8.46,22.18,12.17,31.55,192.2,248.41,7.01,1071.26,0.15%,http://fund.eastmoney.com/161903.html
2024,hh,006425,嘉合锦程混合C,2021-06-25,2.3679,2.4679,1.56,4.18,7.89,22.18,19.88,68.82,158.7,,15.28,159.89,0.00%,http://fund.eastmoney.com/006425.html
1973,hh,004139,中邮军民融合灵活配置混合,2021-06-25,1.7674,1.7674,0.77,4.27,10.02,22.18,2.36,70.71,106.3,104.54,-2.29,76.74,0.15%,http://fund.eastmoney.com/004139.html
3936,hh,519979,长信内需成长混合A,2021-06-25,3.4721,4.3241,2.45,1.96,-0.86,22.16,12.88,64.17,145.09,157.34,8.03,560.85,0.15%,http://fund.eastmoney.com/519979.html
2327,hh,009885,新华景气行业混合A,2021-06-25,1.0731,1.0731,1.07,3.7,11.6,22.15,5.34,,,,3.66,7.31,0.15%,http://fund.eastmoney.com/009885.html
584,gp,163209,诺安创业板指数增强(LOF)A,2021-06-25,1.9475,1.7946,2.12,3.1,4.65,22.12,6.84,41.12,96.4,54.18,4.8,53.5,0.12%,http://fund.eastmoney.com/163209.html
4007,hh,008671,银华科技创新混合,2021-06-25,1.5538,1.5538,1.35,1.88,0.78,22.12,8.28,35.36,,,5.5,55.38,0.15%,http://fund.eastmoney.com/008671.html
307,gp,000756,建信潜力新蓝筹股票,2021-06-25,2.799,2.799,1.08,3.59,8.83,22.12,19.77,60.03,111.4,112.05,15.8,179.9,0.15%,http://fund.eastmoney.com/000756.html
2451,hh,260101,景顺长城优选混合,2021-06-25,4.3372,6.9938,0.32,3.53,8.98,22.11,9.4,40.24,111.2,117.02,7.97,1942.13,0.15%,http://fund.eastmoney.com/260101.html
3023,hh,006121,华安双核驱动混合,2021-06-25,2.7584,2.7584,2.13,2.89,0.78,22.11,17.95,66.39,169.45,,13.13,175.84,0.15%,http://fund.eastmoney.com/006121.html
2753,hh,009369,浦银安盛价值精选混合C,2021-06-25,1.332,1.332,1.12,3.18,6.14,22.11,20.12,,,,14.66,33.2,0.00%,http://fund.eastmoney.com/009369.html
3070,hh,005729,南方人工智能混合,2021-06-25,2.5995,2.5995,1.91,2.85,4.61,22.1,15.72,38.55,113.0,,10.94,159.95,0.15%,http://fund.eastmoney.com/005729.html
1704,hh,410001,华富竞争力优选混合,2021-06-25,1.5783,3.6323,1.96,5.21,11.13,22.1,10.91,14.21,50.56,59.36,8.46,442.28,0.15%,http://fund.eastmoney.com/410001.html
2970,hh,008961,华商科技创新混合,2021-06-25,1.4888,1.4888,0.82,2.95,11.55,22.09,9.7,49.72,,,3.9,48.88,0.15%,http://fund.eastmoney.com/008961.html
313,gp,161726,招商国证生物医药指数(LOF)A,2021-06-25,1.0872,1.3989,2.06,3.58,-2.08,22.09,15.35,22.06,148.22,132.38,15.59,73.36,0.10%,http://fund.eastmoney.com/161726.html
4001,hh,002264,华夏乐享健康混合,2021-06-25,2.539,2.539,1.76,1.89,0.87,22.07,14.47,19.09,132.08,109.32,13.75,153.9,0.15%,http://fund.eastmoney.com/002264.html
1949,hh,003292,嘉实优势成长混合,2021-06-25,1.35,1.35,1.81,4.33,4.33,22.06,15.58,47.86,79.05,64.43,11.11,35.0,0.15%,http://fund.eastmoney.com/003292.html
4013,hh,001574,中海混改红利混合,2021-06-25,1.965,1.965,1.34,1.87,3.2,22.05,17.1,30.22,99.9,142.89,12.93,96.5,0.15%,http://fund.eastmoney.com/001574.html
1994,hh,011474,工银信息产业混合C,2021-06-25,4.699,4.699,1.27,4.24,4.21,22.05,,,,,,1.6,0.00%,http://fund.eastmoney.com/011474.html
3669,hh,519099,新华灵活主题混合,2021-06-25,2.3453,2.8263,1.2,2.24,3.71,22.04,14.57,57.83,74.89,72.7,11.15,213.47,0.15%,http://fund.eastmoney.com/519099.html
1749,hh,002846,泓德泓华混合,2021-06-25,2.4755,3.1755,2.28,4.95,4.52,22.04,14.45,76.84,185.28,215.82,11.39,218.66,0.15%,http://fund.eastmoney.com/002846.html
2975,hh,005117,金信价值精选混合A,2021-06-25,1.1835,1.1835,0.11,2.94,9.0,22.04,0.92,13.66,76.09,83.72,-1.28,18.35,0.08%,http://fund.eastmoney.com/005117.html
1645,hh,004671,中融核心成长,2021-06-25,1.5283,1.5283,0.92,5.68,12.09,22.01,4.34,40.34,104.78,96.34,-0.93,52.83,0.15%,http://fund.eastmoney.com/004671.html
2222,hh,003857,前海开源周期优选混合A,2021-06-25,2.3197,2.3197,0.77,3.8,2.45,22.0,17.25,60.31,134.88,148.15,13.54,131.97,0.15%,http://fund.eastmoney.com/003857.html
2326,hh,009886,新华景气行业混合C,2021-06-25,1.0691,1.0691,1.08,3.7,11.55,22.0,5.08,,,,3.4,6.91,0.00%,http://fund.eastmoney.com/009886.html
2976,hh,005118,金信价值精选混合C,2021-06-25,1.194,1.194,0.11,2.94,8.98,22.0,0.87,13.54,75.95,85.4,-1.32,19.4,0.00%,http://fund.eastmoney.com/005118.html
3229,hh,000031,华夏复兴混合,2021-06-25,3.682,3.682,2.45,2.71,4.34,22.0,10.11,28.47,157.84,160.21,5.93,268.2,0.15%,http://fund.eastmoney.com/000031.html
2827,hh,001128,宝盈新兴产业混合,2021-06-25,0.965,0.965,0.31,3.1,8.92,22.0,7.22,13.8,63.01,72.94,5.35,-3.5,0.15%,http://fund.eastmoney.com/001128.html
5761,hh,004044,金鹰转型动力混合,2021-06-25,1.3423,1.3423,0.25,0.26,7.26,21.98,15.3,11.15,52.99,45.66,11.51,34.23,0.15%,http://fund.eastmoney.com/004044.html
595,gp,010356,诺安创业板指数增强(LOF)C,2021-06-25,1.9419,1.9419,2.13,3.08,4.61,21.97,6.57,,,,4.55,25.92,0.00%,http://fund.eastmoney.com/010356.html
3868,hh,002577,南方新兴混合,2021-06-25,1.716,1.716,1.66,2.02,2.51,21.96,12.75,38.61,126.98,144.79,7.99,71.6,0.15%,http://fund.eastmoney.com/002577.html
1607,hh,519672,银河蓝筹混合,2021-06-25,5.381,5.381,2.53,6.07,6.18,21.96,12.24,39.12,138.52,159.7,8.44,438.1,0.15%,http://fund.eastmoney.com/519672.html
2183,hh,002251,华夏军工安全混合,2021-06-25,1.639,1.639,0.49,3.87,10.3,21.95,-0.85,63.57,90.14,102.6,-6.4,63.9,0.15%,http://fund.eastmoney.com/002251.html
2223,hh,003858,前海开源周期优选混合C,2021-06-25,2.2986,2.2986,0.77,3.8,2.41,21.94,17.16,60.1,134.36,147.35,13.46,129.86,0.15%,http://fund.eastmoney.com/003858.html
2510,hh,008638,广发科技创新混合,2021-06-25,1.6326,1.6326,0.72,3.45,3.78,21.92,22.03,35.35,,,20.36,63.26,0.15%,http://fund.eastmoney.com/008638.html
3304,hh,010874,泰康品质生活混合A,2021-06-25,1.2827,1.2827,0.16,2.63,9.01,21.91,,,,,28.07,28.27,0.15%,http://fund.eastmoney.com/010874.html
3831,hh,006887,诺德新生活混合A,2021-06-25,1.4654,1.4654,2.58,2.08,1.58,21.91,4.83,18.42,44.7,,2.76,46.54,0.12%,http://fund.eastmoney.com/006887.html
3829,hh,006888,诺德新生活混合C,2021-06-25,1.4654,1.4654,2.58,2.08,1.58,21.91,4.83,18.42,44.73,,2.76,46.54,0.00%,http://fund.eastmoney.com/006888.html
65,gp,001617,天弘中证电子ETF联接A,2021-06-25,1.6201,1.6201,0.79,5.17,10.17,21.9,11.04,21.44,109.78,97.16,8.53,62.01,0.10%,http://fund.eastmoney.com/001617.html
3859,hh,005680,财通资管价值成长混合,2021-06-25,2.801,2.801,1.5,2.04,7.73,21.88,22.62,58.55,172.18,,15.84,180.07,0.15%,http://fund.eastmoney.com/005680.html
3660,hh,000609,华商新量化混合,2021-06-25,2.768,3.318,1.58,2.25,5.33,21.88,9.88,40.29,155.59,144.31,4.77,309.72,0.15%,http://fund.eastmoney.com/000609.html
4519,hh,003238,新华外延增长主题灵活配置混合,2021-06-25,2.6819,2.6819,1.42,1.28,3.54,21.88,11.96,46.82,144.59,205.84,7.46,168.19,0.15%,http://fund.eastmoney.com/003238.html
1812,hh,007718,中银创新医疗混合A,2021-06-25,2.2253,2.2253,1.53,4.73,2.3,21.88,19.19,48.08,,,18.08,122.53,0.15%,http://fund.eastmoney.com/007718.html
1627,hh,010371,大成成长进取混合A,2021-06-25,1.2135,1.2135,2.0,5.9,4.32,21.87,17.12,,,,11.74,21.35,0.15%,http://fund.eastmoney.com/010371.html
1943,hh,410007,华富价值增长混合,2021-06-25,2.8405,3.6405,1.57,4.34,7.64,21.87,23.45,37.66,156.27,161.75,20.82,392.01,0.15%,http://fund.eastmoney.com/410007.html
3182,hh,008150,嘉实远见企业精选两年持有期混合,2021-06-25,1.2539,1.2539,2.18,2.75,3.24,21.86,9.31,,,,6.55,25.39,0.15%,http://fund.eastmoney.com/008150.html
2027,hh,009994,嘉实创新先锋混合A,2021-06-25,1.1616,1.1616,1.94,4.18,3.82,21.85,14.44,,,,12.54,16.16,0.15%,http://fund.eastmoney.com/009994.html
66,gp,001618,天弘中证电子ETF联接C,2021-06-25,1.5978,1.5978,0.79,5.16,10.16,21.85,10.93,21.19,108.92,95.98,8.43,59.78,0.00%,http://fund.eastmoney.com/001618.html
9,gp,001158,工银新材料新能源股票,2021-06-25,1.585,1.585,1.99,6.95,7.38,21.83,15.44,83.24,143.47,150.79,14.36,58.5,0.15%,http://fund.eastmoney.com/001158.html
1745,hh,002258,大成国企改革灵活配置混合,2021-06-25,2.442,2.442,0.49,4.99,8.34,21.8,30.1,60.98,144.93,157.05,25.42,144.2,0.15%,http://fund.eastmoney.com/002258.html
3501,hh,000021,华夏优势增长混合,2021-06-25,3.297,4.467,1.45,2.45,5.57,21.8,10.86,43.91,114.93,112.71,5.94,575.18,0.15%,http://fund.eastmoney.com/000021.html
2569,hh,005409,华泰柏瑞新兴产业混合A,2021-06-25,2.1647,2.1647,1.18,3.37,7.24,21.8,9.28,43.62,125.84,130.56,7.13,116.47,0.15%,http://fund.eastmoney.com/005409.html
2243,hh,005075,富国研究量化精选混合,2021-06-25,2.2857,2.2857,1.71,3.78,5.82,21.79,17.07,51.53,151.73,156.56,14.3,128.57,0.15%,http://fund.eastmoney.com/005075.html
3514,hh,233008,大摩消费领航混合,2021-06-25,1.3562,1.3562,1.87,2.43,2.53,21.76,23.54,46.46,97.99,79.37,19.19,35.62,0.15%,http://fund.eastmoney.com/233008.html
3308,hh,010875,泰康品质生活混合C,2021-06-25,1.2797,1.2797,0.16,2.63,8.98,21.76,,,,,27.77,27.97,0.00%,http://fund.eastmoney.com/010875.html
1816,hh,010500,中银创新医疗混合C,2021-06-25,2.22,2.22,1.53,4.72,2.26,21.76,18.95,,,,17.85,24.13,0.00%,http://fund.eastmoney.com/010500.html
1629,hh,010372,大成成长进取混合C,2021-06-25,1.2108,1.2108,2.01,5.89,4.29,21.76,16.88,,,,11.53,21.08,0.00%,http://fund.eastmoney.com/010372.html
3959,hh,006796,富国消费升级混合A,2021-06-25,2.7111,2.7111,1.14,1.94,3.34,21.75,21.65,64.39,156.98,,16.82,171.11,0.15%,http://fund.eastmoney.com/006796.html
2032,hh,009995,嘉实创新先锋混合C,2021-06-25,1.1584,1.1584,1.94,4.17,3.78,21.72,14.22,,,,12.31,15.84,0.00%,http://fund.eastmoney.com/009995.html
2050,hh,001448,华商双翼平衡混合,2021-06-25,1.433,1.433,1.49,4.14,6.38,21.65,13.28,37.52,26.93,26.48,10.57,43.3,0.12%,http://fund.eastmoney.com/001448.html
2344,hh,213006,宝盈核心优势混合A,2021-06-25,1.3197,3.0357,0.46,3.66,6.96,21.64,6.57,23.04,134.74,142.99,3.88,405.69,0.15%,http://fund.eastmoney.com/213006.html
3964,hh,011567,富国消费升级混合C,2021-06-25,2.7087,2.7087,1.14,1.94,3.31,21.64,,,,,,22.72,0.00%,http://fund.eastmoney.com/011567.html
163,gp,001877,宝盈国家安全沪港深股票,2021-06-25,1.383,1.383,0.36,4.22,9.41,21.64,25.16,33.49,72.01,79.15,22.82,38.3,0.15%,http://fund.eastmoney.com/001877.html
1983,hh,007893,平安估值精选混合A,2021-06-25,1.6516,1.6516,0.87,4.25,7.87,21.64,19.99,45.11,,,15.93,65.16,0.15%,http://fund.eastmoney.com/007893.html
112,gp,007590,华宝绿色领先股票,2021-06-25,1.536,1.536,0.87,4.61,11.64,21.61,12.19,34.76,,,9.78,53.6,0.15%,http://fund.eastmoney.com/007590.html
5965,hh,008633,万家科技创新混合A,2021-06-25,1.3039,1.3039,1.04,-1.08,10.13,21.61,11.82,4.64,,,5.39,30.39,0.15%,http://fund.eastmoney.com/008633.html
2333,hh,008381,前海开源新兴产业混合,2021-06-25,1.9,1.9,2.16,3.68,0.68,21.58,20.2,67.49,,,15.35,90.0,0.15%,http://fund.eastmoney.com/008381.html
2603,hh,008793,博道嘉元混合A,2021-06-25,1.789,1.789,1.66,3.33,3.95,21.58,17.59,58.54,,,14.87,78.9,0.15%,http://fund.eastmoney.com/008793.html
103,gp,000985,嘉实逆向策略股票,2021-06-25,2.469,2.469,0.98,4.75,9.68,21.57,15.21,58.98,118.3,162.38,15.97,146.9,0.15%,http://fund.eastmoney.com/000985.html
2589,hh,010032,华泰柏瑞新兴产业混合C,2021-06-25,2.1506,2.1506,1.18,3.35,7.17,21.54,8.83,,,,6.7,17.63,0.00%,http://fund.eastmoney.com/010032.html
3174,hh,560003,益民创新优势混合,2021-06-25,1.7351,1.7551,2.44,2.75,-1.2,21.54,11.25,61.19,108.05,121.48,7.39,76.15,0.15%,http://fund.eastmoney.com/560003.html
1640,hh,007203,银河新动能混合,2021-06-25,2.1231,2.1231,1.79,5.8,6.66,21.52,6.97,44.56,,,5.58,112.31,0.15%,http://fund.eastmoney.com/007203.html
115,gp,000309,大摩品质生活精选股票,2021-06-25,3.841,3.841,1.05,4.55,7.83,21.51,19.84,49.98,122.54,141.42,16.29,284.1,0.15%,http://fund.eastmoney.com/000309.html
86,gp,206012,鹏华价值精选股票,2021-06-25,3.136,3.136,1.23,4.95,7.51,21.5,11.92,51.57,148.49,169.65,7.25,213.6,0.15%,http://fund.eastmoney.com/206012.html
1632,hh,001702,东方创新科技混合,2021-06-25,2.3019,2.3019,0.77,5.86,8.56,21.47,7.65,59.85,186.73,193.53,4.43,130.19,0.15%,http://fund.eastmoney.com/001702.html
5966,hh,008634,万家科技创新混合C,2021-06-25,1.2944,1.2944,1.04,-1.09,10.08,21.46,11.54,4.12,,,5.13,29.44,0.00%,http://fund.eastmoney.com/008634.html
3195,hh,001457,华商新常态混合,2021-06-25,1.467,2.01,1.59,2.73,2.59,21.44,18.57,61.12,165.91,163.58,14.11,128.96,0.15%,http://fund.eastmoney.com/001457.html
1987,hh,673050,西部利得新盈混合,2021-06-25,1.671,1.671,1.46,4.24,7.18,21.44,14.06,26.21,57.2,59.14,11.62,67.1,0.12%,http://fund.eastmoney.com/673050.html
2622,hh,008794,博道嘉元混合C,2021-06-25,1.7773,1.7773,1.66,3.31,3.9,21.43,17.3,57.76,,,14.59,77.73,0.00%,http://fund.eastmoney.com/008794.html
3806,hh,005742,南方成安优选混合,2021-06-25,2.5126,2.5126,1.55,2.1,2.72,21.43,9.53,52.05,154.31,150.43,6.65,151.26,0.15%,http://fund.eastmoney.com/005742.html
1991,hh,007894,平安估值精选混合C,2021-06-25,1.6363,1.6363,0.87,4.24,7.8,21.4,19.53,43.95,,,15.49,63.63,0.00%,http://fund.eastmoney.com/007894.html
863,gp,000867,华宝品质生活股票,2021-06-25,2.168,2.218,1.45,2.7,0.74,21.39,12.45,49.0,122.82,105.11,8.56,124.23,0.15%,http://fund.eastmoney.com/000867.html
1765,hh,470021,汇添富优选回报灵活配置混合A,2021-06-25,2.112,2.112,2.82,4.87,1.98,21.38,15.98,45.86,94.48,92.7,13.49,111.2,0.15%,http://fund.eastmoney.com/470021.html
2974,hh,202027,南方高端装备灵活配置混合A,2021-06-25,3.709,4.084,1.39,2.94,9.25,21.37,18.42,71.71,159.92,159.01,14.97,393.0,0.15%,http://fund.eastmoney.com/202027.html
2715,hh,001715,工银新焦点混合A,2021-06-25,2.6632,2.6632,2.37,3.22,1.77,21.32,15.79,58.9,158.31,160.59,10.69,166.32,0.15%,http://fund.eastmoney.com/001715.html
208,gp,001313,上投摩根智慧互联股票,2021-06-25,1.429,1.429,2.22,3.93,4.61,21.31,10.6,29.91,122.24,115.21,8.5,42.9,0.15%,http://fund.eastmoney.com/001313.html
80,gp,001166,建信环保产业股票,2021-06-25,1.44,1.44,1.05,5.03,8.93,21.31,12.15,74.97,125.0,122.57,11.2,44.0,0.15%,http://fund.eastmoney.com/001166.html
176,gp,001396,建信互联网+产业升级股票,2021-06-25,1.498,1.498,1.49,4.17,4.39,21.3,22.39,61.42,125.6,128.35,17.49,49.8,0.15%,http://fund.eastmoney.com/001396.html
2530,hh,000006,西部利得量化成长混合A,2021-06-25,2.3323,2.4203,1.72,3.42,8.31,21.28,20.15,55.67,147.32,,17.38,144.57,0.15%,http://fund.eastmoney.com/000006.html
1608,hh,000531,东吴阿尔法混合,2021-06-25,1.9485,1.9485,0.47,6.07,6.91,21.28,5.18,31.63,65.69,51.63,5.09,94.85,0.15%,http://fund.eastmoney.com/000531.html
3010,hh,519664,银河美丽混合A,2021-06-25,3.34,3.901,2.52,2.9,-2.4,21.28,20.97,44.84,109.93,108.11,15.73,363.05,0.15%,http://fund.eastmoney.com/519664.html
2983,hh,000039,农银高增长混合,2021-06-25,3.3983,3.3983,1.31,2.93,9.65,21.27,6.85,21.61,108.65,92.46,2.23,239.83,0.15%,http://fund.eastmoney.com/000039.html
1872,hh,000993,华宝稳健回报混合,2021-06-25,1.836,1.836,1.83,4.5,1.27,21.27,13.12,71.43,156.78,108.4,8.32,83.6,0.15%,http://fund.eastmoney.com/000993.html
5956,hh,008120,万家自主创新混合A,2021-06-25,1.5091,1.5091,0.94,-0.77,9.54,21.27,10.93,31.82,,,4.71,50.91,0.15%,http://fund.eastmoney.com/008120.html
2004,hh,002145,诺安景鑫灵活配置混合,2021-06-25,1.7214,1.7214,1.62,4.21,12.56,21.26,10.4,34.46,98.62,117.68,7.43,72.14,0.15%,http://fund.eastmoney.com/002145.html
1778,hh,002418,汇添富优选回报灵活配置混合C,2021-06-25,2.1,2.1,2.79,4.84,1.94,21.25,15.77,45.33,92.84,90.39,13.27,110.0,0.00%,http://fund.eastmoney.com/002418.html
1922,hh,002216,易方达量化策略A,2021-06-25,1.952,1.952,1.83,4.39,3.34,21.24,10.03,47.21,117.86,121.32,6.78,95.2,0.15%,http://fund.eastmoney.com/002216.html
5945,hh,001140,工银总回报灵活配置混合A,2021-06-25,2.398,2.398,1.65,-0.21,0.08,21.23,18.42,86.18,139.8,161.79,13.7,139.8,0.15%,http://fund.eastmoney.com/001140.html
1989,hh,570001,诺德价值优势混合,2021-06-25,3.6174,4.0474,1.05,4.24,0.93,21.22,14.71,84.52,172.43,151.38,12.35,378.2,0.15%,http://fund.eastmoney.com/570001.html
2389,hh,233009,大摩多因子策略混合,2021-06-25,1.757,2.909,1.09,3.6,4.78,21.21,12.45,38.41,77.79,75.66,10.04,241.51,0.15%,http://fund.eastmoney.com/233009.html
3946,hh,398011,中海分红增利混合,2021-06-25,1.171,2.919,1.35,1.95,3.36,21.21,17.23,36.0,109.75,149.99,13.14,466.98,0.15%,http://fund.eastmoney.com/398011.html
1913,hh,002217,易方达量化策略C,2021-06-25,1.919,1.919,1.86,4.41,3.34,21.15,9.78,46.6,115.62,118.07,6.61,91.9,0.00%,http://fund.eastmoney.com/002217.html
1999,hh,001215,博时沪港深优质企业基金A,2021-06-25,1.879,1.879,1.4,4.22,8.42,21.15,20.91,52.76,96.75,136.65,17.73,87.9,0.15%,http://fund.eastmoney.com/001215.html
